analyte,modality,position,index,prominence,width_cm,rel_intensity,height,snr
glutathione,raman,522.0,1,2.3795330640764982,9.860905400394415,0.8655947968045786,2.3639671736420578,2379533064.076498
glutathione,raman,1664.0,572,1.725964845120139,70.36221405472611,0.47859964895402207,0.8441039396777413,1725964845.120139
glutathione,raman,1020.0,250,1.4793179653675468,38.15052369956163,0.5042318820413985,0.944770547231568,1479317965.3675468
glutathione,raman,1312.0,396,0.9094288206205962,46.28561778770097,0.5322108750277504,1.054653689176601,909428820.620596
glutathione,raman,1172.0,326,0.7472341431291354,20.176911850871647,0.22207148583605033,-0.1633705099759959,747234143.1291354
glutathione,raman,776.0,128,0.69348311387299,13.895693235226645,0.23733995989061343,-0.10340595361615787,693483113.87299
glutathione,raman,1280.0,380,0.5525047364441262,13.302888288787017,0.5301091244438187,1.0463993907513547,552504736.4441262
glutathione,raman,626.0,53,0.4870919616647766,11.109609117813264,0.36889433628379353,0.4132533922635713,487091961.66477656
glutathione,raman,886.0,183,0.4465368087700047,9.674302717021533,0.33567927431877903,0.28280640403940227,446536808.77000463
glutathione,raman,830.0,155,0.42874708980653686,14.48608930207564,0.21773755653668625,-0.18039134302077567,428747089.80653685
glutathione,raman,1076.0,278,0.41854136695045113,15.753039146440187,0.14033466199596276,-0.4843791688844011,418541366.95045114
glycerol,raman,850.0,165,4.639348371456774,33.15686030960387,1.0,3.868604230856989,4639348371.456774
glycerol,raman,1058.0,269,4.015823844862408,88.4886572121494,0.8559641629633614,3.1927443131022115,4015823844.8624077
glycerol,raman,1468.0,474,3.269795249281362,29.17676872987124,0.7156384253137242,2.534293309116047,3269795249.2813616
glycerol,raman,926.0,203,1.605480821480723,29.431633873332828,0.38125536338575805,0.9652663684405878,1605480821.480723
glycerol,raman,1250.0,365,1.0435357842882615,55.97516114893358,0.29820539864571505,0.5755706962137881,1043535784.2882615
glycerol,raman,674.0,77,1.0259293767902078,29.077117902453637,0.2490454254867404,0.3448971631568716,1025929376.7902077
glycerol,raman,822.0,151,0.6798971338536346,10.722627997798497,0.5561942155437088,1.7861326241177253,679897133.8536346
glycerol,raman,976.0,228,0.6213967447652122,18.282755608804337,0.14422585646777036,-0.14694810781018527,621396744.7652122
glycine,raman,894.0,187,8.803547317903725,11.826869956822065,1.0,8.42756964129202,8803547317.903725
glycine,raman,1326.0,403,5.8096275035621865,13.005508800216148,0.6594288900876354,5.419417853085132,5809627503.562186
glycine,raman,1442.0,461,1.8085002024277141,11.258797953905628,0.20600605597476487,1.4144841709491436,1808500202.427714
glycine,raman,1036.0,258,1.5125379201789642,13.180352012498872,0.17474365273528777,1.1383537198586895,1512537920.1789641
glycine,raman,1412.0,446,1.4608380982439049,19.470924016518893,0.19695649919150465,1.334552433853038,1460838098.2439048
glycine,raman,602.0,41,1.318458815885043,14.411339888765525,0.15695314135488653,0.9812160265416027,1318458815.885043
glycine,raman,694.0,87,1.0963892530717478,20.228810088385444,0.1282705922366734,0.7278725722407179,1096389253.0717478
glycogen,raman,1334.0,407,4.09428715721077,64.91890757668023,1.0,2.7281736312011557,4094287157.21077
glycogen,raman,1084.0,282,3.820802251188783,75.51305262557571,0.8893243804297836,2.244326295276739,3820802251.1887827
glycogen,raman,858.0,169,3.497148310682217,33.4208492263283,0.8247959571432337,1.9622234634169011,3497148310.6822166
glycogen,raman,940.0,210,2.4132991806164052,31.920283053220203,0.7198210306084245,1.5032981938772567,2413299180.616405
glycogen,raman,588.0,34,1.9815796742180023,36.04556992577526,0.5142709303517584,0.6046823217059968,1981579674.218002
glycogen,raman,1036.0,258,1.7678268956434529,18.69252576535058,0.8437652594998494,2.045152715995155,2822.2329420257
glycogen,raman,1650.0,565,1.3875649935058143,22.611606980033457,0.49919285695804283,0.5387645913987039,169.2437559448644
glycogen,raman,1252.0,366,1.3832576306571576,17.03220085886494,0.37763346957908167,0.007336025935833994,1383257630.6571574
glycogen,raman,774.0,127,1.3800612509653956,59.85476579625302,0.3481313660115544,-0.12164011416391056,1380061250.9653955
glycogen,raman,1462.0,471,1.3443878554317548,26.470063002900247,0.4654818415605062,0.3913880955205235,232.89200783328994
glycogen,raman,666.0,73,1.004906979140889,38.02270518450108,0.42261085104295937,0.20396637941984355,71.17583516960141
glycogen,raman,1130.0,305,0.9836084448284723,11.329816759708478,0.8844960792116384,2.223218117246997,983608444.8284723
glycogen,raman,1682.0,581,0.9242428019194957,26.587914437075824,0.5873674455370973,0.9242428019194957,51.27491050004292
glycogen,raman,1510.0,495,0.9044594643226588,9.547770953648524,0.3323271952640852,-0.19073216842438998,43.51146515280557
glycogen,raman,1378.0,429,0.690433784205874,8.754624899447322,0.7422461707021922,1.6013355424300466,96.59071899949582
glycogen,raman,1290.0,385,0.6702062763665143,8.45282112806899,0.24204233658483146,-0.5854359750613577,670206276.3665143
glycogen,raman,1268.0,374,0.6596305728813621,10.363748776704256,0.367234251157729,-0.038126869581776975,659630572.8813621
glycogen,raman,1624.0,552,0.651814635474364,17.037889392796387,0.46274478610303765,0.3794223437450537,67.06761537123153
glycogen,raman,1182.0,331,0.6444821607081598,10.458522683639785,0.229796297289641,-0.6389727296927107,644482160.7081597
glycogen,raman,1162.0,321,0.6268196307523897,4.998339348989134,0.4815080437342707,0.46145081806839666,626819630.7523897
glycogen,raman,1106.0,293,0.6121597439541724,13.722736659409065,0.8711505004760669,2.1648744391844663,612159743.9541724
glycogen,raman,690.0,85,0.5900559772740191,6.195484233765654,0.2326770197042255,-0.6263789003448642,590055977.2740191
glycogen,raman,726.0,103,0.576601429791434,11.241863626819423,0.17482972814346479,-0.8792734223796804,576601429.791434
glycogen,raman,1598.0,539,0.5319709416157943,11.375424541692155,0.452828037795923,0.3360686921634037,25.59189880969983
glycogen,raman,1538.0,509,0.5138804609913926,25.03070086734749,0.2555419294192484,-0.5264189841977737,13.69556315928325
glycogen,raman,1746.0,613,0.46792808618948095,5.960208853226504,0.5469645090236722,0.7476108275835257,25.959597077729654
glycogen,raman,1010.0,245,0.4519090476732068,2.5321424995432835,0.4510861452999026,0.3284535548193433,158.8396244533681
guanine,raman,650.0,65,9.755239255418422,11.50557701059708,1.0,9.266855807472938,9755239255.41842
guanine,raman,1230.0,355,3.8116221066442604,13.302246517918434,0.3921655883302662,3.3312961840167388,3811622106.64426
guanine,raman,938.0,209,3.2050275610387926,11.755558480967466,0.3326592142492225,2.7502109006688187,3205027561.0387926
guanine,raman,1550.0,515,2.6421442931724837,18.322826435888146,0.2755739912252041,2.1927683828183153,2642144293.1724834
guanine,raman,1264.0,372,2.160359296794682,12.934684343080676,0.261136879624307,2.051788643842667,2160359296.7946815
guanine,raman,1390.0,435,2.063604524675171,30.4549443863026,0.21311002479981234,1.5828019348559543,2063604524.675171
guanine,raman,1466.0,473,1.1075439036939985,12.903727419863571,0.1194125124374333,0.6678370027642072,1107543903.6939983
guanine,raman,562.0,21,1.0802996475412385,25.87945658431796,0.12009563462891307,0.6745077545673107,1080299647.5412385
histidine,raman,1318.0,399,7.98423034744096,11.467492763255336,1.0,7.29006809095762,7984230347.440959
histidine,raman,1272.0,376,5.810985685029474,10.3914172442353,0.7453197313341229,5.244105921853947,5810985685.029473
histidine,raman,1088.0,284,3.14478669844232,11.65016489165032,0.39816070450922886,2.4552199226860623,3144786698.44232
histidine,raman,1176.0,328,2.924867709036593,11.0212158856408,0.3811888453019942,2.3188772760442404,2924867709.0365925
histidine,raman,852.0,166,2.6027392822188054,12.018143822520017,0.3368208379284419,1.962448939132551,2602739282.2188053
histidine,raman,976.0,228,2.539194428826951,13.544958933412488,0.3318899953667706,1.922837243276282,2539194428.826951
histidine,raman,926.0,203,2.386274996741957,19.513161197948932,0.32157009859105234,1.83993282942915,2386274996.741957
histidine,raman,1350.0,415,2.2783785943949817,10.421155327409906,0.4039683910297498,2.501875703965247,2278378594.3949814
histidine,raman,1570.0,525,1.8161760163015952,13.017309027274678,0.24061126823005763,1.1895538069742009,1816176016.301595
histidine,raman,654.0,67,1.7891841229262824,12.281632258637714,0.2389923880009,1.1765486074645688,1789184122.9262822
histidine,raman,1062.0,271,1.7445235292659533,11.38025839033844,0.2575429722334956,1.3255738686419645,1744523529.2659533
histidine,raman,1498.0,489,1.6516262527884058,15.223169084385518,0.2340150977545427,1.1365637762798038,1651626252.7884057
histidine,raman,1114.0,297,1.6412261807682604,11.249910264785854,0.25899856571979,1.3372673116485732,1641226180.7682602
histidine,raman,1220.0,350,1.5660552167797197,11.031811702348477,0.2030160974138389,0.8875347395611479,1566055216.7797196
histidine,raman,1430.0,455,1.2995000651639597,10.488514073407941,0.17605629488117303,0.670954411774922,1299500065.1639595
histidine,raman,804.0,142,1.104481635754723,11.044238179496517,0.15625287623585007,0.5118645632385652,1104481635.7547228
histidine,raman,1408.0,444,0.9997147212913073,10.45216348949998,0.15612608230754146,0.5108459700748685,999714721.2913073
histidine,raman,538.0,9,0.8884581189307776,13.23928490140981,0.13558867841207092,0.345859684950202,888458118.9307775
histidine,raman,728.0,104,0.8637484595916111,12.489268651540584,0.12309505653954746,0.24549275098955003,863748459.591611
histidine,raman,778.0,129,0.8283389016866604,12.045925993057608,0.13301909635336373,0.32521706622648916,828338901.6866603
hydroxyproline,raman,852.0,166,10.11879862724265,13.230764354520545,1.0,9.573219242011557,10118798627.242651
hydroxyproline,raman,1066.0,273,2.4683102815727023,21.387875811182994,0.24595482621885112,1.9236486467352396,2468310281.572702
hydroxyproline,raman,1324.0,402,2.446978791208192,21.909741255999393,0.24538392095773492,1.9178569776814829,2446978791.208192
hydroxyproline,raman,1392.0,436,1.9496047980372588,18.442366078845225,0.2418390617418895,1.8818954043370777,1949604798.0372586
hydroxyproline,raman,1186.0,333,1.2674015827147573,12.10248102240189,0.12690143147598912,0.7158863277668784,1267401582.7147572
hydroxyproline,raman,958.0,219,1.129799152189607,14.942894702717524,0.11689013731601758,0.614324638773154,1129799152.189607
hydroxyproline,raman,880.0,180,1.0365265987065024,10.380696424749033,0.17176231046628448,1.1709869937940993,1036526598.7065023
hypoxanthine,raman,720.0,100,7.038304569043549,11.07907516065012,1.0,5.893183958849637,7038304569.043549
hypoxanthine,raman,1462.0,471,4.196259919861095,55.80107707508557,0.578531513465896,2.7267522473027097,4196259919.861095
hypoxanthine,raman,964.0,222,3.4984347095149193,44.498398878953594,0.5001408949888114,2.1378148814872655,3498434709.5149193
hypoxanthine,raman,1290.0,385,3.03902480006743,30.82972833761039,0.4241902101052036,1.567208383462167,3039024800.06743
hypoxanthine,raman,1036.0,258,2.757129578466489,111.8886074697956,0.38523270160874007,1.274526263096616,2757129578.466489
hypoxanthine,raman,1508.0,494,2.4263839598721733,13.266793086702023,0.5271595718560435,2.3408022885410555,2426383959.8721733
hypoxanthine,raman,1436.0,458,2.0304413368635106,13.997910968438873,0.5696422199384863,2.6599682721829914,2030441336.8635104
hypoxanthine,raman,1214.0,347,1.831140442482607,50.06428025324033,0.2979316052897655,0.6186457674742093,1831140442.482607
hypoxanthine,raman,1350.0,415,1.5362522948956054,12.661420601540613,0.41375548091348036,1.4888137739724172,1536252294.8956053
hypoxanthine,raman,862.0,171,1.4806000244297985,46.599049013095225,0.3586241698899493,1.0746202171548787,1480600024.4297984
hypoxanthine,raman,1678.0,579,1.4351919744201158,15.893664745296746,0.24795069948468576,0.24314645929464462,1435191974.4201157
hypoxanthine,raman,664.0,72,1.3334551696610004,36.46927010364686,0.2950749471203856,0.5971841082859798,1333455169.6610003
hypoxanthine,raman,796.0,138,1.1659376188779733,30.829313869434714,0.19768473196217612,-0.13449447629161146,1165937618.8779733
hypoxanthine,raman,1572.0,526,1.1335386567251449,30.16854576443484,0.2326408711093363,0.12812593554280563,1133538656.7251449
hypoxanthine,raman,1092.0,286,0.9265710957637208,28.6855449727409,0.38304609257109595,1.2580985860133593,926571095.7637208
hypoxanthine,raman,618.0,49,0.9179142483553873,20.25081300676929,0.28535801685043755,0.5241822181596958,917914248.3553872
isoleucine,raman,1448.0,464,5.40637206110058,15.986428108520954,1.0,4.5061020108194185,5406372061.100579
isoleucine,raman,1328.0,404,4.521287666494364,12.028244436748423,0.9170647048288979,4.050408269285154,4521287666.494364
isoleucine,raman,1354.0,417,3.742956197135709,14.161228776908843,0.907001162908805,3.9951134390058023,3742956197.135709
isoleucine,raman,992.0,236,3.5282725059333777,13.075247657148509,0.646575975170768,2.564189151037995,3528272505.9333773
isoleucine,raman,922.0,201,3.181800996022227,12.959692588268865,0.6032964556289994,2.3263868239213505,3181800996.022227
isoleucine,raman,536.0,8,3.012874072328666,13.023861694090296,0.6574202356770981,2.623773693832552,3012874072.328666
isoleucine,raman,1034.0,257,2.893058839723043,24.28116765573975,0.636769215298577,2.510305227561661,2893058839.723043
isoleucine,raman,852.0,166,2.6793475300421252,11.543549056315214,0.4976343187998268,1.7458188718708438,2679347530.042125
isoleucine,raman,1136.0,308,2.5739107246958266,16.31598526371988,0.4959788533079115,1.7367228017063214,2573910724.6958265
isoleucine,raman,824.0,152,2.4434929364262135,11.855717144905327,0.45994552204530503,1.5387351595435408,2443492936.4262133
isoleucine,raman,1396.0,438,1.9212550666573904,12.643038490842969,0.4483107022895089,1.4748068340259521,1921255066.6573904
isoleucine,raman,748.0,114,1.8921999195386046,11.518934107756678,0.37650636622059275,1.080272920640553,1892199919.5386045
isoleucine,raman,768.0,124,1.5242889391729886,10.350278957955226,0.36028948698973545,0.991168150982802,1524288939.1729884
isoleucine,raman,874.0,177,1.4620918567631376,10.609590714211379,0.3588094180752027,0.983035809498992,1462091856.7631376
isoleucine,raman,710.0,95,1.3072186567505764,10.152335910112953,0.27130826431890276,0.502254640739532,1307218656.7505763
isoleucine,raman,1190.0,335,1.2677890999923225,15.610666781603186,0.3304027486769477,0.8269533908386172,1267789099.9923224
isoleucine,raman,1514.0,497,1.1596898503455635,13.996952295138954,0.2381347100790986,0.3199802421214443,1159689850.3455634
isoleucine,raman,556.0,18,1.1370843183402526,8.606581181888096,0.4548709258089903,1.5108524379479749,256.3504288256136
isoleucine,raman,674.0,77,1.0751696974231604,15.272954937027748,0.21165063761902667,0.1744616659169925,1075169697.4231603
isoleucine,raman,1088.0,284,1.015396041071725,12.969791750256604,0.2216982928885648,0.2296692058910912,1015396041.071725
isoleucine,raman,1620.0,550,0.9607951545428,34.018498256350995,0.23429698016602352,0.2988935684744867,247.89710799911722
isoleucine,raman,1422.0,451,0.8517823284942732,9.963413720530866,0.2816855096067061,0.5592731359683959,851782328.4942731
isoleucine,raman,800.0,140,0.7473872124441748,9.998469461017123,0.1831783517935332,0.018018713238227613,747387212.4441748
isoleucine,raman,966.0,223,0.7124784122823287,12.530940890117392,0.23684668266915684,0.31290308602735784,712478412.2823286
lactate,raman,1088.0,284,7.164707028551566,14.540267387245308,1.0,6.285834213041319,7164707028.551566
lactate,raman,852.0,166,3.670249675035792,12.175370676233285,0.5300041936956473,2.91202394530276,3670249675.0357914
lactate,raman,1264.0,372,2.861412252707572,20.911565423969705,0.4172654993366249,2.102742331514057,2861412252.7075715
lactate,raman,1332.0,406,2.657189554908647,37.924764179573685,0.40592880153752003,2.021363164032505,2657189554.9086466
lactate,raman,876.0,178,2.6091532365080914,10.78706513849329,0.46431449002930025,2.4404780426767507,2609153236.5080914
lactate,raman,1120.0,300,2.1352178320697512,31.015637453637737,0.5229756280858853,2.8615702040063247,2135217832.069751
lactate,raman,1054.0,267,1.9578152575666814,27.836596130073588,0.3790383504669186,1.8283331865110306,1957815257.5666814
lactate,raman,916.0,198,1.7165362061640335,11.183496658331933,0.2948904332170607,1.224287143081992,1716536206.1640334
lactate,raman,554.0,17,1.2792446294301787,14.341953860644129,0.20398476577603467,0.5717313753619001,1279244629.4301786
lactate,raman,954.0,217,1.1908239892405925,10.979409818010595,0.19677493348410982,0.5199764322562644,1190823989.2405925
lactate,raman,1470.0,475,1.0744385374725784,9.602280916607924,0.20938636093640664,0.6105060983908724,1074438537.4725783
lactate,raman,632.0,56,0.929797341785378,15.17149315007056,0.18091258830761128,0.40611043109405726,929797341.785378
lactate,raman,1020.0,250,0.8602707092669394,7.772835654649612,0.3344084925630768,1.5079629388961218,860270709.2669393
lactate,raman,1140.0,310,0.8348549373034049,10.445041919762843,0.4923657215198395,2.6418405475247346,834854937.3034048
lactate,raman,1416.0,448,0.7854117346022159,12.659298560204888,0.18021919553792623,0.4011329916902165,785411734.6022159
lactate,raman,780.0,130,0.7820658909452771,16.157186665680626,0.14023201510056482,0.11408966464801322,782065890.9452771
leucine,raman,1456.0,468,5.771450160806191,13.877415965192768,1.0,4.9192903080733075,5771450160.8061905
leucine,raman,1342.0,411,5.031361682276895,18.91998535053972,0.9142149855522029,4.418495093985534,5031361682.276895
leucine,raman,846.0,163,4.756374921087949,23.21868522507208,0.8520073342288709,4.055339661036072,4756374921.087949
leucine,raman,534.0,7,3.139991750682832,12.905966390681582,0.6952104409968781,3.139991750682832,3139991750.682832
leucine,raman,922.0,201,2.6659290766963926,17.47265134750853,0.4797350401403961,1.8820908201160285,2665929076.6963925
leucine,raman,1188.0,334,1.9160140174647622,23.33929913052782,0.36713750175378007,1.2247696235753935,1916014017.464762
leucine,raman,670.0,75,1.7027893374526353,13.225733035453032,0.3395054774230717,1.0634595669244555,1702789337.4526353
leucine,raman,1082.0,281,1.519453032917676,15.970438856935061,0.30049495636304047,0.8357241941243219,1519453032.917676
leucine,raman,1410.0,445,1.3920196000001428,15.954907753660109,0.34294332244503345,1.0835289968226298,1392019600.0001428
leucine,raman,1130.0,305,1.3526726823700592,13.608715277325814,0.2894669482140609,0.7713449579898951,1352672682.3700593
leucine,raman,964.0,222,1.202879872026876,9.490500637330854,0.3405595003140045,1.0696127350822733,1202879872.026876
leucine,raman,946.0,213,1.1094993049655204,9.307854430644909,0.3394750398782112,1.0632818788178224,1109499304.9655204
leucine,raman,1030.0,255,1.0644762430797174,14.049922477429618,0.2352511838190271,0.45484451193978154,1064476243.0797174
leucine,raman,1298.0,389,0.8970546090290294,8.934977330085985,0.25486890853501926,0.569368741052534,897054609.0290294
leucine,raman,1630.0,555,0.833100302085879,26.221940701867197,0.188782540642612,0.18357016107909074,833100302.085879
leucine,raman,772.0,126,0.6865268868944443,15.145491186196551,0.1571072096689879,-0.0013438854865856404,686526886.8944442
leucine,raman,1238.0,359,0.6717856638642395,11.978641868257341,0.1417288879800174,-0.09111935445529651,671785663.8642395
mannose,raman,830.0,155,4.979083258329337,13.541066442667557,1.0,4.022943208876483,4979083258.329336
mannose,raman,1082.0,281,4.904694992094803,45.52733929346698,0.9889604723608463,3.9659320832053697,4904694992.094803
mannose,raman,882.0,181,4.475177702661194,11.287219708428893,0.9355603279283777,3.6901592019185387,4475177702.661193
mannose,raman,530.0,5,3.581461650169905,13.1496842296715,0.914512337510511,3.581461650169905,3581461650.1699047
mannose,raman,664.0,72,2.364574249762853,36.49512807789111,0.49637621894997563,1.4220929179119508,2364574249.7628527
mannose,raman,914.0,197,2.277481884424052,10.703863618031335,0.5044850643779244,1.46396920291719,2277481884.424052
mannose,raman,1458.0,469,2.190741492169538,12.12179055562035,0.4714433672516246,1.2933328850576036,2190741492.169538
mannose,raman,968.0,224,2.188347646294898,23.819542520157256,0.4637422558547581,1.2535622495734524,2188347646.2948976
mannose,raman,1358.0,419,1.8950829487623904,47.30624853341237,0.45289588353375204,1.1975486305418357,1895082948.7623901
mannose,raman,1280.0,380,1.658314960227937,21.43443707772542,0.3562077739036186,0.6982249140564051,1658314960.227937
mannose,raman,576.0,28,1.3640928746306296,18.799544638537434,0.35820447151901474,0.7085364040403447,1364092874.6306295
mannose,raman,1138.0,309,0.9897277333007681,8.47638677015982,0.4930550662146745,1.4049415811741657,989727733.300768
mannose,raman,1312.0,396,0.9335508505819041,8.221437588812933,0.3164388454768585,0.4928473426191804,933550850.581904
mannose,raman,1020.0,250,0.8044405073255352,14.149391934510845,0.3558241866301387,0.6962439649642862,804440507.3255352
mannose,raman,1240.0,360,0.7155167728483997,12.138593372641026,0.3298937687204855,0.5623322286587785,715516772.8483996
mannose,raman,684.0,82,0.5213684823385216,9.785806278313231,0.42662912407558845,1.0618999349281666,521368482.3385216
methionine,raman,720.0,100,8.6692976291512,12.645035650651266,1.0,7.892305582589587,8669297629.1512
methionine,raman,1446.0,463,3.161547643613413,48.770446081552564,0.3681464664476113,2.3016385763290814,3161547643.613413
methionine,raman,876.0,178,3.0275099702865536,16.196852304529386,0.3560852322915643,2.1949202622414963,3027509970.2865534
methionine,raman,1354.0,417,2.5153913538303545,48.570417416625446,0.3198182664354243,1.8740286019714876,2515391353.830354
methionine,raman,644.0,62,2.4554909680069277,12.261706196488234,0.3679611751446373,2.299999110979794,2455490968.0069275
methionine,raman,544.0,12,2.266021211091753,13.886642224445609,0.3626950934137464,2.253404595286195,2266021211.0917525
methionine,raman,764.0,122,2.2618977178353745,13.808412244522884,0.3286286697996407,1.9519834266018812,2261897717.8353744
methionine,raman,682.0,81,2.1760820211661622,11.30105994278702,0.3517404020001446,2.156477018565267,2176082021.166162
methionine,raman,804.0,142,1.2749494772367451,12.932093091320837,0.1902054284098599,0.7272086846033595,1274949477.236745
methionine,raman,954.0,217,1.1576214836272563,19.886877167555213,0.1641536617421481,0.4967015423149834,1157621483.6272562
methionine,raman,1070.0,275,0.9123174111163321,20.295553576842508,0.16319222982353906,0.4881947517049607,912317411.116332
n-acetylglucosamine,raman,974.0,227,5.529512342755705,12.098804728337143,1.0,4.516630506417125,5529512342.755705
n-acetylglucosamine,raman,578.0,29,4.471817659989368,13.59434703097292,0.8168785071636587,3.479373642413366,4471817659.9893675
n-acetylglucosamine,raman,1126.0,303,4.373180453531013,20.18960424126294,0.8243460236516968,3.5216719691379157,4373180453.531013
n-acetylglucosamine,raman,1380.0,430,3.4935503024348113,32.04969557575987,0.6507888899561178,2.5385905982174233,3493550302.434811
n-acetylglucosamine,raman,866.0,173,2.8542014860015423,12.915508591642492,0.5411744529741447,1.9177004700713338,2854201486.001542
n-acetylglucosamine,raman,788.0,134,2.5795729704293002,12.97206106135991,0.4964352978561199,1.6642840358935398,2579572970.4293
n-acetylglucosamine,raman,1320.0,400,2.4231533882452876,20.774211056337435,0.6451325733290927,2.50655146859104,2423153388.2452874
n-acetylglucosamine,raman,1042.0,261,2.3108540298461913,38.522235579528115,0.5066306099214757,1.7220334418024457,2310854029.846191
n-acetylglucosamine,raman,1628.0,554,2.2972936923228984,21.370676439827776,0.46506175424192,1.4865745657603215,2297293692.3228984
n-acetylglucosamine,raman,1258.0,369,2.272935396773618,14.540074108802173,0.579447774387143,2.1344924191154284,2272935396.7736177
n-acetylglucosamine,raman,928.0,204,2.0712412528204496,13.312919126827865,0.420601342509772,1.2347370204710897,2071241252.8204494
n-acetylglucosamine,raman,1434.0,457,1.9179582351827222,28.065969197929462,0.3790334181048634,0.9992834194570638,1917958235.182722
n-acetylglucosamine,raman,1002.0,241,1.4499577793094611,9.20400021971551,0.4545255739612446,1.4268943766834512,1449957779.309461
n-acetylglucosamine,raman,1472.0,476,1.3019874665307642,12.453162199091366,0.32338097115949466,0.6840507195779764,1301987466.530764
n-acetylglucosamine,raman,1092.0,286,1.1834003153597428,9.358111945226824,0.44353606599428075,1.3646463991566151,1183400315.3597426
n-acetylglucosamine,raman,526.0,3,1.112819826106695,9.893946086025679,0.39907759134533,1.112819826106695,1112819826.106695
n-acetylglucosamine,raman,626.0,53,0.877965549727783,25.02245064467671,0.2603728507232006,0.3271532063574451,877965549.7277828
n-acetylglucosamine,raman,700.0,90,0.7844367587351656,32.595586517526755,0.19367329351608306,-0.05065374829055722,784436758.7351656
n-acetylglucosamine,raman,554.0,17,0.7386506455717963,9.375178401126792,0.255234682424596,0.2980490293786278,738650645.5717962
n-acetylglucosamine,raman,1020.0,250,0.5725722578061119,7.097512409582919,0.49419447774953346,1.6515913366338646,572572257.8061118
oleate,raman,1440.0,460,6.14360556532497,30.84933580073107,1.0,5.503841042359909,6143605565.324969
oleate,raman,1656.0,568,4.524984034930102,16.352301058997227,0.749102995998704,3.9383004179794994,4524984034.930102
oleate,raman,1302.0,391,3.6974007380145353,25.044745994207005,0.5962443209753637,2.9844968184085543,3697400738.014535
oleate,raman,1082.0,281,2.4528336107951887,38.7394442759811,0.4071223545368509,1.8044184727114858,2452833610.7951884
oleate,raman,860.0,170,1.1860175253206826,81.1757212043093,0.21161076420051525,0.5844703173832837,1186017525.3206825
phenylalanine,raman,1004.0,242,10.704205390748518,11.629233919674846,1.0,10.230549627287868,10704205390.748518
phenylalanine,raman,1214.0,347,2.4489580435402267,17.191990175885508,0.22952406537089812,1.9818326188953375,2448958043.5402265
phenylalanine,raman,832.0,156,2.3595586746544015,25.22579399734076,0.22097604147327674,1.890317456716524,2359558674.6544013
phenylalanine,raman,1034.0,257,2.3040679928497947,13.963177699913729,0.2316543273089348,2.0046392077722155,2304067992.8497944
phenylalanine,raman,622.0,51,1.9340303872697908,10.710999952162084,0.182928016702542,1.4829752219286427,1934030387.2697906
phenylalanine,raman,1308.0,394,1.4762217852982848,13.538727111137518,0.1393578963755956,1.0165134202740567,1476221785.2982848
phenylalanine,raman,746.0,113,1.3864571446181992,11.2417257597331,0.13447037534793083,0.9641876096707933,1386457144.618199
phenylalanine,raman,1606.0,543,1.351176070801085,18.74016060520239,0.12978348782958296,0.9140097818485273,1351176070.8010848
phosphate,raman,936.0,208,7.136389733886378,32.51217672889726,1.0,6.524754475056926,7136389733.886377
phosphate,raman,560.0,20,2.3785781066079883,12.883449525057529,0.3627016167460933,1.9434983836197954,2378578106.6079884
phosphate,raman,1066.0,273,2.297238847960982,18.349941204301103,0.3694043494100283,1.9916813629789203,2297238847.960982
phosphate,raman,1132.0,306,2.0879241755607714,11.44003614899259,0.3037939535274337,1.5200372576478316,2087924175.5607712
phosphatidylinositol,raman,862.0,171,4.01107828625487,44.36748470097808,0.9914485395856023,2.5304278821066784,4011078286.25487
phosphatidylinositol,raman,1090.0,285,3.8144431056706845,116.18423104712821,0.8878022697280692,2.0652651722305597,3814443105.6706843
phosphatidylinositol,raman,650.0,65,2.827904387040115,44.10547366332575,0.8350488445851458,1.8285086905119299,2827904387.040115
phosphatidylinositol,raman,1182.0,331,2.6594165086253336,54.19327273414467,0.6626080386646473,1.0545972638348504,2659416508.6253333
phosphatidylinositol,raman,530.0,5,2.5688066921229713,15.826996592757112,1.0,2.5688066921229713,2568806692.122971
phosphatidylinositol,raman,1502.0,491,2.016782142081814,104.20831431203248,0.567269226509022,0.626718283919417,2016782142.0818138
phosphatidylinositol,raman,1346.0,413,1.938292979361243,58.00549317341461,0.647482906732952,0.9867159269931861,1938292979.3612428
phosphatidylinositol,raman,928.0,204,1.915746369517839,20.02326339397416,0.7334662330183329,1.3726076442160746,1915746369.5178387
phosphatidylinositol,raman,796.0,138,1.7034886908866778,28.903283564505386,0.5467858025617074,0.5347890229438784,1703488690.8866777
phosphatidylinositol,raman,598.0,39,1.5681125547694044,16.010967887997182,0.7289881877536305,1.352510252644336,1568112554.7694042
phosphatidylinositol,raman,1608.0,544,1.504809603774514,39.75646111312403,0.4775312219002419,0.22397563374905075,1504809603.774514
phosphatidylinositol,raman,1260.0,370,1.3082119391522988,18.604667202178575,0.5622676655375173,0.6042713626909572,1308211939.1522987
phosphatidylinositol,raman,1038.0,259,1.1605281579480107,43.46469977708057,0.8699221513652386,1.9850195027820365,1160528157.9480107
phosphatidylinositol,raman,568.0,24,0.6735014004888272,11.406195716019205,0.41863173234891937,-0.040364281306966475,673501400.4888272
phosphatidylinositol,raman,1650.0,565,0.6373269567795593,20.00810284521208,0.39401936047984754,-0.15082419087084284,637326956.7795593
phosphatidylinositol,raman,1390.0,435,0.4720937509140334,10.595601493938602,0.2337549515739416,-0.8700881532482342,472093750.91403335
