component,levels,mean,sem,delta_final,effect_size,spearman_rho,spearman_p,direction,linear_r2,saturating_r2,saturating_K,responsive,experiment
6,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.02128517892858761, 0.02570887904193399, 0.02452311652232013, 0.02551670348087097, 0.02632942356077121, 0.02417402592525543, 0.028894242911758725, 0.0268185596279068, 0.0273568744546184, 0.02790285506215966, 0.02651942630194444, 0.02928368980075402, 0.028356764536947132, 0.028786063305426896]","[0.003494787000950951, 0.003177324515075287, 0.003364822309843446, 0.0032825917079806876, 0.003103360934893103, 0.0030384092346030134, 0.00324412937715848, 0.002772621192863288, 0.0027725317112487643, 0.0028454913861626434, 0.001967945036671672, 0.002760889571787649, 0.00244955584662593, 0.0022433703814971574]",0.007500884376839285,2.5917563811716646,0.8021978021978022,0.0005563056127922433,up,0.6469856486832622,0.7605836292193688,0.42756162234746337,True,adenine::cAg@785nm
7,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.05010592819732638, 0.040527801152615624, 0.03308196905680376, 0.03259934327604622, 0.025743246778042194, 0.03200558422639833, 0.024575831293134027, 0.022014153731191644, 0.019812321301860423, 0.022878041726655498, 0.021129447450072558, 0.017398646895249833, 0.016193603389333493, 0.015520198579383741]","[0.0069683557268013984, 0.0054417012301009125, 0.004059776334250852, 0.004186506529113647, 0.0037981655271762016, 0.004940705905301884, 0.0035314527071002486, 0.004427540506913705, 0.002892740536332789, 0.004475937255212496, 0.0028503055298664047, 0.0034604315577705814, 0.0031248419188404032, 0.003047053241721691]",-0.03458572961794264,-8.464220632034756,-0.9736263736263736,4.5902787925115095e-09,down,0.824972335820296,0.9500819093019064,0.6012179649580416,True,adenine::cAg@785nm
8,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.06684747074948323, 0.05096572909375529, 0.03641902830304777, 0.03651264519922679, 0.026483654263080334, 0.035534622233021514, 0.02537135200145822, 0.02170824790652523, 0.015877584089146666, 0.02021534484356488, 0.016097356553776917, 0.012215479205334034, 0.00914201995115061, 0.009380780988262687]","[0.01062364791120134, 0.008775206786813601, 0.007852296211110506, 0.006992150027504056, 0.005645305919961167, 0.006840526813500957, 0.004711612840733518, 0.005047400367914022, 0.0037653756659881722, 0.005159833931126042, 0.003317775050467886, 0.003271892757792189, 0.002933611325807545, 0.003323516071645802]",-0.057466689761220546,-10.280244740736416,-0.9736263736263736,4.5902787925115095e-09,down,0.8280818736987005,0.9489154015765251,0.5969125279123327,True,adenine::cAg@785nm
9,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.0704569163156956, 0.0711399558441676, 0.07324345895277636, 0.07032443843591651, 0.06831350296278678, 0.06510456180567385, 0.06094139638873869, 0.060515389462106994, 0.060270986018553484, 0.05754635021426593, 0.05434678474812978, 0.05400263459561303, 0.05176270573960753, 0.04572287371655398]","[0.007712317865552787, 0.004872960853998888, 0.005394738467443926, 0.004726549427606386, 0.005651910238914642, 0.004915715782209765, 0.003976389489015319, 0.0042788697594667415, 0.004838884310850146, 0.004214526375993744, 0.0034993612257264444, 0.0046231397059331315, 0.003902064402207651, 0.004381384807601553]",-0.024734042599141623,-5.169169447824631,-0.9824175824175824,4.1071830416421485e-10,down,0.9416044294016329,0.9416044250453639,12400708.78810519,True,adenine::cAg@785nm
10,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.012618527630743207, 0.015271727148804032, 0.009489694379117298, 0.011285959705166984, 0.010098496619840224, 0.008051032138252088, 0.008975268608059016, 0.009097541137052847, 0.0049561243079969544, 0.006325753990418646, 0.004650272797093742, 0.00592636369997215, 0.007065060610492921, 0.0030530794474013918]","[0.0046781337058301635, 0.00468778790870454, 0.003784423333132835, 0.0043198198966434955, 0.002911478167931964, 0.002996676175316253, 0.003154054076359495, 0.002761066318233095, 0.0017769409996030885, 0.002165398845098051, 0.0012392290910755509, 0.0020069195465923484, 0.0025362434263502404, 0.0010761918793793027]",-0.009565448183341815,-3.340026291720139,-0.8989010989010989,1.2358700865600784e-05,down,0.7086446888540985,0.7340763195777698,2.2747325486787857,True,adenine::cAg@785nm
11,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.0487108409702251, 0.04221597648991431, 0.0392191880181392, 0.03612995837321056, 0.026052566648661558, 0.028450550061284673, 0.019656274952600184, 0.017538463539895337, 0.017306940923300356, 0.014154278837742998, 0.014819596309432725, 0.010767139384835867, 0.010470120750529216, 0.00585131224631875]","[0.00470398679324377, 0.004617766181358023, 0.005243257323394365, 0.004702299642338745, 0.004083561078857818, 0.004711107179077276, 0.003072283440799268, 0.0037134921262535615, 0.004274571182708346, 0.004372241742352102, 0.0031639507176305505, 0.00416035031567956, 0.0027377956239800477, 0.002497667507094849]",-0.04285952872390635,-10.7044940706973,-0.9912087912087912,6.540154944134379e-12,down,0.9167920717536852,0.9807271037408388,1.320519339344155,True,adenine::cAg@785nm
12,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.013891873775535357, 0.013705495578149254, 0.012290999095308947, 0.010038447829706742, 0.007996144772920486, 0.006057804141494458, 0.004916465757212429, 0.004780149905445666, 0.0024146367090685417, 0.0029705218373469997, 0.0018381507529021083, 0.0004942282300609791, 0.00013656067983747083, 0.002093486525063496]","[0.005867809384038668, 0.00513692000835369, 0.004952952310438359, 0.004183484898759952, 0.0036320014073464827, 0.0021531186940655085, 0.002527027410031869, 0.001856449075091455, 0.0010877562007485914, 0.0013162826522335879, 0.0006156020229905135, 0.0003647084863295462, 0.00011248779930020939, 0.0020494081879931006]",-0.01179838725047186,-4.6066855667784905,-0.9692307692307693,1.1465229425475094e-08,down,0.8862429622587539,0.9506318851840493,1.422564582059249,True,adenine::cAg@785nm
13,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.07936830536573891, 0.11960333016355253, 0.14559288104992807, 0.16516024471778104, 0.2039951823344656, 0.20068446572541468, 0.22105852351795854, 0.23670094863046756, 0.2498736457233198, 0.254864857535519, 0.261138717058034, 0.2704624347365486, 0.27429962880303294, 0.28451276475265036]","[0.008361636191904546, 0.008945467226587492, 0.009369015244448721, 0.00940604217964344, 0.01060667530721874, 0.012042558117700634, 0.01117830195259742, 0.011867467243154118, 0.011975729178655891, 0.01248043849231399, 0.009311148469796674, 0.011563488183168973, 0.009669005559966819, 0.013364220403227055]",0.20514445938691145,19.128808635878347,0.9956043956043955,1.0315953358848784e-13,up,0.8889364764145007,0.9916223817289307,0.8818454562358005,True,adenine::cAg@785nm
14,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.054724137222801394, 0.058044369411102505, 0.05062163038903305, 0.04718945257395302, 0.037738228831711663, 0.0327357487692811, 0.03568690671225838, 0.030052675377015878, 0.027807424815713102, 0.02520367571543063, 0.02052127232581793, 0.021444275565355105, 0.01934941519996959, 0.016263593062319778]","[0.005961658055380605, 0.007585827016965944, 0.006124921392043512, 0.0060724676752435475, 0.005461242169066221, 0.005268009729458946, 0.005915749477901366, 0.004675200345693217, 0.0047852362614939446, 0.0044151540051701865, 0.0029447546058210964, 0.004290404628389823, 0.0039939127967325554, 0.0036435519120784307]",-0.03846054416048161,-7.569046508549264,-0.9868131868131869,7.37950410933089e-11,down,0.9127715212040244,0.9484100457055251,2.0631352383387678,True,adenine::cAg@785nm
15,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.013988450773656375, 0.018215091372060007, 0.02147776141859062, 0.0248592273894845, 0.03253824139106295, 0.031417490698868934, 0.03676352356356112, 0.039961523923259946, 0.03865800872603836, 0.035673292849322885, 0.040862582728916845, 0.04239192458202665, 0.04275200190760414, 0.045148701755424465]","[0.0037485300328811426, 0.00384777112009483, 0.003900326034834326, 0.004880762102806445, 0.003525238203693024, 0.0038374272690094593, 0.0034982549743386667, 0.0035558580773031763, 0.0032044358618185716, 0.0038100800530138056, 0.002523290517764951, 0.003425473276616907, 0.003917605534007415, 0.003398060460528445]",0.03116025098176809,8.541546894400211,0.9648351648351648,2.5304057544450234e-08,up,0.8688792105864338,0.9643143693114701,0.9591019754936431,True,adenine::cAg@785nm
16,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.03026481126856957, 0.019032636861470883, 0.022953112712460883, 0.01741551432736892, 0.01226960535442997, 0.01579244443007967, 0.007047176192240133, 0.00836076650988838, 0.009040289034376975, 0.007751233551147825, 0.009032901035542953, 0.008158720387707638, 0.0054445378041317214, 0.004194934892667104]","[0.006482278311920363, 0.005152376297142457, 0.006222222402074638, 0.005482222690506056, 0.0041137952949398355, 0.005356023194768151, 0.002048130009469326, 0.003790467612395834, 0.00399010098891601, 0.003732147227348525, 0.0027710454704752805, 0.004296363698648602, 0.0020855355413587117, 0.002572081054860085]",-0.026069876375902464,-6.282459797121359,-0.8945054945054945,1.5798308486800476e-05,down,0.7679453487791763,0.9363289276360228,0.5153456142336962,True,adenine::cAg@785nm
17,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.04308977175809529, 0.0285542683459384, 0.026964763762151706, 0.024052272718896938, 0.012307709716355192, 0.014602156011483838, 0.013832053842247895, 0.007866829145181583, 0.005701283598071674, 0.004131046485431109, 0.006514036300303107, 0.005562902293612712, 0.0037049510143463663, 0.00159589612049325]","[0.009221769276950568, 0.006981200362690838, 0.005814753583266565, 0.005474877958534741, 0.004390837846961041, 0.0041103537146805705, 0.0038422337966973912, 0.0023659726674727013, 0.0023537139834510054, 0.0023454805250554883, 0.0032857101145882684, 0.0027103744935796335, 0.0026845250491055878, 0.0008551540306042454]",-0.04149387563760204,-10.293150827880451,-0.9648351648351648,2.5304057544450234e-08,down,0.7958318284477323,0.9743706687106177,0.5195420532240852,True,adenine::cAg@785nm
18,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.08824937028426731, 0.06732096279737669, 0.06205046800844433, 0.04853464577096476, 0.036892818636199164, 0.032875222662364874, 0.03302744534004279, 0.02108628956748763, 0.019318690030376524, 0.015653479817387142, 0.012057866904304722, 0.00667972804514608, 0.007830165293478726, 0.004682174963184792]","[0.01644244574839483, 0.01387647144468801, 0.012662992833781106, 0.011135957576050159, 0.009204493166167123, 0.009113392635066954, 0.008183981762105986, 0.005439201587544965, 0.006192093571377336, 0.005141339394582645, 0.0031391984632174134, 0.002470921726156303, 0.0026967612159339133, 0.0018733820884767392]",-0.08356719532108252,-10.875819874291045,-0.9912087912087912,6.540154944134379e-12,down,0.8815002579840256,0.993570809104582,0.7953619443570504,True,adenine::cAg@785nm
19,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.031076044536220825, 0.0188581239248556, 0.014398346557081878, 0.008561523774966317, 0.003820921766163767, 0.005196799987824813, 0.004096938384961584, 0.0012685310478848875, 0.0, 0.0, 0.0003941703356969625, 0.0, 0.0, 0.0019240997533117084]","[0.008189662653733304, 0.006485616566517061, 0.004874434984109691, 0.004039887438137442, 0.001961529992381041, 0.002630468913401332, 0.0020973075525005927, 0.0009387807003163846, 0.0, 0.0, 0.0003353470079978683, 0.0, 0.0, 0.0018835878529635725]",-0.02915194478290912,-12.20598886424049,-0.860053091335668,7.967760682118349e-05,down,0.6254227282102163,0.9721723420523156,0.2669440928839216,True,adenine::cAg@785nm
20,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.027021838793603422, 0.03171411347489359, 0.030662949567851764, 0.03241529134870836, 0.03345108481750164, 0.03597012051726396, 0.03488897094405899, 0.03734695858951944, 0.037157273619472596, 0.03569108801218562, 0.037457555947941285, 0.03849353985272949, 0.03687540964269176, 0.04034945831566758]","[0.004902046003163747, 0.005237832249729805, 0.004574323907747842, 0.004910870732860681, 0.0047326336606472764, 0.004558094703820121, 0.004137378234477993, 0.0054364761081322575, 0.004661304136324625, 0.004395073723234225, 0.003357752349544832, 0.004536738682907149, 0.003970193379425448, 0.004512618925762593]",0.013327619522064158,2.9189125879706284,0.9032967032967033,9.55865940105556e-06,up,0.8025438240498544,0.9121522380373428,0.6895741242482921,True,adenine::cAg@785nm
21,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.02038720270216306, 0.02493105091810134, 0.011573050700407017, 0.02207961379980528, 0.012596771839923663, 0.009129548829808272, 0.014131021719728692, 0.009247566117162659, 0.003691162444843983, 0.0027059999092909418, 0.0029486440439276972, 0.004661949838974912, 0.008185930501986046, 0.0014377010675570916]","[0.006172040359744697, 0.00604757031009133, 0.003475130731282506, 0.005801999864158724, 0.003623034935241669, 0.00219585353750052, 0.004631141255336711, 0.002759209485413704, 0.0010474461981742635, 0.0009306351344250418, 0.0015328889171996518, 0.0018790435663027386, 0.0036763467875430013, 0.0010534468198822153]",-0.01894950163460597,-5.918310696654611,-0.8549450549450549,9.766040002967746e-05,down,0.6489064356054077,0.6908297424286943,1.734470107874714,True,adenine::cAg@785nm
22,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.05995141034845216, 0.041057053632740946, 0.044855465092873685, 0.028647432441324228, 0.017082975014180858, 0.019162183032797188, 0.010844454001562262, 0.009684738515452389, 0.006889566006305519, 0.008705748166938289, 0.007324788480994206, 0.00502664444351772, 0.0016469115120158375, 0.0016650707596273248]","[0.0060301108187819944, 0.0069612349125571, 0.00786369033942151, 0.006942863547585636, 0.0050514458177539035, 0.004909504131261092, 0.004960551984973559, 0.00435404358018729, 0.0033773309484298165, 0.004031597813886283, 0.0025327421246613704, 0.00276931939672184, 0.0009683034728400222, 0.0012058887007190175]",-0.058286339588824836,-13.17021699162206,-0.9736263736263736,4.5902787925115095e-09,down,0.790527911754513,0.977148880216684,0.5347350641944445,True,adenine::cAg@785nm
23,"[0.0, 0.2, 0.23, 0.4, 0.6, 0.61, 0.8, 1.0, 1.03, 1.2, 1.4, 1.6, 1.8, 1.82]","[0.09113570924256664, 0.09861623666902564, 0.09365303000217566, 0.08482726466097655, 0.07618187193921999, 0.08225019735970174, 0.07126722068932217, 0.0669732941081901, 0.07005089669993399, 0.06857306842848156, 0.06420357816867893, 0.059233719404265084, 0.059696045752265996, 0.060591924662891504]","[0.007943966318757316, 0.00658912620702215, 0.006812154783111263, 0.005742921107610067, 0.006350116595739228, 0.005240953486470982, 0.0051303023549978755, 0.005410819988877035, 0.0039023200615804486, 0.004037941078970995, 0.003091094954871852, 0.002848048364480315, 0.004567828773850261, 0.003980031569344625]",-0.03054378457967514,-5.968277339352778,-0.9516483516483516,1.6616136985679422e-07,down,0.8905534131468424,0.9199415157527262,2.454749945576825,True,adenine::cAg@785nm
0,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.04382045184381968, 0.05452928740738857, 0.05692408827776149, 0.05506670864457223, 0.06340325340575956, 0.06689211598105735, 0.06861213644912714, 0.07296485625198705, 0.07073050171908693, 0.07416591750527614, 0.07193559773866072, 0.07320896894119087, 0.07336930251390857, 0.06867837649448595]","[0.0040862852393280654, 0.005212917537478916, 0.0052568519067721815, 0.005666206038724201, 0.004626332375506817, 0.004036582823195235, 0.0038136021205926575, 0.004104140707475442, 0.00445992781796362, 0.0034565562654791343, 0.0027692103124101453, 0.0032105578032399287, 0.0032731470807444464, 0.0035522836332283485]",0.024857924650666274,6.049774363610003,0.8593406593406594,8.200994666805763e-05,up,0.703387887043962,0.9145990197454388,0.2246170738127321,True,adenine::cAu@785nm
1,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.01479922629651031, 0.05324931939304148, 0.05094475411779867, 0.06954731009362485, 0.08544179682988469, 0.09031861029247712, 0.10939466755054796, 0.11247406549505651, 0.10897847514621743, 0.11700373819438761, 0.11459681175237739, 0.12328088780894715, 0.12206530273262618, 0.11264693221202894]","[0.0035762922702425623, 0.005298234989590981, 0.005158033633129403, 0.0063322062934865276, 0.006901795320734387, 0.007128524825205081, 0.0075259020989751615, 0.008592315875555716, 0.007467535220336198, 0.008517407372124497, 0.005906294160326897, 0.007814662590688286, 0.006640624498277066, 0.00780044594634684]",0.09784770591551863,14.471410302182713,0.9296703296703297,1.4995250703291503e-06,up,0.7788851469964881,0.9767850035860425,0.24032322557224509,True,adenine::cAu@785nm
2,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.0, 0.00185489942253628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.001792003090550831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-0.3784115038845798,0.18215743202537457,flat,0.1168121849050405,0.14090074413158993,0.5509415685461366,False,adenine::cAu@785nm
3,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.009593930244160399, 0.03761989226744619, 0.03570602400546086, 0.0650917429748956, 0.07918367135850529, 0.08624755898821107, 0.11097215143126711, 0.11481725492434394, 0.11490904886392576, 0.11838573222620698, 0.14343521614948102, 0.15680116420517384, 0.15703881586601717, 0.17216383189832055]","[0.002299636823599719, 0.004606436613758353, 0.0022511994922347054, 0.004395887216845615, 0.003730512764848044, 0.005114764961612793, 0.008862388695642166, 0.006946807075396498, 0.003417347217840342, 0.005496521635590319, 0.004492995948156908, 0.0064495944526076765, 0.006896642845479778, 0.010467614630382132]",0.16256990165416016,30.174041848147468,0.9956043956043955,1.0315953358848784e-13,up,0.961642494875145,0.9877175089098521,1.0842367162396374,True,adenine::cAu@785nm
4,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.007628687841498027, 0.006558268864905761, 0.004589214398973299, 0.005463956079379126, 0.005183295177824393, 0.0021342689513826666, 0.0022922581844749467, 0.0017166960062611333, 0.0035788830238187796, 0.00157942171465899, 0.0028671481919951398, 0.0003777516214329134, 0.0024706527298943267, 0.0010221086510049668]","[0.002095348422114948, 0.0027737002476057554, 0.0017330693691697712, 0.002349597014352655, 0.0024568602657961203, 0.0008829085774464751, 0.001011877490056931, 0.0009120443734709412, 0.0018607433076608274, 0.0008880235779420093, 0.0012795193999507798, 0.00022080720938719798, 0.0013418376521429727, 0.0007123500796335566]",-0.00660657919049306,-4.507698061720172,-0.7934065934065934,0.0007075341356182062,down,0.6821842497495427,0.7827419239687708,0.35675356090215066,True,adenine::cAu@785nm
5,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.032567036634586786, 0.02760617263715934, 0.026849104932399056, 0.02372161667808742, 0.022157972550738213, 0.02073340574986426, 0.01742501202514568, 0.01661134806109322, 0.016516258338727545, 0.016158068164691033, 0.013857788779725773, 0.012159105952469664, 0.011585611657069594, 0.011586198007070616]","[0.003200613990494852, 0.0037577067609104826, 0.0033948462151621585, 0.0027512334851306215, 0.0033932509134624884, 0.0026834098500823187, 0.0027192692094095638, 0.0028788435093595496, 0.0031948331450874345, 0.0029184914121578817, 0.0021313324645488483, 0.00253260116101896, 0.002462393561907158, 0.002390977397600401]",-0.020980838627516173,-7.2688213418629815,-0.9956043956043955,1.0315953358848784e-13,down,0.931804328038191,0.9934241216318074,0.5969814141441194,True,adenine::cAu@785nm
6,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.10791380345518267, 0.09084259571113068, 0.10153567614792845, 0.0846219424923973, 0.08428755662047964, 0.07883217427236917, 0.07336893548461934, 0.07078485561701282, 0.06870970050110088, 0.06669296991394386, 0.061618442582196904, 0.057968142340323325, 0.056130335467607276, 0.05648509671895645]","[0.005804395581487326, 0.008009238018732951, 0.006484626747056, 0.004531905498589739, 0.005286033703126805, 0.004224164638412109, 0.003991097372697467, 0.0043562845370747685, 0.003386813495531888, 0.003912999857213667, 0.002589264864801931, 0.00297106389103126, 0.002754867232059633, 0.003389512578110922]",-0.05142870673622622,-11.670858505789939,-0.9912087912087912,6.540154944134379e-12,down,0.9254097012216699,0.9742566510029614,0.7031920100444955,True,adenine::cAu@785nm
7,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.0008004990561906867, 0.00411582215864882, 0.0010802209359728468, 0.00168101007686242, 0.0013295804481479067, 0.0011389846104670133, 0.0015469659110069602, 0.0011689232786153934, 0.0011381546492754133, 0.0010032636755079867, 0.0012886729280233164, 0.0004957866784486933, 0.001327510108131613, 0.0006547747269483666]","[0.0004478428876988367, 0.0029807088349191177, 0.0006978131587195655, 0.0012710247286553708, 0.0005951720825240444, 0.0005855613257791476, 0.000687536062123626, 0.0006782515411243075, 0.0006177132917116391, 0.000638682493904193, 0.0005866420799202505, 0.00031728877553471776, 0.0007072231762838604, 0.0004361646563402811]",-0.0001457243292423201,-0.18138389684427708,-0.35824175824175825,0.20849812479076696,down,0.17796378118427036,0.178331744574597,7.181724028906271,False,adenine::cAu@785nm
8,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.0695736062180605, 0.07450162970442896, 0.06091236819898856, 0.061625341582888654, 0.05569334443640133, 0.04967439874519696, 0.04705333821512341, 0.04074929609426543, 0.04393731450018888, 0.04227773078150687, 0.0349598288223414, 0.030493738160931837, 0.031401804976212706, 0.028734831161765933]","[0.0061797740327735684, 0.009093327768695243, 0.004371307808299934, 0.005297532659568995, 0.005946979729129766, 0.004297762575217768, 0.004789805654344721, 0.003688864360214066, 0.004994415219272238, 0.003604585463329404, 0.0032288379362899163, 0.003646501066437648, 0.004690546024264738, 0.004269897639980422]",-0.04083877505629456,-8.395617843998007,-0.9736263736263736,4.5902787925115095e-09,down,0.929503987216583,0.9472784210970933,1.5095046430744183,True,adenine::cAu@785nm
9,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.046563293764322805, 0.04019310896888143, 0.03913528025629433, 0.039214514849490574, 0.0331908871304679, 0.030312987038269835, 0.022652350139503306, 0.0224420329608373, 0.023979219099855554, 0.023117966054242756, 0.019466964019924236, 0.016491821572783165, 0.014753735223600236, 0.011978059912524121]","[0.0034249868552537087, 0.0039033714553382954, 0.0038571057760066287, 0.004097564641922704, 0.004036680711277527, 0.0029836274450288293, 0.002774119489080574, 0.0029527570917841383, 0.0035760976372102215, 0.0034491328314625648, 0.0023769040024908127, 0.0031267185671282754, 0.0026865939951609976, 0.0034302681755863334]",-0.03458523385179868,-10.373508196703296,-0.9604395604395607,5.08105389232908e-08,down,0.9390094387077661,0.9649324814086158,1.1239243908659564,True,adenine::cAu@785nm
10,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.02990442387517149, 0.01928830515604577, 0.020747907995905795, 0.014553093244737128, 0.01307786502431802, 0.011222796599526293, 0.008681392097962086, 0.0068587178337323135, 0.006801975458517474, 0.006178661881131471, 0.004369319658676147, 0.004319630903951414, 0.0028970858519169465, 0.0039016881069147066]","[0.0014642731195099335, 0.001683376484838204, 0.0015628052025129218, 0.0011572289847236277, 0.0016370029498224477, 0.0018048317290084897, 0.00196641572805231, 0.0021004526880074505, 0.0016122463836787026, 0.0018665226198875757, 0.0011342062163882712, 0.0018304881870608845, 0.0012224855740772815, 0.0017422851322649036]",-0.026002735768256784,-15.977359337038456,-0.9912087912087912,6.540154944134379e-12,down,0.823959287424535,0.9932981589144736,0.24551851507466568,True,adenine::cAu@785nm
11,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.024349934095247674, 0.023671055352107184, 0.019214234762141926, 0.01959549420431182, 0.015775930204528773, 0.01414916576873316, 0.011462679129438094, 0.008957672685380154, 0.008390786612052345, 0.008376816443517066, 0.0061349663051161905, 0.0052788856793685324, 0.0037870679632659734, 0.0036171734492913134]","[0.003161524060374914, 0.004004557079344979, 0.0028134222958956815, 0.003175927207194641, 0.0029582474913504822, 0.0020606909699687754, 0.002159866517753472, 0.002092849667239932, 0.0027807323065507606, 0.0021565733930979727, 0.001704005732040116, 0.0018048322084626071, 0.0014858861104592122, 0.001469374818294682]",-0.02073276064595636,-8.580298149204268,-0.9956043956043955,1.0315953358848784e-13,down,0.9389313620458684,0.974080064169255,1.000003129984231,True,adenine::cAu@785nm
12,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.047760985808834165, 0.03453395687984772, 0.034033595384867055, 0.03273998540279796, 0.02173968437102737, 0.02317951156935485, 0.014630082733312046, 0.011586838597513242, 0.012102997623091518, 0.010070242911286489, 0.008568689277710638, 0.005492095944731519, 0.002451292836573707, 0.007476488226691059]","[0.004885497335467727, 0.004555647217798876, 0.00508912555499606, 0.004823580862276412, 0.0037702980893461096, 0.004925176544242216, 0.0029409715266740955, 0.003386401346647232, 0.0028341845756117818, 0.002214839965084549, 0.002019755398575847, 0.0025761060486634477, 0.0010838308310791608, 0.003115530017364295]",-0.04028449758214311,-11.695805603524693,-0.9780219780219781,1.551963299118766e-09,down,0.8806313543870692,0.9741862720940418,0.453341804594714,True,adenine::cAu@785nm
