component,levels,mean,sem,delta_final,effect_size,spearman_rho,spearman_p,direction,linear_r2,saturating_r2,saturating_K,responsive,experiment
13,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.11450297909574068, 0.14724222517054117, 0.1454005199094592, 0.16760066298267134, 0.19221081237027604, 0.19627788088707615, 0.21676112505342354, 0.23077751883109254, 0.23690910740458726, 0.23546969984499463, 0.2590046877159996, 0.2656313133559955, 0.28196595962173976, 0.2845416252039519]","[0.00412198898563158, 0.006588843827250998, 0.004850654018281269, 0.007113829039339185, 0.007598325947278407, 0.005595203310845143, 0.007987154610868739, 0.011609895985533742, 0.010773684308737068, 0.0091763386022347, 0.008341239063803099, 0.011856325061778366, 0.010430533332876588, 0.013515859065008384]",0.17003864610821118,19.91086694919753,0.9912087912087912,6.540154944134379e-12,up,0.9669854438419736,0.9942813040443128,1.081354817004416,True,adenine::cAu@785nm
14,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.08610783677930818, 0.07192511840534394, 0.07227657668699626, 0.06752081643234488, 0.062180908700266005, 0.06320043595510089, 0.05279429164822254, 0.048486477533482196, 0.0486944947798517, 0.05020160437789681, 0.04200112661097915, 0.04132338857465201, 0.03663353704297611, 0.03870163470442278]","[0.004587160211081789, 0.0051810535296081695, 0.004462086169269963, 0.002896036194707529, 0.00519387706837223, 0.004477221847005347, 0.004654447866058031, 0.00507153837220969, 0.005179601026720345, 0.004195238059294993, 0.003051871200819926, 0.0037507667882213046, 0.003661383693452801, 0.004461527231485156]",-0.0474062020748854,-10.911626292050782,-0.9692307692307693,1.1465229425475094e-08,down,0.9352301860679174,0.9800284494029535,0.7492221269954077,True,adenine::cAu@785nm
15,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.025211485170571382, 0.025583615674500026, 0.023336529333977372, 0.021637874887424184, 0.020771397725551043, 0.020038293142980747, 0.021349111260166396, 0.021550224801572482, 0.021321011599960766, 0.02339662245732986, 0.022195058360118418, 0.019139796874217647, 0.02133209086286175, 0.021653082510121168]","[0.0026369266444818246, 0.001803171334522793, 0.0026656608598340714, 0.001977456777668267, 0.0016680459518325595, 0.0025259790165050823, 0.002316114724956328, 0.002612536610321146, 0.0012974047731747086, 0.0021691301677839317, 0.0012364767424524817, 0.002006570090557159, 0.0015314622228070694, 0.0015838344531310265]",-0.003558402660450214,-1.7772473502229167,-0.38461538461538464,0.1745087507750955,down,0.2944528361447074,0.5183696972654599,0.1242518158302657,False,adenine::cAu@785nm
16,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.0003416065369486, 0.00011392365172324667, 0.0003503217864796133, 0.0009590374934692, 0.0008450804356922864, 0.0033981100789430203, 0.00848090403634564, 0.007528357372977387, 0.0037592336523839, 0.008280429987823806, 0.007827506997757926, 0.008040399504920727, 0.00723248825414706, 0.00949262325744037]","[0.00033002326839221636, 0.00011006070382821605, 0.0002446024459065937, 0.0005133314390876816, 0.00046583380190548236, 0.0012577988780063526, 0.0027721501190846524, 0.0016480740157610956, 0.0009823782731222443, 0.0014192420051063232, 0.0010514489070578487, 0.0016425663620432006, 0.0012077771878430468, 0.0018893857661708537]",0.00915101672049177,8.246978690819649,0.832967032967033,0.00021655091041647006,up,0.7622919754432004,0.7880078684090717,1.2545795221308118,True,adenine::cAu@785nm
17,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.0969785913971395, 0.07868522161315279, 0.08282010900107657, 0.07724640505110877, 0.0680900669143047, 0.06411137258255549, 0.056391540794349417, 0.049837013792933704, 0.05121442904245909, 0.04721460215325723, 0.0440912643063424, 0.03728392938175108, 0.039730634161178065, 0.03540349154268814]","[0.004069928872765629, 0.004560395931802652, 0.004697663672161808, 0.006609862340110826, 0.005075381227193209, 0.005583234823712288, 0.006120093525346268, 0.006953827272060305, 0.006137504391535614, 0.006660410728997615, 0.004819399124469755, 0.006249344770636394, 0.0065466940499711935, 0.006244792571544856]",-0.061575099854451365,-10.731569621420828,-0.9868131868131869,7.37950410933089e-11,down,0.9337750553849725,0.9835531069107133,0.7356134748566907,True,adenine::cAu@785nm
18,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.004855817812499754, 0.006814878768406793, 0.0032184981943018266, 0.00923670295645354, 0.0, 7.295011230693333e-06, 0.0, 0.00028501117063348, 0.0, 7.131553408494666e-05, 0.0, 0.0, 0.0, 0.0]","[0.003003977786398417, 0.004475385907110818, 0.0021274992547468167, 0.004299308307926404, 0.0, 7.047650407444011e-06, 0.0, 0.0002045595505186797, 0.0, 6.889735148537843e-05, 0.0, 0.0, 0.0, 0.0]",-0.004855817812499754,-4.791917656070482,-0.7439900305455985,0.002280731529947849,down,0.4406700938616191,0.5129685801072914,0.504633929425737,True,adenine::cAu@785nm
19,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,,,flat,,,,False,adenine::cAu@785nm
20,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.028883070462722156, 0.01793926277207834, 0.020820469277915366, 0.0127619946605511, 0.012188588677190524, 0.011025029600322152, 0.010705356568679568, 0.013937800669074534, 0.01264982338655346, 0.011557142129129087, 0.015985478090400143, 0.015583414795333745, 0.017169329373487793, 0.020866145076752638]","[0.0041482642217703335, 0.003450203429009524, 0.00403349060379966, 0.002645282325700144, 0.002589668490092269, 0.0029300509677623763, 0.0026898704789714645, 0.004320433407002438, 0.0029153003157897993, 0.0028428570670443565, 0.0026946385643060347, 0.0029953677491860314, 0.003951746633149463, 0.0043259648184179]",-0.008016925385969518,-2.411978299211887,-0.06373626373626373,0.8286264229286121,down,0.043742348496959696,0.5984512832699954,0.025797582506706964,False,adenine::cAu@785nm
21,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.14384186875149, 0.1332248729710201, 0.15301782025367902, 0.12414704771146937, 0.12612404923562542, 0.13434376834804201, 0.12067636116982389, 0.12111345771970172, 0.12038202718775602, 0.1170708626766184, 0.10648116131667065, 0.10852230370975564, 0.09816387618749206, 0.08946328385146848]","[0.008525514845197656, 0.01377745249388661, 0.009728023412663642, 0.010817736968220266, 0.009014742680203606, 0.007827633683197407, 0.008393962185108931, 0.008779824490209073, 0.008257609266923857, 0.006650362010451749, 0.00466885943936355, 0.005750369080336098, 0.008045528844904271, 0.0051494593276917265]",-0.05437858490002151,-6.597793311185471,-0.9428571428571428,4.440992850960903e-07,down,0.8654172341803527,0.865417229430193,4946393.679838595,True,adenine::cAu@785nm
22,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.0551548587125382, 0.045502215616716656, 0.04096210744740056, 0.0313330817078586, 0.031785783608455624, 0.027162339454759928, 0.022016131046935596, 0.019643882211534024, 0.020371131005496212, 0.01683173838882126, 0.013666004481257404, 0.01245982955631723, 0.012347499233203375, 0.01382488648670232]","[0.005166799623708467, 0.0041046070537546445, 0.00258826838539128, 0.002831431231867317, 0.005153789473940159, 0.0019074636815963675, 0.002364875199008777, 0.0022708879421320053, 0.0035674112596486337, 0.0025644114236705474, 0.002089928063348004, 0.002226068318626732, 0.0033031245579076265, 0.0030982618443973695]",-0.041329972225835884,-13.382404736446754,-0.9648351648351648,2.5304057544450234e-08,down,0.8622629663129242,0.9868601226418324,0.34949312042968245,True,adenine::cAu@785nm
23,"[0.0, 0.09, 0.1, 0.2, 0.28, 0.3, 0.4, 0.5, 0.51, 0.6, 0.7, 0.8, 0.89, 0.9]","[0.008846006147455475, 0.004404351432947986, 0.006124578694220866, 0.014633659792603134, 0.00533847477455444, 0.005599496372078226, 0.0027332090705245735, 0.005707698090898714, 0.0049254264050922125, 0.004895452983685867, 0.00564826591424471, 0.005647644437302727, 0.00614606733608906, 0.00710766780044858]","[0.003037047178642058, 0.001798729562970165, 0.0022048976033543027, 0.005116850743116076, 0.002039750925932009, 0.002673606735963317, 0.0013671285725231307, 0.0019310143653158173, 0.0019602281753449196, 0.0017792985274046919, 0.0013247839596691056, 0.0020725904733881486, 0.00198458696555788, 0.0022035888125693805]",-0.0017383383470068953,-0.7727391488968918,0.01978021978021978,0.9464892274080116,down,0.05145904301307308,0.08658728543219019,0.17181027653134984,False,adenine::cAu@785nm
0,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.02553644855268599, 0.05203958906018217, 0.0460331015986563, 0.0630878948528914, 0.07284334202156281, 0.0679342207578725, 0.07928638459889886, 0.08829818212911857, 0.09483337909070674, 0.09410510033206786, 0.10665541862012194, 0.10340574106805338, 0.11451246896492187, 0.11096398835769541]","[0.0027857266012348667, 0.005421240828502432, 0.003687129139197953, 0.004701273917554867, 0.005373147442257832, 0.005375493087790263, 0.0044070952682293725, 0.005196046867323829, 0.00498429425963076, 0.004199501802795065, 0.003116474537916, 0.0035968050728147107, 0.0038773998788070394, 0.004154165147746486]",0.08542753980500942,19.646319276479865,0.9780219780219781,1.551963299118766e-09,up,0.9345183363632753,0.9829083770275041,6.947497157606108,True,adenine::sAg@532nm
1,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.057384866886781204, 0.054267526027883525, 0.05797543225391514, 0.0532134251417161, 0.04624153548037782, 0.04733807880010142, 0.04791919431973473, 0.04784067334071704, 0.04401342157330913, 0.050734806467071986, 0.05049992885300281, 0.0516535307574237, 0.05567551784938385, 0.048435444625060935]","[0.004363454147069593, 0.005142547573043542, 0.003848047924911624, 0.003766443949924525, 0.006242977916340149, 0.0037715833167908334, 0.0032514313160855054, 0.0032267828895687807, 0.002714322098896449, 0.0022430139260767143, 0.002372631253224803, 0.002607762914990014, 0.00331332705719143, 0.0026898130280330894]",-0.008949422261720269,-2.5283836629163305,-0.2703296703296703,0.34991938634960434,down,0.09524398955125137,0.3605225978364608,1.0263622791843017,False,adenine::sAg@532nm
2,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.00369543415720735, 0.0027727232291716816, 0.0031890627272138637, 0.007763265463539463, 0.007420550774642092, 0.010515580820067344, 0.0020111673503032555, 0.0028927512361268362, 0.005694570889165945, 0.003757530166172662, 0.0030581129177588797, 0.002166327755672817, 0.0013686777789658103, 0.0008910869383036172]","[0.0009781788810366218, 0.001349073220814886, 0.000958761541469723, 0.00236987933655562, 0.0029239873459188607, 0.005949455994454065, 0.000565170884412978, 0.0009338322120086787, 0.0012090609553264589, 0.0012567602729797597, 0.0006945146903658735, 0.0007276090918258662, 0.00040800665956770875, 0.0004615772933372866]",-0.002804347218903733,-1.8888234017088552,-0.5076923076923077,0.06383915813376863,down,0.2095290473186022,0.20952903104973597,42284160.672911555,False,adenine::sAg@532nm
3,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.03355157966318957, 0.10903358561940131, 0.08504930705154007, 0.14330462859269627, 0.19168848716022374, 0.17570375421875603, 0.19805656056073426, 0.24937006030706416, 0.2554968754849529, 0.2724933404937491, 0.28073485197164444, 0.2965990388671961, 0.2908360661558999, 0.3150492859381297]","[0.0026077116273107324, 0.01189456478720127, 0.006476599441868571, 0.010147813432317807, 0.013275149207164248, 0.013204087306115839, 0.011741626915539734, 0.014362749561268193, 0.01435283210715801, 0.012372270522963172, 0.008861476619244107, 0.012034437459915772, 0.012409779926412064, 0.011850831850669681]",0.28149770627494014,25.32886836653187,0.9868131868131869,7.37950410933089e-11,up,0.917936435803413,0.9840743436059312,6.000318547771593,True,adenine::sAg@532nm
4,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.02471680156480984, 0.021693280806725054, 0.018663358836142997, 0.012465019130778283, 0.010091692400314104, 0.011417350038006823, 0.00850125968293805, 0.005863461587644806, 0.0037456938296711296, 0.0016020190907400909, 0.0024093961270235517, 0.00026103805914892963, 0.00037932080102242465, 0.0007062609030484898]","[0.0020360216655059033, 0.002809621263136833, 0.0023405466967510993, 0.0024225633968785383, 0.0019063011278739074, 0.002306458756994451, 0.0018892371096908933, 0.0014327303268911128, 0.0011466789181129918, 0.000588920782307022, 0.0006650716781091073, 0.00011406550666120492, 0.00021625610410313392, 0.0003364101077010157]",-0.02401054066176135,-16.631996191690643,-0.9736263736263736,4.5902787925115095e-09,down,0.8852963006917891,0.9774465699862395,4.760278945088049,True,adenine::sAg@532nm
5,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.00859947631495072, 0.0057690457842894715, 0.006308963436799657, 0.006845871352040317, 0.003460636873234861, 0.0035967689501053765, 0.006063897988615444, 0.0025024052254100475, 0.0020389997317307347, 0.0013757582075324976, 0.0013688643178635903, 0.001101551964327324, 0.0006910027786458724, 0.0002903043744115888]","[0.0008912115971173336, 0.0008517447187614349, 0.0006659156433652816, 0.0012030912009809078, 0.0005966279107915231, 0.0009730658407273325, 0.0036745699857666033, 0.0006573576522724942, 0.0004427998799833064, 0.00031512046308999626, 0.00025760915896869, 0.00028710954680579657, 0.0002810052174832447, 0.00013408097185631568]",-0.008309171940539132,-10.357497420931438,-0.9428571428571428,4.440992850960903e-07,down,0.8371343690753799,0.8628368096557444,10.260665397349204,True,adenine::sAg@532nm
6,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.024935589825165746, 0.02718507620773519, 0.026362361374751606, 0.02197332507935369, 0.02696862809641943, 0.02555760744313449, 0.024888361202512352, 0.024405534283866565, 0.021243562170722104, 0.02335789468574396, 0.02254206511756606, 0.022624853488576763, 0.019425098871890582, 0.024459572101867014]","[0.0020907726863580575, 0.0019738949627222204, 0.0029233139204386505, 0.001692623471474849, 0.0017307542254846975, 0.00199465953716116, 0.0017126990863367063, 0.0016466213282412387, 0.001306125714136524, 0.0013847162692249265, 0.0009912065871442893, 0.001307889772696966, 0.0012869587480610941, 0.001108085884381165]",-0.0004760177232987321,-0.28786830870944463,-0.6351648351648352,0.014657881327289134,down,0.39622777588403413,0.3962277588101132,528682.8872738756,False,adenine::sAg@532nm
7,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.007771210050111917, 0.014780380161547122, 0.013438795568055616, 0.023356206578588924, 0.018936254507298158, 0.02588939407625121, 0.0260726997587955, 0.025680005535850307, 0.024674791356577058, 0.025071046207098983, 0.02565393477376147, 0.0256280729204742, 0.025787153688116553, 0.025627093400349295]","[0.0012347948296999119, 0.00161917167406915, 0.0016633177986769034, 0.0021745866922724152, 0.0015850279711437341, 0.0023789763443211585, 0.0021048750753688687, 0.0020843947072949356, 0.0020774509954233334, 0.0013170688933141152, 0.001176345358939777, 0.0013620310894460056, 0.0011791753747833966, 0.0011066602082761066]",0.017855883350237377,10.838690087552756,0.6131868131868132,0.01970633192603883,up,0.5825381029604441,0.8888418722295738,1.437584541539068,False,adenine::sAg@532nm
8,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.3176342508020658, 0.2597024126225277, 0.2909280332280067, 0.26541331799498824, 0.22973752986052234, 0.24080634288320615, 0.23350887727455202, 0.20575702553937222, 0.21825094763464958, 0.18464008696675807, 0.17049661898505875, 0.16123430311597794, 0.1735237294666137, 0.12724621948629908]","[0.01775463277978293, 0.021819715431304326, 0.0160585602352343, 0.016803140612818252, 0.020312084907226094, 0.014846488536237558, 0.015760190590366808, 0.018483588138466307, 0.01961987259064797, 0.016112060964143027, 0.011398561770988979, 0.014196746809907328, 0.0150989141552358, 0.013603888080597263]",-0.19038803131576673,-11.495450666230859,-0.956043956043956,9.469782144566517e-08,down,0.9261413193880483,0.934412305896778,20.960508329516294,True,adenine::sAg@532nm
9,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.08223278996275539, 0.09476460996660115, 0.0911423680180354, 0.09775239618911669, 0.09935680863134183, 0.09647965607821253, 0.10170479478270056, 0.10540879767714785, 0.0996600954819587, 0.10282682721879707, 0.10741906915315394, 0.10413898870408024, 0.10201419663342631, 0.11055335722411454]","[0.010584671796144711, 0.008395451942781748, 0.00612412127924234, 0.007039780917251868, 0.0070940839633221895, 0.006300898312252469, 0.006646916840282409, 0.0064699247786147805, 0.006767591650287695, 0.006129223681307727, 0.0038605379305490946, 0.005791510825114728, 0.005489091556496212, 0.005749900928898258]",0.028320567261359147,4.288965653183593,0.8901098901098902,1.9985404224781275e-05,up,0.715748534483209,0.8710649115951423,1.9770185194175143,True,adenine::sAg@532nm
10,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.0003860131206302957, 0.0, 0.0003197578556083015, 0.0002675198084817174, 0.003514827319694979, 9.085247833900436e-05, 0.0001577604294521611, 0.0, 0.0, 0.0, 0.0004047787975999914, 0.0, 0.0, 0.0]","[0.00025439892257461645, 0.0, 0.0003174323130675335, 0.0002655741840530735, 0.003282152198166649, 9.019172427274503e-05, 0.00015666104024320804, 0.0, 0.0, 0.0, 0.0004033201305221866, 0.0, 0.0, 0.0]",-0.0003860131206302957,-1.1330132408996447,-0.4999049732057177,0.06871607775316937,down,0.05729419236202277,0.057294224506210134,3538699.209939179,False,adenine::sAg@532nm
11,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.024807373298139115, 0.02384678769666905, 0.028032203650506023, 0.028873135304948963, 0.025933854693284755, 0.026481842750714767, 0.025456700311136497, 0.027197075244163083, 0.027359716177933646, 0.028760613515476527, 0.026678042693854296, 0.02782046952225426, 0.02669266993088531, 0.026941640732844985]","[0.0017103186918306665, 0.0014362518527271245, 0.0015431324562435633, 0.0017350239981780637, 0.0014787387312590957, 0.001464830079204799, 0.001463868430653101, 0.0014283679340418708, 0.0013910922756107489, 0.0015704884178118093, 0.0009598416785813404, 0.0017302946863523736, 0.0012937250146429096, 0.0019343824451129787]",0.0021342674347058707,1.4133973581094954,0.3186813186813187,0.26678496081136144,up,0.12242516262993913,0.22241990553343594,0.7877361191108625,False,adenine::sAg@532nm
12,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.021202613975557973, 0.031899084129558365, 0.01848322335849597, 0.016922612526122545, 0.015788457203587142, 0.016521212950905213, 0.01206084669120177, 0.008171648736156934, 0.0016424836565951404, 5.239883491547133e-08, 0.0007117744215308669, 0.0, 0.0, 0.00011578124667361304]","[0.004945707766109892, 0.006217181188269951, 0.004971189040059348, 0.004841620149899602, 0.003799514544328956, 0.004560040041272819, 0.004095000611126942, 0.002625163099045722, 0.0009164271767398826, 5.2000358905000194e-08, 0.00032996252387684896, 0.0, 0.0, 0.0001149391900678405]",-0.02108683272888436,-7.8899202711738585,-0.9548960673768103,1.1026244484325393e-07,down,0.8262248139501792,0.845488989668682,15.970846573149478,True,adenine::sAg@532nm
13,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.002876423790682826, 0.03639250129753497, 0.010937751837757638, 0.011215468506481996, 0.02646447300118329, 0.021500133043868587, 0.033348418676756, 0.03708284659360689, 0.03880012692254313, 0.05453455902929647, 0.06095299731698858, 0.07056798378367148, 0.07183051215860639, 0.09125916055111732]","[0.0010750106395000679, 0.007341718552544072, 0.0034445905061184228, 0.002755218389860395, 0.005418443435216202, 0.003886332528519191, 0.0063511193549105616, 0.004869686856575932, 0.005798869004025661, 0.006165690467914174, 0.004998401925562772, 0.006934784425606239, 0.006166081200521855, 0.008016696872455101]",0.0883827367604345,16.898571367808344,0.9296703296703297,1.4995250703291503e-06,up,0.8775284556758616,0.8775284521564034,214098763.71971774,True,adenine::sAg@532nm
14,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.02890590382585999, 0.01708061160024141, 0.018201404377407415, 0.011638597069104391, 0.01627894618377497, 0.011673159750399755, 0.008256174268638098, 0.005343563633786207, 0.006534462818577151, 0.0026366648368066153, 0.0028456566580468117, 0.0038687202867958227, 0.0001988530700900913, 0.0020659020447391274]","[0.0031093321873260286, 0.0024871121911749657, 0.0027583320836173752, 0.0019475950735185074, 0.0032747739870197918, 0.0023406411792031034, 0.0019292542361955768, 0.0016259596261984442, 0.0026462510397303593, 0.0008629418764922122, 0.0006432576343004606, 0.0014819171511003264, 0.00019740684675031726, 0.0008368788685235468]",-0.026840001781120865,-14.373988117614653,-0.956043956043956,9.469782144566517e-08,down,0.8284458745549399,0.9387077247520998,3.139656901596881,True,adenine::sAg@532nm
15,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.1065626825959329, 0.07943396391701918, 0.09475487528112118, 0.07724778118231944, 0.06311638705480159, 0.0637087372384442, 0.06531479114231842, 0.051788213752424206, 0.056179583708524286, 0.05260028796655624, 0.05247472831993552, 0.047486433006069986, 0.048645639980526095, 0.041944045668140466]","[0.006893179281221814, 0.006084059042521181, 0.00530123612960908, 0.005618571063818998, 0.004802366497916247, 0.0038374838917327398, 0.003728816743319646, 0.003887319078256171, 0.0037112241094666427, 0.0030092325771702982, 0.0023956688933639263, 0.0034243684252564036, 0.0036257647296642536, 0.002826600750655827]",-0.06461863692779243,-15.295410793296433,-0.9472527472527472,2.7738827125447993e-07,down,0.8154471164154471,0.9482115914365152,3.0181757705794627,True,adenine::sAg@532nm
16,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.021692745018271162, 0.014028162693518864, 0.026673170459159408, 0.020302183374003406, 0.014811339968146224, 0.01893067117909988, 0.01935271958904644, 0.01541180623673893, 0.013795356821016347, 0.017779066879997363, 0.014665967075821573, 0.019240827286616788, 0.016711907784665594, 0.015750583444787483]","[0.002825211544908729, 0.0017024096035174966, 0.0031473788065682034, 0.0023069871981970186, 0.0016658122182457418, 0.002034441808175489, 0.0021217142947093084, 0.0019871934565420897, 0.0016309424780871038, 0.0015525354300413737, 0.0010751921649630358, 0.001564442281262824, 0.0015609182268111633, 0.0013844016094645476]",-0.005942161573483679,-3.132211227175197,-0.3186813186813187,0.26678496081136144,down,0.17991946076608215,0.24140945748611542,2.529204691012244,False,adenine::sAg@532nm
17,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.007635703355390665, 0.003617278181223297, 0.006621508126777368, 0.008884822058801221, 0.003192364824301546, 0.006014753652944703, 0.004652203343015104, 0.006469612374228915, 0.004689294289271873, 0.005578427581868885, 0.004696516080984575, 0.004714689549634998, 0.004160616112261901, 0.0030778814044466417]","[0.0013474733821466803, 0.001050838450851723, 0.0015329946869230959, 0.001943736105883141, 0.0009886749302584709, 0.0014656828144856318, 0.00104567686450872, 0.0019132523401367684, 0.0011483606400143206, 0.0013216125472543608, 0.0008155930626689867, 0.0013378565418354093, 0.0010398240106853599, 0.0007820025916021657]",-0.004557821950944023,-3.5982278054900907,-0.44175824175824174,0.11377750302872344,down,0.2528246024028023,0.2528245880122597,2449978.9744525715,False,adenine::sAg@532nm
18,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.0006333079083993565, 0.0, 0.0014113058456807304, 0.0011139124104581274, 0.0005189023564986222, 0.0006847501416162667, 0.0007231313043133987, 0.0, 0.0, 0.0, 0.0001822344851190957, 0.0, 2.8197134034611594e-05, 0.0]","[0.0003875451770364229, 0.0, 0.0012236873296002716, 0.0009666664815378694, 0.0004877134403346967, 0.0006797700744929863, 0.0005475895813966253, 0.0, 0.0, 0.0, 0.00018157778213598484, 0.0, 2.799206124726606e-05, 0.0]",-0.0006333079083993565,-1.9691728120206546,-0.5352855427198627,0.04854675297967267,down,0.42999538055358855,0.4303278240190457,119.25231937718569,False,adenine::sAg@532nm
19,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.05498740174682504, 0.028621787159685323, 0.030775309140655425, 0.015807461119536233, 0.014927000553886745, 0.013222911601855911, 0.010916720197796376, 0.007924181837651404, 0.010400094663899292, 0.007961435773418029, 0.006706005985978182, 0.005335645049901771, 0.006330864656613189, 0.003162577514423864]","[0.00451672526674909, 0.0031239140036771573, 0.003317113704559484, 0.0027658844148131328, 0.0029040438751240655, 0.0026814602362605845, 0.0026118824922085845, 0.0017524782768489052, 0.0025605269901717133, 0.002264741305629955, 0.0024254062250419995, 0.0014622095662057454, 0.0018009562595048588, 0.0012544516114058944]",-0.05182482423240117,-20.471515860082324,-0.9780219780219781,1.551963299118766e-09,down,0.656274904755618,0.9902332899666272,1.0890545850906814,True,adenine::sAg@532nm
20,"[0.0, 0.93, 1.0, 2.0, 2.8, 3.0, 4.0, 5.0, 5.13, 6.0, 7.0, 8.0, 8.87, 9.0]","[0.03605442001130313, 0.022250892488093737, 0.025194375563608064, 0.02280992119570588, 0.013219579886683394, 0.015074909473179523, 0.012491157728745313, 0.006165527810449175, 0.004722748539929358, 0.010596025312854128, 0.005056058632701779, 0.0035511287919448953, 0.002845406262626755, 0.002498201028005046]","[0.003358444861712997, 0.0024685937015596847, 0.0027934929517166363, 0.002939711717471866, 0.001731884129755991, 0.0019503344095753966, 0.001878367922094428, 0.0010904551155020408, 0.0008721142385063535, 0.005124157335043905, 0.0007428495005809814, 0.0007475943473400389, 0.0005661853658533344, 0.0007773239172677253]",-0.03355621898329808,-17.372803182604613,-0.9604395604395607,5.08105389232908e-08,down,0.8322962415554029,0.9485120194861799,3.389021601975086,True,adenine::sAg@532nm
