component,analyte,loading,normalized_loading,contribution_pct,molecular_class,chemical_family,subfamily,molecular_weight,biochemical_role
5,pyruvate,0.0472618565616367,0.0953959405202277,1.4911744453704139,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
5,cysteine,0.04490152908755632,0.09063172523740273,1.416702973699296,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,(+)-trehalose,0.044476239132360325,0.0897732965123945,1.4032845098640059,carbohydrate,saccharide,disaccharide,unavailable,unavailable
5,glycerol,0.04430432972254097,0.08942630506882716,1.397860539298926,carbohydrate,polyol,unavailable,unavailable,unavailable
5,ergothioneine,0.04204139812741766,0.08485867900512833,1.3264620371713507,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
5,tubulin,0.03918832582290645,0.0790998803530672,1.2364438106183424,protein/peptide,protein,unavailable,unavailable,unavailable
5,major proteinase,0.0320498236195147,0.06469113340276139,1.0112145699930661,protein/peptide,protein,unavailable,unavailable,unavailable
5,pepsinogen,0.031963656701962224,0.06451720933926364,1.0084958891193467,protein/peptide,protein,unavailable,unavailable,unavailable
5,(+)-fucose,0.02910614414828342,0.058749448243145014,0.9183375667983875,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
5,ethinylestradiol,0.028956820223865955,0.05844804459021407,0.9136261983424455,lipid,sterol,unavailable,unavailable,unavailable
5,(-)-fructose,0.0271267642681875,0.05475415861540241,0.8558854984791913,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
5,proline,0.02691186191594716,0.054320387843294876,0.849105043388671,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,keratin,0.02626570069135381,0.05301614035425696,0.8287177971863079,protein/peptide,protein,unavailable,unavailable,unavailable
5,trypsin,0.024157568014310026,0.04876096897296045,0.7622034068479113,protein/peptide,protein,unavailable,unavailable,unavailable
5,15-methylpalmiticacid,0.023656594062978816,0.04774977549178502,0.7463970122546923,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
5,trypsinogen,0.02286803876796897,0.04615811194971563,0.7215170437086685,protein/peptide,protein,unavailable,unavailable,unavailable
5,alb,0.02277645436854581,0.04597325294172134,0.7186274340752361,protein/peptide,protein,unavailable,unavailable,unavailable
5,glutathione transferase,0.02211783271189789,0.044643854628707985,0.6978470446658596,protein/peptide,protein,unavailable,unavailable,unavailable
5,cholesterol,0.02086157914087649,0.04210816306561441,0.6582105733484583,lipid,lipid,unavailable,unavailable,unavailable
5,cholesteryl oleate,0.020192302618127628,0.040757258382628246,0.6370940087397889,lipid,sterol,unavailable,unavailable,unavailable
5,fructose,0.018861460303349138,0.038071012781234245,0.5951041633339662,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
5,glucose oxidase,0.018547252429834682,0.037436798262520166,0.5851904869444683,protein/peptide,protein,unavailable,unavailable,unavailable
5,phosphoenolpyruvate,0.016786498549212846,0.03388279542203708,0.5296363597394589,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
5,albumin,0.016088521059560105,0.032473959122926936,0.5076142414450456,protein/peptide,protein,unavailable,unavailable,unavailable
5,hydroxyproline,0.015619925952752986,0.03152812088911267,0.49282944246904453,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,14-methylpentadecanoic acid,0.014757991293248139,0.029788344386612965,0.46563425735911435,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
5,(+)-dextrose,0.014685201371860556,0.029641421190692678,0.4633376385093633,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
5,ubiquitin,0.013843356467222756,0.027942194958533353,0.43677631189021054,protein/peptide,protein,unavailable,unavailable,unavailable
5,ascorbate,0.013802676982057352,0.02786008523983935,0.43549282001869755,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
5,cholesteryl palmitate,0.013232102564527125,0.026708406335179916,0.41749043812975134,lipid,sterol,unavailable,unavailable,unavailable
5,cholesteryl stearate,0.013194278297585628,0.02663205974658015,0.4162970321914029,lipid,sterol,unavailable,unavailable,unavailable
5,ferritin,0.012402609957385536,0.025034112662233536,0.39131884292844793,protein/peptide,protein,unavailable,unavailable,unavailable
5,carbonic anhydrase,0.011603691109301572,0.023421530752487513,0.36611189049665127,protein/peptide,protein,unavailable,unavailable,unavailable
5,thaumatin,0.011524924277962837,0.023262543431548117,0.36362669218706006,protein/peptide,protein,unavailable,unavailable,unavailable
5,malic acid,0.01092220989493575,0.022045991446144123,0.3446102516319777,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
5,tricaprylin,0.009950728441231705,0.020085099646364898,0.31395871943866427,lipid,triglyceride,triacylglycerol,unavailable,unavailable
5,amylose,0.009352884472163755,0.01887837837338222,0.29509594692293994,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
5,β-d-glucose,0.009265715815610795,0.018702432344581816,0.2923456598511757,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
5,lactalbumin,0.008776662091726764,0.0177152993085786,0.2769153642909911,protein/peptide,protein,unavailable,unavailable,unavailable
5,phosphatidylinositol,0.008492796377853024,0.01714232908001563,0.2679590234013074,lipid,lipid,unavailable,unavailable,unavailable
5,trilinolenin,0.0078841431106205,0.01591378972285701,0.2487552031492467,lipid,triglyceride,triacylglycerol,unavailable,unavailable
5,xylanase,0.0077261824071273725,0.015594953118219786,0.24377133282425223,protein/peptide,protein,unavailable,unavailable,unavailable
5,lectin,0.007659635015466514,0.015460630188937981,0.2416716740916057,protein/peptide,protein,unavailable,unavailable,unavailable
5,b-dna,0.0067062499639591764,0.013536265166420156,0.21159110746063067,nucleic,nucleic_acid,unavailable,unavailable,unavailable
5,triolein,0.006539434573715311,0.013199555773195015,0.20632785998955985,lipid,lipid,unavailable,unavailable,unavailable
5,(-)-arabinose,0.006063844321739259,0.01223959815218326,0.19132235487807372,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
5,trilinolein,0.006004318995857912,0.012119448948145569,0.18944425166198758,lipid,triglyceride,triacylglycerol,unavailable,unavailable
5,glycogen,0.004989427356633689,0.010070935633319547,0.15742307036840952,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
5,t-rna,0.004846877189635332,0.009783204506329456,0.15292542296994105,nucleic,nucleic_acid,unavailable,unavailable,unavailable
5,glutathione,0.004624865858936352,0.009335084579627976,0.14592067015221694,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
5,trypsin inhibitor,0.004534999396490728,0.009153693150473142,0.14308526371573915,protein/peptide,protein,unavailable,unavailable,unavailable
5,amylopectin,0.004269809516368246,0.008618419255810581,0.13471817022473823,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
5,serine,0.0042059452878982825,0.008489512171245559,0.13270316886008576,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,stearate,0.004186713232320609,0.008450693128502775,0.1320963719228565,lipid,lipid,unavailable,unavailable,unavailable
5,(+)-arabinose,0.004151027138968794,0.008378662347520879,0.1309704282056026,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
5,oleate,0.004034179392201063,0.00814281040450548,0.12728372635647153,lipid,lipid,unavailable,unavailable,unavailable
5,alanine,0.0038336385869807976,0.007738027771776664,0.12095639717911537,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,coenzyme a,0.003772247325944017,0.007614112261206554,0.11901942122668482,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
5,linoleic acid,0.003725911741623211,0.007520585959714928,0.11755747190270127,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
5,vaccenic acid,0.0036538779571532913,0.007375188992294117,0.11528471017856591,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
5,uracil,0.003254546023626916,0.006569155371316313,0.10268525645803127,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
5,cytochrome c,0.0024712722680674325,0.004988152380057177,0.07797192750751986,protein/peptide,protein,unavailable,unavailable,unavailable
5,myoglobin,0.0024013048385363167,0.00484692625752433,0.07576436203050589,protein/peptide,protein,unavailable,unavailable,unavailable
5,tri-11-eicosenoin,0.0023158913300581675,0.004674522916496473,0.07306945221531613,lipid,triglyceride,triacylglycerol,unavailable,unavailable
5,hemoglobin,0.0018699700633199284,0.0037744508132563437,0.05900004305573151,protein/peptide,protein,unavailable,unavailable,unavailable
5,riboflavin,0.0018129527399658868,0.0036593638999817633,0.05720107065569289,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
5,elastase,0.0016430112537955388,0.003316344622152865,0.051839190699601786,protein/peptide,protein,unavailable,unavailable,unavailable
5,glycine,0.0015587434015452745,0.0031462537369048487,0.049180427862429564,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,arachidonic acid,0.0014361067090705238,0.0028987170662778403,0.04531107707540315,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
5,12-methyltetradecanoic acid,0.001347130616120968,0.0027191228080694586,0.042503762980954776,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
5,triosephosphate isomerase,0.0010169156922108116,0.0020525987751182258,0.032085042857834235,protein/peptide,protein,unavailable,unavailable,unavailable
5,xanthine,0.0008956089395720226,0.0018077465284795434,0.028257653441806436,nucleic,purine,purine base/derivative,unavailable,unavailable
5,tripalmitin,0.0007587549820283531,0.0015315129451295637,0.023939729029108327,lipid,triglyceride,triacylglycerol,unavailable,unavailable
5,α-phosphatidylethanolamine,0.000750959861346152,0.0015157788431909853,0.02369378260199924,lipid,phospholipid,unavailable,unavailable,unavailable
5,acetyl coenzyme a,0.0006871335282270187,0.0013869482486942078,0.021679976886076365,protein/peptide,protein,unavailable,unavailable,unavailable
5,acetyl-coa,0.0006337040528051183,0.0012791032457640465,0.01999420586108967,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
5,arginine,0.000506815980182571,0.0010229853547362028,0.015990718374932923,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,asparagine,0.0005029415387641652,0.001015164968276832,0.01586847459414372,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
5,pepsin,0.0004510902263558494,0.0009105054167006349,0.014232496711612546,protein/peptide,protein,unavailable,unavailable,unavailable
5,creatinine,0.0004009005290075321,0.0008091997606961113,0.012648944994614695,cofactor/small-molecule,small_nitrogenous,unavailable,unavailable,unavailable
6,urea,0.7776646019867931,0.9999999999987141,11.868286185869177,cofactor/small-molecule,small_nitrogenous,unavailable,unavailable,unavailable
6,ure,0.7318069212278917,0.9410315441352425,11.1684316757418,unassigned,unknown,unavailable,unavailable,unavailable
6,phenylalanine,0.4805678152288547,0.6179628261341361,7.334159672797875,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
6,β-carotene,0.23693338916033832,0.30467297669806687,3.615946080557958,lipid,carotenoid,unavailable,unavailable,unavailable
6,carotene,0.22245562166822297,0.28605599521902225,3.3949944164473465,lipid,carotenoid,unavailable,unavailable,unavailable
6,tryptophan,0.21629823039050855,0.2781381971580388,3.301023723097554,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
6,lectin,0.1915702579046102,0.2463404627328238,2.923639110876353,protein/peptide,protein,unavailable,unavailable,unavailable
6,carbonic anhydrase,0.17355953581864045,0.22318044999734318,2.648769451662941,protein/peptide,protein,unavailable,unavailable,unavailable
6,pepsinogen,0.14184598776309892,0.18239995417114982,2.1647748563954123,protein/peptide,protein,unavailable,unavailable,unavailable
6,thaumatin,0.14166622369541118,0.18216879530493907,2.1620313968168183,protein/peptide,protein,unavailable,unavailable,unavailable
6,alb,0.1355938423633666,0.17436031165205976,2.0693580781466463,protein/peptide,protein,unavailable,unavailable,unavailable
6,estriol,0.10913334048934492,0.14033471526206612,1.6655325625448056,lipid,sterol,unavailable,unavailable,unavailable
6,estradiol,0.10889172271501527,0.14002401862792327,1.6618451259738072,lipid,sterol,unavailable,unavailable,unavailable
6,insulin,0.10357235205733523,0.13318383245501123,1.5806638389089573,protein/peptide,protein,unavailable,unavailable,unavailable
6,superoxide dismutases,0.10192286789158976,0.13106275845790605,1.555490325689875,protein/peptide,protein,unavailable,unavailable,unavailable
6,horseradish peroxidase,0.09767676214547744,0.12560268513676112,1.4906886129186148,protein/peptide,protein,unavailable,unavailable,unavailable
6,α-chymotrypsinogen a (type ii),0.09710529904106874,0.12486783993106708,1.4819672597151128,protein/peptide,protein,unavailable,unavailable,unavailable
6,ubiquitin,0.09464282327007513,0.12170133889103098,1.4443863191640636,protein/peptide,protein,unavailable,unavailable,unavailable
6,lactalbumin,0.07780917427521133,0.10005492609066022,1.1874804971514712,protein/peptide,protein,unavailable,unavailable,unavailable
6,serine,0.07710791405614789,0.09915317459358687,1.176778252315655,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,elastase,0.07666904968327846,0.09858883828234467,1.1700805474687461,protein/peptide,protein,unavailable,unavailable,unavailable
6,ethinylestradiol,0.07489839638177442,0.0963119527239972,1.143057818049771,lipid,sterol,unavailable,unavailable,unavailable
6,albumin,0.07318289984762691,0.0941059933299827,1.1168768606471668,protein/peptide,protein,unavailable,unavailable,unavailable
6,ferritin,0.06342312292265764,0.08155588252383023,0.9679285539351884,protein/peptide,protein,unavailable,unavailable,unavailable
6,trypsinogen,0.0628601491977378,0.08083195382310138,0.959336760936763,protein/peptide,protein,unavailable,unavailable,unavailable
6,hemoglobin,0.06099124482554368,0.07842872707545592,0.9308145781261343,protein/peptide,protein,unavailable,unavailable,unavailable
6,myoglobin,0.05855268362943787,0.07529297782073532,0.8935986085639365,protein/peptide,protein,unavailable,unavailable,unavailable
6,acetoacetate,0.0573643551947075,0.07376490462350753,0.8754629985462576,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
6,ergothioneine,0.053963542310347605,0.06939179457623644,0.8235616769828776,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
6,tubulin,0.05324538537863498,0.06846831557272137,0.8126015638825054,protein/peptide,protein,unavailable,unavailable,unavailable
6,urate,0.05311066511000115,0.06829507859075064,0.8105455378024979,nucleic,purine,purine base/derivative,unavailable,unavailable
6,glutathione transferase,0.05127792606050663,0.06593835688217622,0.7825752901046502,protein/peptide,protein,unavailable,unavailable,unavailable
6,triosephosphate isomerase,0.05103856016266723,0.06563055593916357,0.7789222204246911,protein/peptide,protein,unavailable,unavailable,unavailable
6,glucosamine,0.05058867681531067,0.06505205031320785,0.7720563500957043,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,phosphoenolpyruvate,0.04721129179964319,0.06070906619507449,0.7205125716809465,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
6,n-acetylglucosamine,0.045388597094645516,0.05836526052314514,0.6926956152023899,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,estrone,0.04537904372451853,0.05835297583112937,0.6925498169618411,lipid,sterol,unavailable,unavailable,unavailable
6,trypsin,0.04462804984015963,0.05738727174425274,0.6810885644879112,protein/peptide,protein,unavailable,unavailable,unavailable
6,n-acetyl- d-glucosamine,0.04355567892344484,0.0560083084817181,0.6647226338483292,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,isoleucine,0.04012190656814402,0.051592815804638884,0.612318303105076,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,coenzyme a,0.039433631838583325,0.05070776236668968,0.601814235613694,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
6,elastin,0.039048607031362176,0.05021265842826046,0.5959382003806575,protein/peptide,protein,unavailable,unavailable,unavailable
6,papain,0.03772695425958589,0.04851314327944437,0.5757678682172622,protein/peptide,protein,unavailable,unavailable,unavailable
6,galactose,0.0370385647621515,0.04762794226132577,0.5652620492021944,carbohydrate,saccharide,disaccharide,unavailable,unavailable
6,trypsin inhibitor,0.036904155028398965,0.04745510459659349,0.5632107623334517,protein/peptide,protein,unavailable,unavailable,unavailable
6,2-deoxy-d-ribose,0.035230711430867534,0.04530322113262466,0.5376715935443973,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,cholesteryl oleate,0.03503594432981647,0.04505276984481599,0.5346991659850606,lipid,sterol,unavailable,unavailable,unavailable
6,lactose,0.03502432026329285,0.045037822441405945,0.5345217659236544,carbohydrate,saccharide,disaccharide,unavailable,unavailable
6,phosphatidylinositol,0.034311235079509415,0.04412086520565069,0.5236390550294936,lipid,lipid,unavailable,unavailable,unavailable
6,cholesterol,0.03382993632362511,0.0435019624619048,0.5162937401454881,lipid,lipid,unavailable,unavailable,unavailable
6,keratin,0.03268958593205966,0.04203558429752571,0.49889034443390523,protein/peptide,protein,unavailable,unavailable,unavailable
6,(+)-fucose,0.03261110750081574,0.041934668772962404,0.49769265010778924,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,diethylstilbestrol,0.032485972446436674,0.04177375743141592,0.49578290825576093,lipid,sterol,unavailable,unavailable,unavailable
6,pepsin,0.03246728239416804,0.04174972386704786,0.49549767103577397,protein/peptide,protein,unavailable,unavailable,unavailable
6,alanine,0.03215284538225466,0.041345388873389094,0.49069890761606394,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,glutathione,0.030862366892209253,0.039685960777077645,0.47100434006414227,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
6,acetyl-coa,0.027613126579062407,0.03550775811124787,0.4214162350834493,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
6,(+)-galactosamine,0.02724687658960263,0.03503679673725245,0.4158267307143742,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,(-)-ribose,0.024975736770515823,0.032116334865538686,0.3811658534259115,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,hypoxanthine,0.02200872378307112,0.02830104871279275,0.33588494548408077,nucleic,purine,purine base/derivative,unavailable,unavailable
6,lactate,0.02171126318629767,0.027918543715120092,0.33134526670417064,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
6,major proteinase,0.020680730598740052,0.026593380418599374,0.31561784945803273,protein/peptide,protein,unavailable,unavailable,unavailable
6,(+)-arabinose,0.020547961618716047,0.026422652601382757,0.3135916028634145,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,cytochrome c,0.020036665009533824,0.025765175576100526,0.305788477366721,protein/peptide,protein,unavailable,unavailable,unavailable
6,(+)-lactose,0.017520928392136304,0.022530186339137663,0.2673946992941898,carbohydrate,saccharide,disaccharide,unavailable,unavailable
6,(+)-maltose,0.017006140813825198,0.02186822027176716,0.25953829656129224,carbohydrate,saccharide,disaccharide,unavailable,unavailable
6,phosphate,0.016735217763967917,0.021519839942812015,0.25540361911572,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
6,palmitoleic acid,0.016623717497325673,0.021376461593897538,0.2537019638379434,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
6,glycogen,0.015897886962868566,0.02044311509387451,0.2426247404650765,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
6,b-dna,0.015881623292624995,0.020422201617548083,0.24237653334289277,nucleic,nucleic_acid,unavailable,unavailable,unavailable
6,(+)-trehalose,0.01586896401088934,0.020405923029448155,0.2421833344006207,carbohydrate,saccharide,disaccharide,unavailable,unavailable
6,tricaprylin,0.015628705614447853,0.020096974421234072,0.23851664390160526,lipid,triglyceride,triacylglycerol,unavailable,unavailable
6,(+)-sucrose,0.015280918239418267,0.01964975414897196,0.23320890572226938,carbohydrate,saccharide,disaccharide,unavailable,unavailable
6,(-)-arabinose,0.014283271440678952,0.018366878734314765,0.2179833731602826,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,oleate,0.012036511354534821,0.015477766795310245,0.18369456584512145,lipid,lipid,unavailable,unavailable,unavailable
6,glucose,0.01136313358387803,0.014611869377663143,0.17341784748486735,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,triolein,0.011220618028070495,0.014428608425006626,0.17124285405204195,lipid,lipid,unavailable,unavailable,unavailable
6,cysteine,0.010903857629883449,0.014021285785687086,0.1664086323986079,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,(+)-galactose,0.009977976795819472,0.012830694325438893,0.15227835221791228,carbohydrate,saccharide,disaccharide,unavailable,unavailable
6,methionine,0.009883043887673533,0.012708619966000029,0.1508295387841333,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,cholesteryl palmitate,0.009268119625253651,0.01191788799639762,0.14144490547256383,lipid,sterol,unavailable,unavailable,unavailable
6,cholesteryl linoleate,0.009206937539037265,0.011839213866110605,0.140511178378892,lipid,sterol,unavailable,unavailable,unavailable
6,uracil,0.00850628099047415,0.010938238629778435,0.12981814642770695,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
6,amylopectin,0.00828675486557782,0.01065594967855808,0.12646786036751057,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
6,xylanase,0.007564773195278428,0.009727552438341757,0.11544937622643796,protein/peptide,protein,unavailable,unavailable,unavailable
6,amylose,0.007380813891454166,0.009490998912112013,0.11264189127886323,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
6,malic acid,0.007344470916878085,0.009444265430244401,0.11208724494159558,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
6,12-methyltetradecanoic acid,0.0073252431084909935,0.009419540364531053,0.11179380078574477,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
6,β-d-glucose,0.006962668316883819,0.00895330493259755,0.10626038524955853,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,fructose-6-phosphate,0.006955714073850685,0.008944362461749119,0.10615425344632039,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,riboflavin,0.006834175606675878,0.008788075976721843,0.10429940071503076,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
6,arginine,0.006530309746701079,0.008397334442134715,0.09966196835783905,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,vaccenic acid,0.006527364611886063,0.008393547289154512,0.09961702134244028,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
6,acetyl coenzyme a,0.006164132807183444,0.00792646700316212,0.0940735788364978,protein/peptide,protein,unavailable,unavailable,unavailable
6,tri-11-eicosenoin,0.006130739083819666,0.007883525967555741,0.09356394233680305,lipid,triglyceride,triacylglycerol,unavailable,unavailable
6,glucose oxidase,0.00556015627877349,0.007149812740043897,0.08485602377432355,protein/peptide,protein,unavailable,unavailable,unavailable
6,a-dna,0.004872243371548454,0.0062652245699424715,0.07435747821491201,nucleic,nucleic_acid,unavailable,unavailable,unavailable
6,mannose,0.004432257377603023,0.005699445964588981,0.06764265580872621,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,tripalmitin,0.004275238308303158,0.005497534923635711,0.06524631779060298,lipid,triglyceride,triacylglycerol,unavailable,unavailable
6,(+)-xylose,0.004149143677488764,0.005335389661408161,0.06332193141480114,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
6,riboﬂavin,0.003902110674381876,0.0050177295770023065,0.05955185062324025,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
6,glutamate,0.0032528294849633282,0.0041828179868914584,0.04964288093189286,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,histidine,0.00318625478395448,0.004097209485696115,0.04862685473976189,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
6,proline,0.003091645479699457,0.003975551248953448,0.047182979969229835,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
6,collagen,0.0030069352964131935,0.0038666223057178487,0.04589018009698378,protein/peptide,protein,unavailable,unavailable,unavailable
6,tricaprin,0.002571972330417981,0.0033073028190350275,0.039252016359690084,lipid,triglyceride,triacylglycerol,unavailable,unavailable
6,tripalmitolein,0.0019426689558234241,0.002498080728964333,0.029647937006791525,lipid,triglyceride,triacylglycerol,unavailable,unavailable
6,trilaurin,0.001352802610056838,0.001739570769453735,0.02064572373247613,lipid,triglyceride,triacylglycerol,unavailable,unavailable
6,glycine,0.0010346652096675756,0.0013304774410753193,0.015790487034545088,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
7,arachidonic acid,0.5546076641233431,0.999999999998197,6.7896390762552565,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
7,trilinolenin,0.494545509017849,0.8917033445592124,6.0543438726576495,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,α-linolenic acid,0.46219781876873584,0.8333779871190368,5.658335746644564,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
7,trilinolein,0.3965243608453087,0.7149637238990767,4.8543456378988985,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,linoleic acid,0.3760777102238622,0.6780968503521178,4.604032872644653,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
7,palmitoleic acid,0.24657030800756546,0.444585107558637,3.0185724190067105,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
7,ascorbate,0.2188740402976714,0.3946466204055194,2.679508115222221,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,fumarate,0.20028476221689284,0.36112873148465724,2.4519337468511417,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
7,tripalmitolein,0.19601355621665179,0.35342742067247296,2.399644626022254,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,vaccenic acid,0.1601395529717968,0.2887438514298885,1.960466536700348,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
7,oleate,0.15719009090502042,0.2834257459337569,1.9243585198120998,lipid,lipid,unavailable,unavailable,unavailable
7,α-phosphatidylethanolamine,0.15185619947502546,0.2738083320842449,1.859059750926817,lipid,phospholipid,unavailable,unavailable,unavailable
7,cholesteryl linoleate,0.13555020807310875,0.2444073835278237,1.6594379217288093,lipid,sterol,unavailable,unavailable,unavailable
7,keratin,0.134717011285986,0.24290506605004733,1.649237728276739,protein/peptide,protein,unavailable,unavailable,unavailable
7,triolein,0.13466879875986387,0.2428181351811812,1.648647499052552,lipid,lipid,unavailable,unavailable,unavailable
7,major proteinase,0.13185945197995802,0.23775266825449987,1.6142548068676155,protein/peptide,protein,unavailable,unavailable,unavailable
7,trypsin inhibitor,0.12573170540902848,0.22670387292166852,1.5392374743301416,protein/peptide,protein,unavailable,unavailable,unavailable
7,α-phosphatidylcholine,0.12202239078082384,0.22001569519145056,1.4938271614640317,lipid,phospholipid,unavailable,unavailable,unavailable
7,tri-11-eicosenoin,0.12177508844449192,0.21956979018088352,1.4907996273799824,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,melanin,0.11706262135501243,0.2110728519048503,1.4331084832323944,unassigned,unknown,unavailable,unavailable,unavailable
7,ubiquitin,0.11516159994753943,0.2076451650363782,1.4098357265290073,protein/peptide,protein,unavailable,unavailable,unavailable
7,trypsinogen,0.11461988641376142,0.20666841413872644,1.4032039404665313,protein/peptide,protein,unavailable,unavailable,unavailable
7,trypsin,0.11083924057507018,0.1998516207850673,1.3569203739376867,protein/peptide,protein,unavailable,unavailable,unavailable
7,elastin,0.10957740463901353,0.1975764341663448,1.3414726779654074,protein/peptide,protein,unavailable,unavailable,unavailable
7,α-chymotrypsinogen a (type ii),0.10715496626022218,0.19320859265334284,1.3118166105497862,protein/peptide,protein,unavailable,unavailable,unavailable
7,superoxide dismutases,0.10606737231340403,0.1912475776563083,1.2985020264967737,protein/peptide,protein,unavailable,unavailable,unavailable
7,glutathione transferase,0.1033775375313848,0.18639759999459285,1.2655724286457661,protein/peptide,protein,unavailable,unavailable,unavailable
7,tripetroselinin,0.10285276767918504,0.18545139984961595,1.2591480711674607,lipid,triglyceride,triacylglycerol,unavailable,unavailable
7,collagen,0.10240333062290902,0.18464103049241345,1.2536459557135888,protein/peptide,protein,unavailable,unavailable,unavailable
