component,analyte,loading,normalized_loading,contribution_pct,molecular_class,chemical_family,subfamily,molecular_weight,biochemical_role
18,(+)-galactose,0.05412473144847143,0.08951644911069163,0.5551245378402093,carbohydrate,saccharide,disaccharide,unavailable,unavailable
18,triosephosphate isomerase,0.05164300298273109,0.08541193877013689,0.5296709544094892,protein/peptide,protein,unavailable,unavailable,unavailable
18,a-dna,0.05147038635345439,0.08512644954373735,0.5279005303540462,nucleic,nucleic_acid,unavailable,unavailable,unavailable
18,pepsin,0.05045342339924441,0.08344450286055308,0.5174701582330521,protein/peptide,protein,unavailable,unavailable,unavailable
18,β-d-glucose,0.04886453764650458,0.08081665775497048,0.5011739209018735,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
18,cholesteryl palmitate,0.04660384307511905,0.07707771355814039,0.4779873480440842,lipid,sterol,unavailable,unavailable,unavailable
18,12-methyltetradecanoic acid,0.041016901395222835,0.06783751656891439,0.42068547633049846,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
18,aspartic acid,0.04070568654630781,0.06732280088460811,0.4174935344113513,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
18,cholesteryl stearate,0.03948037462717618,0.06529626755837636,0.40492625334381155,lipid,sterol,unavailable,unavailable,unavailable
18,t-rna,0.03902305263218147,0.06453990646435194,0.40023577905744406,nucleic,nucleic_acid,unavailable,unavailable,unavailable
18,cholesterol,0.03832128918675605,0.06337926566172783,0.3930382170947428,lipid,lipid,unavailable,unavailable,unavailable
18,pepsinogen,0.03772918280932559,0.06239998578384372,0.3869653411593444,protein/peptide,protein,unavailable,unavailable,unavailable
18,tubulin,0.029527468398957032,0.04883523763659137,0.30284533169772115,protein/peptide,protein,unavailable,unavailable,unavailable
18,horseradish peroxidase,0.0294701922504136,0.04874050908461277,0.3022578849864204,protein/peptide,protein,unavailable,unavailable,unavailable
18,riboflavin,0.027059978339350282,0.044754276079078406,0.2775377829615474,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
18,albumin,0.026910186080060003,0.04450653589086705,0.27600145462355424,protein/peptide,protein,unavailable,unavailable,unavailable
18,elaidic acid,0.023809445623283368,0.0393782466989149,0.24419904069990636,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
18,ethinylestradiol,0.023703579399164874,0.03920315541974862,0.243113235058679,lipid,sterol,unavailable,unavailable,unavailable
18,glutamate,0.022297313478818925,0.03687734375609918,0.22869001856926896,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
18,phosphoenolpyruvate,0.021145587712944725,0.0349725139647772,0.21687746603756244,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
18,alb,0.020466530874049402,0.033849427432327404,0.20991279196397597,protein/peptide,protein,unavailable,unavailable,unavailable
18,ceramide,0.019774335313789117,0.03270461087644893,0.20281336199543454,lipid,phospholipid,unavailable,unavailable,unavailable
18,acetoacetate,0.01915074360281287,0.031673257663831174,0.19641756009318878,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
18,hypoxanthine,0.018132849639769053,0.02998977119277792,0.18597763917934568,nucleic,purine,purine base/derivative,unavailable,unavailable
18,13-methylmyristicacid,0.01660891100470398,0.027469341592060298,0.170347525036558,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
18,estriol,0.014932473044839335,0.02469669460970389,0.15315331782698252,lipid,sterol,unavailable,unavailable,unavailable
18,(-)-arabinose,0.014839484780678614,0.024542902082815152,0.15219959360913715,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
18,estradiol,0.014436225145377147,0.023875954281767368,0.14806360415135184,lipid,sterol,unavailable,unavailable,unavailable
18,tricaprylin,0.01440094189207311,0.023817599598717213,0.1477017252254019,lipid,triglyceride,triacylglycerol,unavailable,unavailable
18,cholesteryl oleate,0.014063862098491095,0.023260106094714263,0.1442445022587506,lipid,sterol,unavailable,unavailable,unavailable
18,tricaproin,0.014038303739431823,0.02321783533443788,0.1439823656738469,lipid,triglyceride,triacylglycerol,unavailable,unavailable
18,serine,0.013902166748823663,0.022992679483023446,0.1425860911432978,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
18,triolein,0.013851672524647854,0.022909167500093405,0.14206820251624966,lipid,lipid,unavailable,unavailable,unavailable
18,oleate,0.013800914503405093,0.022825219225359468,0.1415476082827079,lipid,lipid,unavailable,unavailable,unavailable
18,thaumatin,0.013756633165761138,0.022751982684471827,0.14109344146401526,protein/peptide,protein,unavailable,unavailable,unavailable
18,palmitic acid,0.012671653483127668,0.02095754369239926,0.12996546301923845,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
18,ferritin,0.012510702783321026,0.02069134865100145,0.12831468932569537,protein/peptide,protein,unavailable,unavailable,unavailable
18,lectin,0.010038799853394776,0.01660308868348595,0.10296188045554766,protein/peptide,protein,unavailable,unavailable,unavailable
18,arginine,0.009796849714481607,0.01620292933455754,0.10048034465019375,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
18,papain,0.00969401935897247,0.016032859053567203,0.09942567607170298,protein/peptide,protein,unavailable,unavailable,unavailable
18,lactalbumin,0.009048244616377822,0.014964817507024318,0.0928023562706057,protein/peptide,protein,unavailable,unavailable,unavailable
18,cholesteryl linoleate,0.00831243185886057,0.01374786282659327,0.08525557116844643,lipid,sterol,unavailable,unavailable,unavailable
18,riboﬂavin,0.008005382312622846,0.013240036102198014,0.0821063502321442,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
18,major proteinase,0.007430324949055642,0.012288953448411546,0.0762083356898315,protein/peptide,protein,unavailable,unavailable,unavailable
18,trypsin,0.007263283993205007,0.012012685782528707,0.07449509793445803,protein/peptide,protein,unavailable,unavailable,unavailable
18,xanthine,0.007008255378274042,0.011590896049456829,0.07187942413412958,nucleic,purine,purine base/derivative,unavailable,unavailable
18,α-phosphatidylcholine,0.005459167643106276,0.009028872558492088,0.055991370927295066,lipid,phospholipid,unavailable,unavailable,unavailable
18,ubiquitin,0.0053413247546052435,0.008833973172402709,0.05478272790466557,protein/peptide,protein,unavailable,unavailable,unavailable
18,elastin,0.005317893186733039,0.00879521989461485,0.05454240452683389,protein/peptide,protein,unavailable,unavailable,unavailable
18,elastase,0.004836952245889473,0.007999795619904899,0.04960968504039365,protein/peptide,protein,unavailable,unavailable,unavailable
18,glutathione,0.004738852458312205,0.007837549186390664,0.048603535027568194,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
18,superoxide dismutases,0.003935704298339396,0.006509229036497671,0.04036613154877991,protein/peptide,protein,unavailable,unavailable,unavailable
18,α-phosphatidylethanolamine,0.0033179922641533213,0.005487600173065385,0.03403063392469766,lipid,phospholipid,unavailable,unavailable,unavailable
18,(-)-fructose,0.0032144479656270194,0.0053163491075786905,0.03296864286576511,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
18,palmitoleic acid,0.0026421361097617884,0.004369807226446598,0.02709878733049795,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
18,adenine,0.002499479871717687,0.004133869245204972,0.025635648833641885,nucleic,purine,purine base/derivative,unavailable,unavailable
18,histidine,0.00246318952774995,0.004073848943171876,0.025263440789666063,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
18,phenylalanine,0.0022018701881467775,0.0036416550321961287,0.022583246842393986,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
18,α-chymotrypsinogen a (type ii),0.0017566213207911635,0.0029052615848830974,0.018016599302535522,protein/peptide,protein,unavailable,unavailable,unavailable
18,carbonic anhydrase,0.0016875536771521326,0.002791031175945275,0.017308214378883177,protein/peptide,protein,unavailable,unavailable,unavailable
18,fructose-6-phosphate,0.001355166297743373,0.0022412984172302075,0.013899118657939566,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
18,leucine,0.0011854956338494672,0.001960681498798088,0.01215890958237461,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
18,diethylstilbestrol,0.0010717956870783419,0.001772634090032363,0.010992758199917081,lipid,sterol,unavailable,unavailable,unavailable
19,creatinine,0.8428222806273938,0.9999999999988135,13.928054214265487,cofactor/small-molecule,small_nitrogenous,unavailable,unavailable,unavailable
19,tubulin,0.5341758155413711,0.6337941317155246,8.827519027227622,protein/peptide,protein,unavailable,unavailable,unavailable
19,gluth,0.2154708483012452,0.25565395369068056,3.560762127099342,unassigned,unknown,unavailable,unavailable,unavailable
19,ergothioneine,0.20416482959129412,0.24223947833827117,3.3739245871348342,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
19,cysteine,0.17989924298187684,0.2134486084631591,2.972923790637935,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,(-)-arabinose,0.175389938015303,0.20809836432484352,2.8984053002198307,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,mannose,0.17529423834136146,0.20798481764229712,2.896823815869473,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,phosphatidylinositol,0.15974665303280353,0.18953776698178787,2.639892294176293,lipid,lipid,unavailable,unavailable,unavailable
19,riboﬂavin,0.1440396123796702,0.17090152418879664,2.3803256942049886,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
19,succinic acid,0.14394272386985632,0.1707865669646691,2.378724563755017,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
19,(+)-mannose,0.13918839565025806,0.16514560524726707,2.300156943134352,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,riboflavin,0.13265086425368652,0.15738889123195024,2.192121009804338,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
19,b-dna,0.1325303687426535,0.15724592454276498,2.190129762006529,nucleic,nucleic_acid,unavailable,unavailable,unavailable
19,(+)-fucose,0.131742528640543,0.15631116033420242,2.1771103154320994,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,(+)-trehalose,0.12367907752920923,0.1467439582126332,2.0438578056038894,carbohydrate,saccharide,disaccharide,unavailable,unavailable
19,hypoxanthine,0.12244220081324979,0.14527641666278565,2.0234178073359015,nucleic,purine,purine base/derivative,unavailable,unavailable
19,methionine,0.12153981450989797,0.14420574456014615,2.008505428244619,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,cytochrome c,0.11556029256041551,0.13711110303616528,1.9096908764677172,protein/peptide,protein,unavailable,unavailable,unavailable
19,glutathione,0.11362591767584984,0.13481598705617073,1.8777243766702882,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
19,citrate,0.1091411430776103,0.12949484794853375,1.8036112626973841,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
19,2-deoxy-d-ribose,0.09759349495026944,0.11579368176824348,1.612780677339414,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,(+)-xylose,0.08238072405955617,0.09774388498383611,1.361382129169415,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,ferritin,0.08047111016451207,0.09547814766419581,1.329824816946143,protein/peptide,protein,unavailable,unavailable,unavailable
19,(+)-galactose,0.0803141964681862,0.09529197117131896,1.327231740659929,carbohydrate,saccharide,disaccharide,unavailable,unavailable
19,cholesterol,0.07790827257736477,0.09243736712712163,1.28747266077204,lipid,lipid,unavailable,unavailable,unavailable
19,malic acid,0.07348114656529493,0.08718462747627964,1.2143122181416042,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
19,elastin,0.07305271073895725,0.08667629275829111,1.207232104630458,protein/peptide,protein,unavailable,unavailable,unavailable
19,a-dna,0.06537513905547676,0.07756693262396216,1.0803564428221053,nucleic,nucleic_acid,unavailable,unavailable,unavailable
19,(+)-arabinose,0.06536021289053,0.07754922288219356,1.0801097805786313,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,leucine,0.06497671730127702,0.07709420929502658,1.0737723266683346,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,trypsin inhibitor,0.059665461122610626,0.07079245826074398,0.9860011966179388,protein/peptide,protein,unavailable,unavailable,unavailable
19,phenylalanine,0.058747767907204006,0.06970362466379351,0.970835863249281,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
19,diethylstilbestrol,0.056791919771907076,0.06738303089183166,0.938514507384071,lipid,sterol,unavailable,unavailable,unavailable
19,insulin,0.05643650088486418,0.06696133002414945,0.9326410348367835,protein/peptide,protein,unavailable,unavailable,unavailable
19,carotene,0.055169996949308193,0.06545863608182545,0.9117114321406217,lipid,carotenoid,unavailable,unavailable,unavailable
19,albumin,0.05012252868125552,0.059469866700587244,0.8282995275219038,protein/peptide,protein,unavailable,unavailable,unavailable
19,hemoglobin,0.0491918795856821,0.05836566108457109,0.812920091838316,protein/peptide,protein,unavailable,unavailable,unavailable
19,proline,0.04761626599620159,0.056496211705152975,0.7868822995309248,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,cholesteryl palmitate,0.047448175978418855,0.056296774621385555,0.7841045290158738,lipid,sterol,unavailable,unavailable,unavailable
19,pyruvate,0.04460895365044032,0.05292806642128712,0.7371849785728064,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
19,glycogen,0.04348062586097111,0.051589317060475315,0.7185388048960841,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
19,glycerol,0.040030820518079754,0.04749615836951233,0.6615290687406922,carbohydrate,polyol,unavailable,unavailable,unavailable
19,glycine,0.03740193832480189,0.044377016583989265,0.6180854928498946,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,t-rna,0.037007855403507234,0.04390944123583777,0.6115730780515788,nucleic,nucleic_acid,unavailable,unavailable,unavailable
19,serine,0.034554137334181785,0.04099812988856775,0.5710241757721474,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,12-methyltetradecanoic acid,0.032910937159066504,0.03904848971781889,0.5438694817756153,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,14-methylpentadecanoic acid,0.030131533698269902,0.03575075599069871,0.4979384676400192,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,cholesteryl linoleate,0.02890385176405257,0.034294123955173984,0.4776504176789707,lipid,sterol,unavailable,unavailable,unavailable
19,coenzyme a,0.028441797045855335,0.03374590076646956,0.47001473538516897,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
19,β-carotene,0.027537745545868336,0.03267325292508483,0.4550748380975299,lipid,carotenoid,unavailable,unavailable,unavailable
19,ethinylestradiol,0.024731337289499177,0.029343478284722037,0.4086975563852155,lipid,sterol,unavailable,unavailable,unavailable
19,phosphate,0.023918048722702062,0.028378519733566105,0.39525756137018064,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
19,glucose oxidase,0.022004731435892374,0.02610838837754268,0.3636390487699449,protein/peptide,protein,unavailable,unavailable,unavailable
19,cellulose,0.02146857047246658,0.025472238888203075,0.35477872419403506,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
19,myoglobin,0.02007196434397653,0.023815180027052935,0.3316991185396795,protein/peptide,protein,unavailable,unavailable,unavailable
19,cholesteryl oleate,0.019946908076634927,0.02366680204723925,0.32963250199262883,lipid,sterol,unavailable,unavailable,unavailable
19,alb,0.01959094114692285,0.023244450932545565,0.32374997276971273,protein/peptide,protein,unavailable,unavailable,unavailable
19,cholesteryl stearate,0.019499514610593703,0.02313597428399164,0.32223910412767004,lipid,sterol,unavailable,unavailable,unavailable
19,superoxide dismutases,0.017918500168773378,0.021260116848612086,0.2961120600694396,protein/peptide,protein,unavailable,unavailable,unavailable
19,tricaproin,0.014575333071444357,0.01729348334334166,0.24086457355984559,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,galactose,0.01429533827656781,0.016961272388183013,0.23623752136581755,carbohydrate,saccharide,disaccharide,unavailable,unavailable
19,elastase,0.012913511966112998,0.015321749629690502,0.2134021594999847,protein/peptide,protein,unavailable,unavailable,unavailable
19,glucosamine,0.012701031399441128,0.0150696436145132,0.2098908132528486,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
19,chitin,0.011693629864081633,0.013874372015133562,0.19324300561589747,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
19,trierucin,0.011545976365366396,0.013699182651837246,0.19080295866614083,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,13-methylmyristicacid,0.011081239570271396,0.013147777206375482,0.18312295372769902,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,thaumatin,0.010686540183120942,0.012679470427802693,0.17660035152682144,protein/peptide,protein,unavailable,unavailable,unavailable
19,14-methylhexadecanoic acid,0.010523631774113732,0.012486181269754155,0.1739082096544885,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,triosephosphate isomerase,0.010041975346204298,0.011914700853324824,0.1659485994320603,protein/peptide,protein,unavailable,unavailable,unavailable
19,pepsin,0.009837796821880122,0.011672445126326312,0.16257444853270475,protein/peptide,protein,unavailable,unavailable,unavailable
19,tricaprylin,0.00911928526221282,0.01081993852299875,0.15070069034352504,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,cytosine,0.008810057461799957,0.010453042906306807,0.14559054830325724,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
19,tricaprin,0.008762577815239996,0.010396708792162885,0.14480592370734713,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,palmitic acid,0.007877702298377472,0.00934681305826893,0.13018291900632872,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,lauric acid,0.00781695564429063,0.009274737775634553,0.1291790505622874,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,trypsinogen,0.006797408720565154,0.008065055797406214,0.11233053438748321,protein/peptide,protein,unavailable,unavailable,unavailable
19,myristic acid,0.006096258242329712,0.007233147939307498,0.10074367663859704,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,histidine,0.005306977489693825,0.00629667441365816,0.08770042260311327,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
19,lectin,0.004770662616217591,0.005660342311620745,0.07883755458764811,protein/peptide,protein,unavailable,unavailable,unavailable
19,collagen,0.00433036493202556,0.0051379336208303775,0.07156141802030778,protein/peptide,protein,unavailable,unavailable,unavailable
19,glutamate,0.003249254880746243,0.0038552076225650492,0.053695540774399274,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,trilaurin,0.0026312602908805686,0.003121963373961526,0.04348287512753893,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,trypsin,0.002016343474943728,0.002392370872588201,0.033321071214077624,protein/peptide,protein,unavailable,unavailable,unavailable
19,arginine,0.0018295309969928446,0.0021707197816706715,0.030233902803123533,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
19,horseradish peroxidase,0.0015109473825807484,0.001792723587532845,0.024969151318379613,protein/peptide,protein,unavailable,unavailable,unavailable
19,ascorbate,0.0014637465425190988,0.0017367202744423824,0.02418913413747624,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
19,15-methylpalmiticacid,0.001400602107814791,0.0016618000496742044,0.023145641185158865,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
19,tripalmitin,0.0012339711611657701,0.0014640941388565836,0.020391982540807034,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,trilinolenin,0.0009968748452279484,0.0011827817894001279,0.016473848886430473,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,trilinolein,0.0008394205636571828,0.000995963897669299,0.013871839162205619,lipid,triglyceride,triacylglycerol,unavailable,unavailable
19,uracil,0.0006950931915465217,0.0008247209495082073,0.011486758096404452,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
20,fructose,0.6280183689230463,0.9999999999984077,11.187295935165526,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,(-)-fructose,0.5761339496983009,0.9173839145586833,10.263045338344938,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,urate,0.34125520581239827,0.5433841153357575,6.078998904738914,nucleic,purine,purine base/derivative,unavailable,unavailable
20,ascorbate,0.2682238197634942,0.4270955007622296,4.778043759612384,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,cysteine,0.2126637529637229,0.33862664451689445,3.788316483748627,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,acetyl coenzyme a,0.19077735021514286,0.3037767040827047,3.398439886787834,protein/peptide,protein,unavailable,unavailable,unavailable
20,2-deoxy-d-ribose,0.18946234673727294,0.3016828107462361,3.3750148823760515,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,diethylstilbestrol,0.18231591966410782,0.29030348264567635,3.247710971371542,lipid,sterol,unavailable,unavailable,unavailable
20,phenylalanine,0.1382414182475943,0.22012320831385346,2.4625834736090884,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
20,ethinylestradiol,0.12681936808833122,0.20193576233383867,2.259115133125502,lipid,sterol,unavailable,unavailable,unavailable
20,acetyl-coa,0.10553935957074378,0.1680513895661353,1.8800406273951373,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
20,adenine,0.0976514479223087,0.15549138807772492,1.7395281737979473,nucleic,purine,purine base/derivative,unavailable,unavailable
20,(-)-arabinose,0.0963125409098669,0.15335943290142065,1.7156773603200852,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,(+)-fucose,0.09399885074443212,0.14967532065260422,1.674462106334142,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,fructose-6-phosphate,0.09057911016092784,0.1442300331375859,1.6135440634514733,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,(-)-ribose,0.08460731522969381,0.13472108367570118,1.5071646317886662,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,(+)-sucrose,0.07731696974958192,0.12311259284031036,1.3772970094522856,carbohydrate,saccharide,disaccharide,unavailable,unavailable
20,lactose,0.07638717663881836,0.12163207386702533,1.3607340055604922,carbohydrate,saccharide,disaccharide,unavailable,unavailable
20,estriol,0.0688288521462963,0.10959687734009671,1.226092700375651,lipid,sterol,unavailable,unavailable,unavailable
20,hypoxanthine,0.06861083474897772,0.10924972603353206,1.2222090159748267,nucleic,purine,purine base/derivative,unavailable,unavailable
20,phosphatidylinositol,0.0670229110481032,0.10672125906592564,1.193922307745878,lipid,lipid,unavailable,unavailable,unavailable
20,estradiol,0.06694730262330646,0.10660086700649228,1.1925754461487508,lipid,sterol,unavailable,unavailable,unavailable
20,(+)-arabinose,0.06222385528333229,0.09907967403873462,1.108433634632826,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,n-acetylglucosamine,0.058908615529323326,0.09380078425134065,1.0493771323720327,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,serine,0.058825284688705494,0.09366809571109844,1.0478927064051355,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,lactate,0.0572029873717996,0.09108489528706419,1.0189936788015734,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,(+)-galactose,0.056388143148365114,0.08978741058955364,1.004478333519151,carbohydrate,saccharide,disaccharide,unavailable,unavailable
20,pyruvate,0.055443046384156536,0.08828252345412196,0.9876427157860264,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,cholesteryl stearate,0.05489569934696325,0.08741097723146764,0.9778924702720013,lipid,sterol,unavailable,unavailable,unavailable
20,t-rna,0.05300562331961075,0.08440139005873784,0.9442233279279413,nucleic,nucleic_acid,unavailable,unavailable,unavailable
20,estrone,0.05282655455263186,0.08411625705015136,0.9410334605799952,lipid,sterol,unavailable,unavailable,unavailable
20,cholesterol,0.05209818849294587,0.08295647240733292,0.9280586065597044,lipid,lipid,unavailable,unavailable,unavailable
20,glutathione,0.05148017521725184,0.08197240361846478,0.917049537798059,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
20,cholesteryl palmitate,0.04810290207940368,0.07659473744663882,0.8568879948932177,lipid,sterol,unavailable,unavailable,unavailable
20,n-acetyl- d-glucosamine,0.04618163139702627,0.07353547870924068,0.8226631620556493,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,cholesteryl oleate,0.04564896911331026,0.07268731516805543,0.8131745055189767,lipid,sterol,unavailable,unavailable,unavailable
20,15-methylpalmiticacid,0.04521922446308078,0.07200302841547884,0.8055191871133769,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
20,proline,0.044881228554298755,0.07146483411176588,0.7994982481671101,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,(+)-maltose,0.04207571743313828,0.06699759038135236,0.7495218705403817,carbohydrate,saccharide,disaccharide,unavailable,unavailable
20,thymine,0.04105975331933587,0.06537986044847952,0.7314238470381289,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
20,aspartate,0.038818279139658164,0.0618107384441058,0.6914950229464253,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,acetoacetate,0.038460687927503956,0.06124134234066562,0.6851250202328999,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,lectin,0.033856608889948465,0.05391022072802324,0.603109593215451,protein/peptide,protein,unavailable,unavailable,unavailable
20,(+)-lactose,0.03215696815555686,0.051203865598150974,0.5728327974718684,carbohydrate,saccharide,disaccharide,unavailable,unavailable
20,albumin,0.031960696224268864,0.05089133981705916,0.5693364790714199,protein/peptide,protein,unavailable,unavailable,unavailable
20,riboflavin,0.028853509852422386,0.0459437355341305,0.5139861657881166,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
20,ferritin,0.028483004858467015,0.045353776685331006,0.5073861215570165,protein/peptide,protein,unavailable,unavailable,unavailable
20,pepsinogen,0.028034110994570094,0.044638998446175374,0.49938968586755317,protein/peptide,protein,unavailable,unavailable,unavailable
20,glycogen,0.027475890027131446,0.04375013755442308,0.48944573602630925,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
20,gluth,0.026397240007181962,0.04203259221924844,0.4702310480796169,unassigned,unknown,unavailable,unavailable,unavailable
20,riboﬂavin,0.025439382607591782,0.04050738619505009,0.4531681169247855,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
20,glycerol,0.022787208830468034,0.03628430306824984,0.40592323622639187,carbohydrate,polyol,unavailable,unavailable,unavailable
20,histidine,0.02234015457222782,0.03557245405178536,0.39795957061803444,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
20,malic acid,0.019458260483149678,0.030983584949094055,0.34662253395840764,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,leucine,0.01916811453368566,0.03052158261951075,0.34145397717461506,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,superoxide dismutases,0.018673789775808473,0.029734464308426807,0.3326482516925173,protein/peptide,protein,unavailable,unavailable,unavailable
20,cholesteryl linoleate,0.017164965231391764,0.02733194772757949,0.30577058771339355,lipid,sterol,unavailable,unavailable,unavailable
20,isoleucine,0.01684958422371459,0.026829763359600727,0.3001525025747921,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,glucose oxidase,0.016017815473104997,0.025505329566311175,0.28533566978270447,protein/peptide,protein,unavailable,unavailable,unavailable
20,collagen,0.015022673555609227,0.02392075502719268,0.2676085654822291,protein/peptide,protein,unavailable,unavailable,unavailable
20,phosphate,0.014393995973430563,0.022919705355260715,0.256409526556508,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,keratin,0.013434408124323645,0.02139174391879679,0.23931576978923821,protein/peptide,protein,unavailable,unavailable,unavailable
20,12-methyltetradecanoic acid,0.01318144791865708,0.020988952825122333,0.2348096266242459,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
20,thaumatin,0.011465495838741034,0.018256624974814537,0.2042422663709093,protein/peptide,protein,unavailable,unavailable,unavailable
