coordinate_weight,chem_top1
0.0,0.8453333333333334
0.1,0.8506666666666667
0.25,0.8506666666666667
0.5,0.848
0.75,0.8133333333333334
0.9,0.8106666666666666
1.0,0.6853333333333333
