operator,mean_cohesion,mean_reconstruction_ev,composite
leading_direction,0.9857851478346676,0.7650666831835805,0.8754259155091241
stability_weighted_mean,0.9863386099002649,0.7643693054960634,0.8753539576981642
nonnegative_medoid,0.9804918159898269,0.7576903090701291,0.869091062529978
