lsm_a,lsm_b,activation_independent,activation_joint_nnls
fatty_acid.m01,peptide_protein.m08,0.7417219087048309,0.16312173763288654
free_amino_acid.m01,peptide_protein.m08,0.24689782071186248,0.22283621164002243
peptide_protein.m00,sterol_steroid.m02,0.36201483525961703,0.0
phosphate_metabolite.m00,phospholipid_sphingolipid.m00,0.0,0.0
peptide_protein.m03,peptide_protein.m07,0.2512448967856938,0.11323931695825393
peptide_protein.m01,phospholipid_sphingolipid.m01,0.580140795321061,0.13648540124650468
free_amino_acid.m05,nucleic_acid_polymer.m00,0.47471680754413204,0.030684973155560267
phospholipid_sphingolipid.m01,pyrimidine.m00,0.5682035864199052,0.018586675138340798
fatty_acid.m04,polysaccharide.m00,0.0,0.0
acylglycerol.m00,free_amino_acid.m00,0.074329086473299,0.0
chromophore_pigment.m00,small_nitrogenous.m00,0.30577227958632136,0.16597503208562348
fatty_acid.m02,small_nitrogenous.m00,0.01197828104848978,0.0
acylglycerol.m01,peptide_protein.m08,0.8242112094104505,0.11431409184785372
carboxylic_acid_metabolite.m01,peptide_protein.m09,0.4748975249924017,0.14829180854913687
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m05,0.0,0.10861798453030053
free_amino_acid.m00,peptide_protein.m04,0.1344225666806312,0.2619073113355678
mono_oligosaccharide.m01,peptide_protein.m01,0.33652710351002574,0.038397153829884366
mono_oligosaccharide.m02,peptide_protein.m06,0.00848221986741911,0.0
free_amino_acid.m02,sulfur_thiol_cofactor.m00,0.6609149231540125,0.3578725623927086
chromophore_pigment.m00,peptide_protein.m07,0.01649293148344382,0.0
mono_oligosaccharide.m04,mono_oligosaccharide.m05,0.3037581014810617,0.18500858279891463
carboxylic_acid_metabolite.m00,free_amino_acid.m05,0.0856617133656982,0.03439588429598926
peptide_protein.m02,purine.m01,0.49130338352349745,0.20311554168897542
carboxylic_acid_metabolite.m00,peptide_protein.m09,0.05059924262960317,0.03308669056624664
carboxylic_acid_metabolite.m00,peptide_protein.m08,0.6858506452434348,0.04072781796000881
free_amino_acid.m01,free_amino_acid.m06,0.4259986692624264,0.28917495319232017
peptide_protein.m05,small_nitrogenous.m00,0.38018515324018176,0.09657879370589657
free_amino_acid.m05,peptide_protein.m01,0.5082316797686817,0.08623082815670458
fatty_acid.m00,free_amino_acid.m00,0.054699885819430416,0.0
acylglycerol.m01,purine.m01,0.01939755374290479,0.0
chromophore_pigment.m01,mono_oligosaccharide.m03,0.5986659766545914,0.2401894902831097
peptide_protein.m06,purine.m01,0.2440852000624297,0.22213003185496738
carboxylic_acid_metabolite.m00,free_amino_acid.m03,0.39123191798713625,0.22116164046698858
phospholipid_sphingolipid.m00,sulfur_thiol_cofactor.m01,0.2418048744424456,0.0
fatty_acid.m01,fatty_acid.m03,0.6475451177538465,0.2477887999556491
phospholipid_sphingolipid.m01,sterol_steroid.m01,0.4646130592999664,0.1123366756667359
free_amino_acid.m01,peptide_protein.m02,0.7640651568545308,0.1685692818110067
mono_oligosaccharide.m05,purine.m01,0.46177415247623976,0.05024256460263286
free_amino_acid.m02,peptide_protein.m02,0.5532237528442463,0.15035123755129867
free_amino_acid.m00,mono_oligosaccharide.m01,0.3501794852838496,0.03917782166510988
fatty_acid.m01,sterol_steroid.m00,0.6845494796158933,0.12080745754944927
free_amino_acid.m02,peptide_protein.m09,0.5052744851606332,0.0679155047011188
peptide_protein.m05,pyrimidine.m00,0.24502164502164506,0.0
free_amino_acid.m05,small_nitrogenous.m00,0.5861208999728924,0.0
peptide_protein.m08,polysaccharide.m01,0.09066594379687358,0.03564399167781968
phosphate_metabolite.m00,sulfur_thiol_cofactor.m00,0.7428423568841027,0.16918900193897488
acylglycerol.m00,phosphate_metabolite.m00,0.0,0.0
chromophore_pigment.m01,fatty_acid.m00,0.0,0.0
free_amino_acid.m04,sulfur_thiol_cofactor.m00,0.6130773717111478,0.07658994497699656
free_amino_acid.m01,pyrimidine.m00,0.3147588654230021,0.025321914435077586
fatty_acid.m00,peptide_protein.m06,0.500585688820983,0.0
fatty_acid.m04,peptide_protein.m02,0.17565900260397413,0.0
free_amino_acid.m05,peptide_protein.m03,0.568266016083853,0.10017225396887883
chromophore_pigment.m00,peptide_protein.m09,0.587901788281295,0.19484744763913206
acylglycerol.m01,free_amino_acid.m00,0.030240600639082616,0.0
mono_oligosaccharide.m01,peptide_protein.m09,0.3218298463080247,0.195316465816467
peptide_protein.m04,polysaccharide.m00,0.08568142799641851,0.1749135843333981
peptide_protein.m03,small_nitrogenous.m00,0.3560281590642122,0.0
fatty_acid.m04,small_nitrogenous.m00,0.0,0.0
mono_oligosaccharide.m02,sterol_steroid.m02,0.35981336816251425,0.0
peptide_protein.m01,purine.m01,0.6054149519045156,0.18432096800897246
peptide_protein.m04,small_nitrogenous.m00,0.27170211192981597,0.0
acylglycerol.m00,mono_oligosaccharide.m03,0.0,0.0
fatty_acid.m01,nucleic_acid_polymer.m00,0.16271963330786862,0.0
polysaccharide.m00,sterol_steroid.m00,0.0,0.0
purine.m00,pyrimidine.m00,0.6046887963396503,0.11187446443911991
polysaccharide.m00,polysaccharide.m01,0.740723034081668,0.11651696306425967
peptide_protein.m05,purine.m01,0.24529436407994284,0.239304858566053
peptide_protein.m08,small_nitrogenous.m00,0.3514477931935238,0.046357411850882005
chromophore_pigment.m01,peptide_protein.m02,0.28792068146906863,0.2049164158049158
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m00,0.16310735437870164,0.029675508166273998
peptide_protein.m00,small_nitrogenous.m00,0.37006169036529574,0.10298169424342536
fatty_acid.m00,peptide_protein.m01,0.0,0.0
fatty_acid.m04,mono_oligosaccharide.m05,0.0,0.0
acylglycerol.m00,carboxylic_acid_metabolite.m00,0.5286691802820835,0.0053811451487937485
peptide_protein.m08,pyrimidine.m00,0.2456525132046954,0.015503450557212561
acylglycerol.m02,nucleic_acid_polymer.m00,0.0,0.022229391883080964
mono_oligosaccharide.m04,nucleic_acid_polymer.m00,0.412964012584506,0.20646409323719409
peptide_protein.m03,sterol_steroid.m00,0.001394810123462875,0.0
chromophore_pigment.m00,pyrimidine.m00,0.3629512802188324,0.02967849393086851
fatty_acid.m01,phosphate_metabolite.m00,0.0,0.011923127625349224
mono_oligosaccharide.m01,peptide_protein.m02,0.7879264315696953,0.3035661470625509
chromophore_pigment.m01,mono_oligosaccharide.m01,0.3076188833304583,0.25589646658533044
chromophore_pigment.m01,fatty_acid.m04,0.0,0.0
free_amino_acid.m05,peptide_protein.m00,0.03395680852986356,0.1409000439424096
mono_oligosaccharide.m02,peptide_protein.m00,0.008554506846726963,0.0
acylglycerol.m00,small_nitrogenous.m00,0.051338541281615295,0.0
acylglycerol.m01,sulfur_thiol_cofactor.m01,0.36919096084181474,0.0
acylglycerol.m01,phosphate_metabolite.m00,0.0,0.0
acylglycerol.m02,mono_oligosaccharide.m01,0.0781800110073355,0.0
peptide_protein.m01,peptide_protein.m03,0.5712922118994226,0.10628088995093393
fatty_acid.m01,peptide_protein.m03,0.0,0.0
peptide_protein.m09,purine.m01,0.6986815840705785,0.20109957340165213
free_amino_acid.m02,free_amino_acid.m05,0.6306825369443966,0.15520346902437127
acylglycerol.m01,peptide_protein.m03,0.0,0.0
acylglycerol.m00,mono_oligosaccharide.m01,0.09789464172765881,0.03387000616005379
fatty_acid.m02,peptide_protein.m03,0.060058979603571636,0.018845388563100123
fatty_acid.m01,free_amino_acid.m03,0.19866269088280475,0.0
nucleic_acid_polymer.m00,small_nitrogenous.m00,0.4101119626736325,0.09129720156955949
fatty_acid.m03,mono_oligosaccharide.m05,0.0,0.028988947834624287
fatty_acid.m04,nucleic_acid_polymer.m00,0.0,0.0
peptide_protein.m06,peptide_protein.m09,0.20466908170892995,0.25759314080020385
peptide_protein.m05,polysaccharide.m01,0.1039503191305848,0.0
peptide_protein.m06,polysaccharide.m00,0.02058043158612419,0.1083671115648067
acylglycerol.m02,chromophore_pigment.m01,0.0,0.0
phospholipid_sphingolipid.m00,small_nitrogenous.m00,0.04289082201795675,0.0
free_amino_acid.m02,sterol_steroid.m01,0.33011327698234727,0.014645551964663087
mono_oligosaccharide.m02,phospholipid_sphingolipid.m01,0.6934637784732662,0.1455059418527571
mono_oligosaccharide.m02,peptide_protein.m01,0.4788733088543336,0.12274900485704232
peptide_protein.m06,phospholipid_sphingolipid.m00,0.6952808102713226,0.0
mono_oligosaccharide.m03,peptide_protein.m00,0.0,0.03873808279587987
fatty_acid.m00,free_amino_acid.m02,0.0,0.050658317094161666
fatty_acid.m01,polysaccharide.m00,0.0,0.0
peptide_protein.m08,sterol_steroid.m01,0.40008378718056137,0.1922264334766568
fatty_acid.m01,fatty_acid.m02,0.47269934366708566,0.0588549965426331
fatty_acid.m03,sulfur_thiol_cofactor.m00,0.20382463835974274,0.016064444761664843
fatty_acid.m01,mono_oligosaccharide.m03,0.0,0.0
acylglycerol.m02,sterol_steroid.m01,0.10723280514551863,0.0
acylglycerol.m00,nucleic_acid_polymer.m00,0.0,0.0
acylglycerol.m01,polysaccharide.m00,0.0,0.0
phospholipid_sphingolipid.m00,sterol_steroid.m01,0.16160904244395707,0.0
free_amino_acid.m06,peptide_protein.m02,0.44021620378356624,0.059060752348207776
acylglycerol.m02,mono_oligosaccharide.m04,0.5159466719239015,0.0
phosphate_metabolite.m00,sulfur_thiol_cofactor.m01,0.5581096954910997,0.03969949692901482
acylglycerol.m02,peptide_protein.m01,0.0,0.10360457568392782
peptide_protein.m02,peptide_protein.m03,0.7265712149962626,0.2357939076369232
free_amino_acid.m02,phosphate_metabolite.m00,0.641190435118329,0.0002980399424868317
mono_oligosaccharide.m01,mono_oligosaccharide.m05,0.6275347675727184,0.15817009836460214
pyrimidine.m00,sterol_steroid.m00,0.0,0.016236426780912368
phospholipid_sphingolipid.m01,sterol_steroid.m00,0.06857570007475132,0.012963829881957564
mono_oligosaccharide.m03,pyrimidine.m00,0.4111601238735964,0.14288241374108637
free_amino_acid.m05,polysaccharide.m00,0.6091935894592442,0.05767496914617597
mono_oligosaccharide.m01,peptide_protein.m07,0.4160394949768764,0.1998327547952907
free_amino_acid.m02,mono_oligosaccharide.m03,0.520198460615918,0.08576007645678292
fatty_acid.m01,fatty_acid.m04,0.5169751184931451,0.06037911336943372
acylglycerol.m00,purine.m00,0.25293378348406814,0.0
mono_oligosaccharide.m03,mono_oligosaccharide.m04,0.37381075597394386,0.21118072003580854
mono_oligosaccharide.m04,small_nitrogenous.m00,0.22412742222988905,0.03983962131816157
mono_oligosaccharide.m03,phospholipid_sphingolipid.m00,0.0,0.0
fatty_acid.m00,purine.m00,0.19960570738559355,0.02195232533989613
free_amino_acid.m00,free_amino_acid.m06,0.37721152977319966,0.23165505962377314
peptide_protein.m04,polysaccharide.m01,0.1694981805038731,0.0
peptide_protein.m03,phospholipid_sphingolipid.m00,0.0,0.0
carboxylic_acid_metabolite.m01,sulfur_thiol_cofactor.m01,0.5467113531629662,0.06796305281053619
mono_oligosaccharide.m00,sterol_steroid.m02,0.5833082793234596,0.007716936353187761
fatty_acid.m01,sulfur_thiol_cofactor.m00,0.2899808603793424,0.0
peptide_protein.m02,peptide_protein.m05,0.19369788971307003,0.22697442174733568
peptide_protein.m07,peptide_protein.m09,0.35073806648759215,0.1199508870519842
chromophore_pigment.m01,pyrimidine.m00,0.632147991161274,0.14545340977293528
fatty_acid.m00,sterol_steroid.m01,0.045545725621626953,0.013041375608474435
acylglycerol.m00,sulfur_thiol_cofactor.m00,0.20482679875469254,0.0
mono_oligosaccharide.m05,nucleic_acid_polymer.m00,0.4967150496562262,0.1222438417880758
chromophore_pigment.m01,small_nitrogenous.m00,0.48263551755012857,0.13582497143803926
chromophore_pigment.m01,free_amino_acid.m04,0.6687843465832081,0.21139707754294867
fatty_acid.m00,mono_oligosaccharide.m01,0.07463466324946402,0.0
nucleic_acid_polymer.m00,peptide_protein.m05,0.22643074825238016,0.0
chromophore_pigment.m01,purine.m00,0.616803436917289,0.09954275830137702
fatty_acid.m03,mono_oligosaccharide.m01,0.02948815889992361,0.02968504639219299
mono_oligosaccharide.m04,phosphate_metabolite.m00,0.43205434666535236,0.14637039272032804
carboxylic_acid_metabolite.m00,sterol_steroid.m01,0.2888899841461512,0.0
fatty_acid.m01,free_amino_acid.m01,0.025012937726410216,0.037645718870855646
chromophore_pigment.m01,polysaccharide.m01,0.35587372779023635,0.0719835920770918
mono_oligosaccharide.m02,phospholipid_sphingolipid.m00,0.08972949883765824,0.0
mono_oligosaccharide.m04,peptide_protein.m07,0.3662994816695007,0.07153785681068685
acylglycerol.m02,sulfur_thiol_cofactor.m01,0.19636593640388705,0.0
free_amino_acid.m00,peptide_protein.m05,0.287703820531145,0.2609737352391185
fatty_acid.m03,purine.m00,0.25230948684459126,0.04819310785915008
purine.m00,sterol_steroid.m01,0.5744826963043281,0.009943799473819244
acylglycerol.m01,sulfur_thiol_cofactor.m00,0.20176774522125568,0.0
mono_oligosaccharide.m05,peptide_protein.m05,0.0,0.0
chromophore_pigment.m00,peptide_protein.m03,0.5945094753443899,0.0
acylglycerol.m01,mono_oligosaccharide.m00,0.0,0.0
polysaccharide.m00,sulfur_thiol_cofactor.m01,0.4183362494557941,0.00271217794006477
free_amino_acid.m05,mono_oligosaccharide.m01,0.7458652669278856,0.3129402741282006
chromophore_pigment.m01,peptide_protein.m00,0.1641062290018647,0.2335874774024695
chromophore_pigment.m00,purine.m01,0.49909066265802515,0.12013536696998384
free_amino_acid.m03,phosphate_metabolite.m00,0.5620723362658847,0.10721006628183345
peptide_protein.m02,sterol_steroid.m00,0.19704609116373825,0.2034624823572263
peptide_protein.m01,sterol_steroid.m02,0.5160419593057165,0.0
peptide_protein.m06,sulfur_thiol_cofactor.m00,0.4176330942934359,0.0
phospholipid_sphingolipid.m00,polysaccharide.m00,0.0,0.0
acylglycerol.m02,fatty_acid.m01,0.5155556650812818,0.020713041983288858
free_amino_acid.m03,mono_oligosaccharide.m04,0.49432957933906707,0.2032737861980053
carboxylic_acid_metabolite.m00,phospholipid_sphingolipid.m01,0.2654492882196867,0.12016777747643416
fatty_acid.m01,pyrimidine.m00,0.34733072114476293,0.0
peptide_protein.m02,peptide_protein.m07,0.424980080008543,0.24127061548316628
fatty_acid.m04,peptide_protein.m09,0.0,0.0
pyrimidine.m00,sulfur_thiol_cofactor.m00,0.5610373181530677,0.07213273984159388
chromophore_pigment.m01,sulfur_thiol_cofactor.m01,0.5948183378923417,0.20510206363634215
peptide_protein.m03,peptide_protein.m08,0.09184882164009299,0.12313162468305021
polysaccharide.m00,pyrimidine.m00,0.3949711262804242,0.08338797215867656
carboxylic_acid_metabolite.m00,sulfur_thiol_cofactor.m01,0.473024635073971,0.005513645523880352
fatty_acid.m03,polysaccharide.m00,0.0,0.0
free_amino_acid.m02,phospholipid_sphingolipid.m00,0.0,0.0
free_amino_acid.m04,peptide_protein.m00,0.08320724184101794,0.0
peptide_protein.m04,peptide_protein.m05,0.8715624666288804,0.47736789806433727
acylglycerol.m01,peptide_protein.m05,0.8523867024815791,0.15335400727449167
carboxylic_acid_metabolite.m00,sulfur_thiol_cofactor.m00,0.44739561513755066,0.21169054672953544
carboxylic_acid_metabolite.m01,chromophore_pigment.m01,0.5767761650114591,0.1307309879238449
peptide_protein.m03,sulfur_thiol_cofactor.m01,0.4230809039158186,0.022998621432686127
phosphate_metabolite.m00,small_nitrogenous.m00,0.4530208564364162,0.043137337316025495
fatty_acid.m00,fatty_acid.m01,0.45350386488906413,0.04188428042657977
fatty_acid.m03,pyrimidine.m00,0.0,0.0
acylglycerol.m01,mono_oligosaccharide.m03,0.0,0.0
chromophore_pigment.m00,peptide_protein.m06,0.0,0.015993164414602336
fatty_acid.m02,free_amino_acid.m05,0.0,0.04985780404045598
free_amino_acid.m05,free_amino_acid.m06,0.17610586756696814,0.05295069184465232
free_amino_acid.m06,nucleic_acid_polymer.m00,0.2425047438330171,0.011880048978323541
peptide_protein.m07,polysaccharide.m01,0.11983702571937867,0.048842648100323155
acylglycerol.m00,mono_oligosaccharide.m04,0.5129336191954789,0.001681874897147743
fatty_acid.m00,peptide_protein.m09,0.0,0.0
mono_oligosaccharide.m04,sulfur_thiol_cofactor.m01,0.4397759103641457,0.0
chromophore_pigment.m01,phospholipid_sphingolipid.m00,0.0,0.0
peptide_protein.m00,polysaccharide.m00,0.0,0.11736132727282082
peptide_protein.m02,peptide_protein.m06,0.22253053714154286,0.3021601815055838
mono_oligosaccharide.m00,small_nitrogenous.m00,0.339674872881704,0.0
fatty_acid.m04,peptide_protein.m01,0.0,0.0
polysaccharide.m00,small_nitrogenous.m00,0.358252626563822,0.10119331781819617
fatty_acid.m03,phospholipid_sphingolipid.m01,0.0,0.15823760077646565
fatty_acid.m00,peptide_protein.m00,0.642705175912007,0.0
carboxylic_acid_metabolite.m00,chromophore_pigment.m01,0.25038073880578626,0.0
free_amino_acid.m00,free_amino_acid.m01,0.5550637850448098,0.3603252190897382
free_amino_acid.m00,sulfur_thiol_cofactor.m01,0.4793793177094885,0.14200738246426536
free_amino_acid.m01,free_amino_acid.m05,0.7081446068163336,0.22224513536945453
free_amino_acid.m01,free_amino_acid.m03,0.5723272300122396,0.22072216135454306
acylglycerol.m02,peptide_protein.m09,0.0,0.0
acylglycerol.m01,peptide_protein.m00,0.9237898091788035,0.11806419379054381
free_amino_acid.m03,polysaccharide.m00,0.6157815618916189,0.16788173222050756
peptide_protein.m02,sterol_steroid.m02,0.5494615441484513,0.052642633689596374
fatty_acid.m00,peptide_protein.m04,0.7183600713012478,0.0
phospholipid_sphingolipid.m00,polysaccharide.m01,0.0863024388641087,0.0917942556831217
fatty_acid.m04,purine.m00,0.2096371686504514,0.0
pyrimidine.m00,sulfur_thiol_cofactor.m01,0.5110771581359818,0.0
phospholipid_sphingolipid.m01,small_nitrogenous.m00,0.550910569506395,0.09046630627249215
peptide_protein.m02,phospholipid_sphingolipid.m01,0.7724537322260283,0.18889637061909384
peptide_protein.m02,phosphate_metabolite.m00,0.7128991185917183,0.15688434683415656
acylglycerol.m02,phospholipid_sphingolipid.m01,0.0,0.0
chromophore_pigment.m00,mono_oligosaccharide.m04,0.09965252963355431,0.0
fatty_acid.m02,polysaccharide.m00,0.0,0.03249493103159993
carboxylic_acid_metabolite.m01,chromophore_pigment.m00,0.34884217616665436,0.0
free_amino_acid.m00,free_amino_acid.m04,0.5174186976843523,0.21329368616298566
mono_oligosaccharide.m00,mono_oligosaccharide.m01,0.6498254433738305,0.22666041603291373
free_amino_acid.m03,sterol_steroid.m01,0.22799148985107243,0.0
free_amino_acid.m05,mono_oligosaccharide.m03,0.6524113457699796,0.11488793280915019
fatty_acid.m04,free_amino_acid.m01,0.10820210782260117,0.0492989860188957
peptide_protein.m02,pyrimidine.m00,0.26122707147375085,0.1594832931827882
carboxylic_acid_metabolite.m00,carboxylic_acid_metabolite.m01,0.24981558605847035,0.0
carboxylic_acid_metabolite.m01,fatty_acid.m02,0.1814846759818297,0.0
chromophore_pigment.m00,sulfur_thiol_cofactor.m00,0.45170654772172797,0.02373300932643754
peptide_protein.m01,sulfur_thiol_cofactor.m00,0.6060359627722057,0.3321701955837168
peptide_protein.m09,purine.m00,0.5340545602405186,0.08484109578978148
mono_oligosaccharide.m05,pyrimidine.m00,0.3034229527588162,0.09061760601126034
peptide_protein.m04,sterol_steroid.m02,0.3494401866318375,0.0
chromophore_pigment.m01,fatty_acid.m02,0.0,0.0
small_nitrogenous.m00,sterol_steroid.m00,0.16699770817417878,0.08558331966320423
fatty_acid.m02,pyrimidine.m00,0.0,0.0
free_amino_acid.m00,peptide_protein.m00,0.15882270796881806,0.16146399666860287
peptide_protein.m05,polysaccharide.m00,0.028771860650418528,0.09089129677278944
chromophore_pigment.m00,sulfur_thiol_cofactor.m01,0.28814082817877884,0.129520426169274
fatty_acid.m03,mono_oligosaccharide.m04,0.4672613913600631,0.0
peptide_protein.m02,phospholipid_sphingolipid.m00,0.09099123520375893,0.04000309962118818
peptide_protein.m09,sulfur_thiol_cofactor.m00,0.6066372590091755,0.059025217651793034
peptide_protein.m03,peptide_protein.m09,0.46806640544780964,0.05475035258017513
acylglycerol.m00,mono_oligosaccharide.m05,0.0,0.0
acylglycerol.m00,chromophore_pigment.m01,0.0,0.0
mono_oligosaccharide.m01,sulfur_thiol_cofactor.m01,0.5308213608023855,0.0
mono_oligosaccharide.m01,peptide_protein.m00,0.12370766488413547,0.15759341778545252
acylglycerol.m00,peptide_protein.m09,0.0,0.0
peptide_protein.m04,sulfur_thiol_cofactor.m01,0.4736029309084338,0.07766945211516622
mono_oligosaccharide.m04,peptide_protein.m06,0.43944076164190027,0.0
peptide_protein.m05,phosphate_metabolite.m00,0.0771252782637982,0.08960424408260233
mono_oligosaccharide.m05,peptide_protein.m06,0.0,0.0
fatty_acid.m03,peptide_protein.m03,0.0,0.0
fatty_acid.m00,small_nitrogenous.m00,0.0,0.04021710281598346
mono_oligosaccharide.m02,sterol_steroid.m00,0.12429910380574519,0.0
fatty_acid.m02,sterol_steroid.m02,0.13500414828688073,0.0
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m04,0.2742945858695384,0.04543432425480103
peptide_protein.m01,purine.m00,0.49420800578295837,0.10681387708948883
free_amino_acid.m02,peptide_protein.m06,0.0,0.0
fatty_acid.m00,phospholipid_sphingolipid.m01,0.0,0.17496685306783014
chromophore_pigment.m00,fatty_acid.m02,0.0,0.01937520046453597
nucleic_acid_polymer.m00,peptide_protein.m01,0.5953867764114443,0.16216816676783682
peptide_protein.m08,phospholipid_sphingolipid.m01,0.2027666198444187,0.0
peptide_protein.m06,phospholipid_sphingolipid.m01,0.22113736990397337,0.0
fatty_acid.m02,purine.m00,0.21903447596047215,0.0
peptide_protein.m05,peptide_protein.m09,0.12335280153116966,0.1035311668420848
acylglycerol.m01,mono_oligosaccharide.m05,0.0,0.0
nucleic_acid_polymer.m00,peptide_protein.m02,0.36358214840188274,0.07303316367794115
peptide_protein.m01,sterol_steroid.m00,0.0,0.11018961312836278
free_amino_acid.m02,mono_oligosaccharide.m05,0.5175829862736884,0.23061290434421658
acylglycerol.m00,polysaccharide.m01,0.10403903496882624,0.0
chromophore_pigment.m00,phospholipid_sphingolipid.m01,0.5958204982872916,0.0452529333783914
free_amino_acid.m01,free_amino_acid.m02,0.4319360588810304,0.26187428462211787
free_amino_acid.m04,pyrimidine.m00,0.4568553521115191,0.022303908823941638
peptide_protein.m00,polysaccharide.m01,0.06687367028923007,0.016601640420711015
acylglycerol.m02,free_amino_acid.m01,0.10384188866162301,0.0
mono_oligosaccharide.m02,mono_oligosaccharide.m03,0.7146504349540402,0.15138477303915557
free_amino_acid.m00,sterol_steroid.m00,0.1342287061452147,0.11822239548622013
mono_oligosaccharide.m05,sterol_steroid.m00,0.0,0.0
mono_oligosaccharide.m05,peptide_protein.m00,0.0,0.0
peptide_protein.m03,pyrimidine.m00,0.36473216852723495,0.0
fatty_acid.m02,peptide_protein.m09,0.0,0.09157624094470296
fatty_acid.m01,peptide_protein.m09,0.02036028487641391,0.04725863584800381
free_amino_acid.m06,polysaccharide.m00,0.2807182697125772,0.05435390068108539
acylglycerol.m02,free_amino_acid.m00,0.01055225609305306,0.0
mono_oligosaccharide.m01,peptide_protein.m05,0.12225863952619172,0.07595671612553383
peptide_protein.m09,sterol_steroid.m00,0.0,0.04169359252785282
acylglycerol.m00,peptide_protein.m05,0.8009742313347628,0.10066691775476387
chromophore_pigment.m00,peptide_protein.m05,0.0,0.0
fatty_acid.m01,free_amino_acid.m02,0.0,0.0
free_amino_acid.m05,phosphate_metabolite.m00,0.6836196062002514,0.1950628651171004
peptide_protein.m04,phospholipid_sphingolipid.m00,0.8176659520113032,0.0
carboxylic_acid_metabolite.m01,peptide_protein.m02,0.5297994857767154,0.0
fatty_acid.m04,pyrimidine.m00,0.0,0.0
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m02,0.008810797046091164,0.0
free_amino_acid.m06,peptide_protein.m09,0.0023739701159055998,0.021497791574927753
free_amino_acid.m04,mono_oligosaccharide.m00,0.34790901697922577,0.10941848618904797
fatty_acid.m01,peptide_protein.m02,0.040147202576045087,0.03406624763680862
free_amino_acid.m02,polysaccharide.m01,0.2859656472559699,0.0
peptide_protein.m00,purine.m01,0.16986947271577255,0.21878594894196715
mono_oligosaccharide.m05,peptide_protein.m09,0.40488758553274684,0.14569890014559736
peptide_protein.m09,phospholipid_sphingolipid.m00,0.0,0.0
peptide_protein.m09,sulfur_thiol_cofactor.m01,0.5483575248281131,0.21353889609558258
free_amino_acid.m06,small_nitrogenous.m00,0.13585187740785465,0.0
fatty_acid.m02,sulfur_thiol_cofactor.m00,0.15803740851179182,0.0
peptide_protein.m00,phosphate_metabolite.m00,0.04938679284030328,0.20249955217494423
fatty_acid.m01,mono_oligosaccharide.m05,0.0,0.0
free_amino_acid.m03,free_amino_acid.m05,0.32061082497515137,0.08251695770035625
free_amino_acid.m01,peptide_protein.m06,0.22962451842907255,0.008664027075598468
free_amino_acid.m05,peptide_protein.m08,0.0843671192817303,0.22336827453198682
peptide_protein.m01,sulfur_thiol_cofactor.m01,0.3614989690891019,0.16064546874500543
mono_oligosaccharide.m05,peptide_protein.m01,0.6007590132827325,0.09399672187235038
fatty_acid.m01,mono_oligosaccharide.m02,0.0,0.0
mono_oligosaccharide.m01,peptide_protein.m06,0.17823176191297632,0.06527739389561363
free_amino_acid.m05,peptide_protein.m09,0.5576332585820253,0.0
mono_oligosaccharide.m01,peptide_protein.m08,0.09409628954220986,0.08635231062626622
free_amino_acid.m02,peptide_protein.m05,0.0,0.0052480919170321385
free_amino_acid.m01,free_amino_acid.m04,0.5187888645194149,0.14094962755687368
carboxylic_acid_metabolite.m00,peptide_protein.m01,0.0,0.10543278849240206
mono_oligosaccharide.m01,pyrimidine.m00,0.3047799765067318,0.01181532449462155
peptide_protein.m00,peptide_protein.m02,0.15024027206190396,0.28447752673578414
peptide_protein.m04,phospholipid_sphingolipid.m01,0.20141616764007655,0.050402474931690096
free_amino_acid.m04,nucleic_acid_polymer.m00,0.5561678043651479,0.09613540793379084
peptide_protein.m01,sterol_steroid.m01,0.41145255756261445,0.0
fatty_acid.m04,free_amino_acid.m05,0.0,0.04732387876124355
peptide_protein.m03,peptide_protein.m04,0.14780880093973076,0.11627900912194856
free_amino_acid.m01,nucleic_acid_polymer.m00,0.5226069313355841,0.017366524131555372
free_amino_acid.m02,peptide_protein.m04,0.0,0.005557853882815974
mono_oligosaccharide.m01,phospholipid_sphingolipid.m00,0.015977065312928692,0.03547112668199931
chromophore_pigment.m01,peptide_protein.m05,0.24600080501408778,0.20274734903836272
acylglycerol.m00,pyrimidine.m00,0.0,0.0
chromophore_pigment.m00,free_amino_acid.m00,0.5067103674314302,0.06283441494815
fatty_acid.m00,peptide_protein.m05,0.6505975997437099,0.0
acylglycerol.m01,free_amino_acid.m01,0.0,0.0432149000456547
peptide_protein.m01,peptide_protein.m02,0.36801465454216886,0.09280521321120787
peptide_protein.m08,phosphate_metabolite.m00,0.08741631549980697,0.05393101682997056
mono_oligosaccharide.m00,peptide_protein.m01,0.4181555320075244,0.09549122446172771
mono_oligosaccharide.m04,peptide_protein.m05,0.4186845412651865,0.0
free_amino_acid.m01,peptide_protein.m09,0.47807158053837373,0.14532855154985627
mono_oligosaccharide.m04,peptide_protein.m00,0.4549430329316478,0.0
mono_oligosaccharide.m05,peptide_protein.m04,0.0,0.0
carboxylic_acid_metabolite.m00,peptide_protein.m00,0.6386538192989806,0.06781260589071482
polysaccharide.m01,sterol_steroid.m00,0.0925881202921051,0.0
peptide_protein.m03,peptide_protein.m06,0.052734994290971525,0.10318585714314571
acylglycerol.m01,free_amino_acid.m02,0.0,0.0
