lsm_a,lsm_b,activation_independent,activation_joint_nnls
mono_oligosaccharide.m02,sterol_steroid.m01,0.1454036159918513,0.0
acylglycerol.m02,sterol_steroid.m02,0.12221592449296437,0.0
acylglycerol.m02,carboxylic_acid_metabolite.m01,0.15781397603029482,0.0
nucleic_acid_polymer.m00,purine.m01,0.6193564815955708,0.12739317845889492
chromophore_pigment.m01,free_amino_acid.m06,0.0841108290823661,0.2045027339345831
acylglycerol.m01,peptide_protein.m07,0.6676211833707091,0.08880547614278829
mono_oligosaccharide.m00,peptide_protein.m05,0.10972013438806609,0.0
acylglycerol.m00,free_amino_acid.m01,0.14211784420513074,0.011469216230510091
mono_oligosaccharide.m03,sterol_steroid.m01,0.3984573301461347,0.06720732909560839
fatty_acid.m00,fatty_acid.m02,0.8966033334154777,0.10762614039789063
mono_oligosaccharide.m01,sterol_steroid.m01,0.28927441944519744,0.0
peptide_protein.m06,pyrimidine.m00,0.3710309930423783,0.14025515769899777
mono_oligosaccharide.m00,nucleic_acid_polymer.m00,0.49331756162875706,0.1521255732771384
peptide_protein.m09,sterol_steroid.m02,0.6348784675160387,0.0
free_amino_acid.m05,peptide_protein.m02,0.7215078406729262,0.31969589873981036
carboxylic_acid_metabolite.m01,phospholipid_sphingolipid.m00,0.1818493966501557,0.0
acylglycerol.m02,carboxylic_acid_metabolite.m00,0.4055118821722237,0.0
free_amino_acid.m00,mono_oligosaccharide.m04,0.250137591693569,0.019945138599251892
fatty_acid.m03,polysaccharide.m01,0.0588531013578452,0.0
mono_oligosaccharide.m04,peptide_protein.m03,0.43891832392781166,0.12934722204405533
peptide_protein.m00,pyrimidine.m00,0.31914865653006075,0.12417920758568042
carboxylic_acid_metabolite.m00,fatty_acid.m04,0.40310012568077086,0.0
free_amino_acid.m03,mono_oligosaccharide.m00,0.5906716938975004,0.13208748156644676
nucleic_acid_polymer.m00,sulfur_thiol_cofactor.m01,0.5788560585524533,0.12143434266981996
peptide_protein.m07,peptide_protein.m08,0.8261169570467484,0.5697273377285784
fatty_acid.m01,free_amino_acid.m06,0.46189572603234846,0.011371458887210611
free_amino_acid.m04,sterol_steroid.m02,0.6807116981690037,0.22249820347044136
free_amino_acid.m05,phospholipid_sphingolipid.m01,0.706764582665911,0.02635256237998313
free_amino_acid.m03,sulfur_thiol_cofactor.m01,0.45263642113736996,0.1051866276063346
peptide_protein.m07,phospholipid_sphingolipid.m00,0.5457519078012437,0.0
peptide_protein.m05,peptide_protein.m06,0.9231392263650329,0.5947690392462679
polysaccharide.m01,sterol_steroid.m01,0.334877646073092,0.14425616381188616
free_amino_acid.m05,sterol_steroid.m02,0.6512350394703336,0.008702332357992996
carboxylic_acid_metabolite.m01,free_amino_acid.m03,0.5656439701980499,0.027190990516752094
free_amino_acid.m01,purine.m00,0.5788856304985337,0.07475234289540461
fatty_acid.m00,mono_oligosaccharide.m00,0.09401743101932857,0.10011139252391629
free_amino_acid.m03,small_nitrogenous.m00,0.3805761600828015,0.2415489253456658
acylglycerol.m00,peptide_protein.m04,0.8308057533863986,0.06858724819804068
fatty_acid.m04,peptide_protein.m06,0.6205360736670035,0.0
mono_oligosaccharide.m04,pyrimidine.m00,0.26130264422484534,0.23817378600644376
mono_oligosaccharide.m03,sulfur_thiol_cofactor.m01,0.47260405628527075,0.17934708560803556
free_amino_acid.m06,peptide_protein.m04,0.6327197154521633,0.0
mono_oligosaccharide.m02,peptide_protein.m02,0.7039913912779188,0.1099960635548003
phosphate_metabolite.m00,pyrimidine.m00,0.5529904630473891,0.20538742277439742
acylglycerol.m00,acylglycerol.m01,0.7380582731626375,0.3764020367431813
free_amino_acid.m03,purine.m01,0.3897336060523916,0.16235226581153797
free_amino_acid.m00,peptide_protein.m01,0.6157947049787658,0.2801312386354524
free_amino_acid.m03,peptide_protein.m08,0.3948199807782351,0.03806659428405639
carboxylic_acid_metabolite.m01,free_amino_acid.m00,0.5337982700411542,0.004187657033161859
free_amino_acid.m06,sterol_steroid.m01,0.26701988713373914,0.0
mono_oligosaccharide.m02,peptide_protein.m07,0.14559090498369437,0.003836833626170758
mono_oligosaccharide.m05,phosphate_metabolite.m00,0.7738698998661049,0.0949939134590573
free_amino_acid.m06,purine.m01,0.21783188348653243,0.1829963393491737
peptide_protein.m06,small_nitrogenous.m00,0.519173299818461,0.18094582296203654
small_nitrogenous.m00,sterol_steroid.m02,0.5847178754199627,0.0
nucleic_acid_polymer.m00,peptide_protein.m00,0.2126239352045804,0.03887689621072657
free_amino_acid.m02,purine.m01,0.7299687030237315,0.3722757931519253
fatty_acid.m04,polysaccharide.m01,0.16435923342944217,0.0
fatty_acid.m02,sterol_steroid.m01,0.09420143423938492,0.0
carboxylic_acid_metabolite.m01,mono_oligosaccharide.m05,0.49668876348193236,0.06549100014203499
fatty_acid.m01,peptide_protein.m00,0.855997765675185,0.25761849521327956
purine.m01,sterol_steroid.m01,0.47874844952643814,0.17317551413888174
fatty_acid.m03,peptide_protein.m06,0.7099517812990299,0.3081513644714013
peptide_protein.m01,polysaccharide.m00,0.6751423149905124,0.08299543202237661
free_amino_acid.m03,nucleic_acid_polymer.m00,0.3113646631673197,0.003001053347940211
peptide_protein.m09,phosphate_metabolite.m00,0.545949054108447,0.18257699569132463
mono_oligosaccharide.m00,peptide_protein.m08,0.1273417284802484,0.028974313554634777
mono_oligosaccharide.m05,peptide_protein.m03,0.8447308542185205,0.1889031190825293
peptide_protein.m06,peptide_protein.m07,0.8305067481538072,0.5897310326112435
mono_oligosaccharide.m02,pyrimidine.m00,0.1403172412660079,0.14581916930348793
fatty_acid.m03,sterol_steroid.m01,0.1385002094679514,0.06692374424450566
peptide_protein.m05,sterol_steroid.m01,0.4344496742978717,0.11911821914960947
fatty_acid.m04,sulfur_thiol_cofactor.m01,0.21792388509656063,0.0
fatty_acid.m01,peptide_protein.m05,0.7685403780280441,0.16716367625184927
peptide_protein.m05,peptide_protein.m07,0.8128785825180513,0.516752007745352
free_amino_acid.m06,pyrimidine.m00,0.06813869242711748,0.0
acylglycerol.m02,polysaccharide.m01,0.15955872084904346,0.0
carboxylic_acid_metabolite.m01,peptide_protein.m04,0.4249603653778227,0.14580691898266285
carboxylic_acid_metabolite.m01,peptide_protein.m00,0.4407977853898158,0.20379955079338605
acylglycerol.m02,purine.m00,0.2200727798450759,0.0
mono_oligosaccharide.m03,peptide_protein.m04,0.09754963569005315,0.04328061039322755
free_amino_acid.m01,mono_oligosaccharide.m05,0.6192119076369551,0.23197697303704984
mono_oligosaccharide.m02,sulfur_thiol_cofactor.m01,0.2444236345564619,0.0030746389069711507
free_amino_acid.m06,mono_oligosaccharide.m03,0.2884989773035314,0.15163602646356847
mono_oligosaccharide.m00,sterol_steroid.m01,0.3374799773281747,0.0
acylglycerol.m00,peptide_protein.m00,0.7807831637053649,0.01874635969485376
fatty_acid.m00,sulfur_thiol_cofactor.m00,0.16277220565645614,0.0
purine.m00,sterol_steroid.m00,0.3454315450520384,0.06886031340439798
nucleic_acid_polymer.m00,peptide_protein.m04,0.24107871887758037,0.062263430685009336
free_amino_acid.m06,peptide_protein.m05,0.6305773922472215,0.0
chromophore_pigment.m01,sulfur_thiol_cofactor.m00,0.679167385429245,0.15081805614624216
free_amino_acid.m01,sulfur_thiol_cofactor.m00,0.6043109325841775,0.10658909465081168
chromophore_pigment.m01,free_amino_acid.m01,0.4831448121770702,0.3502548501393185
free_amino_acid.m02,sulfur_thiol_cofactor.m01,0.42403377773396755,0.07103723521206898
fatty_acid.m02,fatty_acid.m03,0.9018507109588704,0.13963108381713032
peptide_protein.m06,sulfur_thiol_cofactor.m01,0.6027994775622859,0.20892576050746442
acylglycerol.m02,mono_oligosaccharide.m00,0.03331279725966633,0.0
free_amino_acid.m02,peptide_protein.m03,0.4974182048185844,0.09427968251015288
free_amino_acid.m04,peptide_protein.m01,0.6175427355693011,0.22040850705994874
fatty_acid.m02,free_amino_acid.m03,0.4046904392255436,0.10423718046665212
free_amino_acid.m01,sulfur_thiol_cofactor.m01,0.5255674117154193,0.03513442578029513
carboxylic_acid_metabolite.m00,free_amino_acid.m00,0.4919769667397751,0.2222923129682872
acylglycerol.m01,mono_oligosaccharide.m04,0.3614989690891019,0.0
free_amino_acid.m03,mono_oligosaccharide.m02,0.6286815019262838,0.08509635647031036
acylglycerol.m01,fatty_acid.m04,0.6895898535367226,0.0
free_amino_acid.m06,sulfur_thiol_cofactor.m01,0.46619680130116564,0.01694734586114006
fatty_acid.m02,polysaccharide.m01,0.1981763966583701,0.16880054374338543
mono_oligosaccharide.m02,mono_oligosaccharide.m05,0.7299194164469308,0.2575318622749679
mono_oligosaccharide.m02,small_nitrogenous.m00,0.14207184340011667,0.04782854045855709
peptide_protein.m01,phosphate_metabolite.m00,0.6005717242908895,0.18704649238468402
carboxylic_acid_metabolite.m01,fatty_acid.m04,0.15867484823841563,0.0
peptide_protein.m05,sterol_steroid.m02,0.4505499560528024,0.021458681626789204
carboxylic_acid_metabolite.m01,mono_oligosaccharide.m02,0.5280481694143934,0.1400544102228655
mono_oligosaccharide.m02,nucleic_acid_polymer.m00,0.3635197187379351,0.031361605305367225
mono_oligosaccharide.m05,sterol_steroid.m01,0.21020889294134076,0.0
chromophore_pigment.m01,mono_oligosaccharide.m05,0.390670051011607,0.10220661440113815
chromophore_pigment.m01,mono_oligosaccharide.m00,0.38268233979808935,0.11105836073913325
acylglycerol.m02,sulfur_thiol_cofactor.m00,0.16451695047520476,0.023350710458986092
chromophore_pigment.m00,mono_oligosaccharide.m02,0.48599686208794374,0.12839493673492527
free_amino_acid.m04,mono_oligosaccharide.m03,0.5990701265843581,0.20341017915879256
free_amino_acid.m01,purine.m01,0.5693798927195513,0.21340144004127112
purine.m01,pyrimidine.m00,0.5726919506805656,0.14061450255293786
chromophore_pigment.m01,peptide_protein.m03,0.4636930431996846,0.10065565567442604
free_amino_acid.m02,mono_oligosaccharide.m01,0.37092584834520326,0.12044205900399545
mono_oligosaccharide.m00,peptide_protein.m00,0.08055890978092117,0.0
fatty_acid.m00,mono_oligosaccharide.m04,0.5020379999507134,0.08691078604481468
peptide_protein.m05,peptide_protein.m08,0.952980605732029,0.5778375844728522
peptide_protein.m05,sterol_steroid.m00,0.8850932748465956,0.2677495797550508
free_amino_acid.m06,mono_oligosaccharide.m01,0.3490656086481514,0.22075724184613874
free_amino_acid.m04,purine.m00,0.5769404536007952,0.13514028650807888
fatty_acid.m00,sterol_steroid.m02,0.05376015508842834,0.0
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m01,0.07365550325702129,0.0
acylglycerol.m00,fatty_acid.m01,0.5769897401775961,0.13600266618879045
free_amino_acid.m04,small_nitrogenous.m00,0.5998751406721047,0.2308935553518195
peptide_protein.m02,sulfur_thiol_cofactor.m00,0.595767925938704,0.15684787397892158
free_amino_acid.m01,peptide_protein.m05,0.2176741664407699,0.2305102813920778
free_amino_acid.m00,phospholipid_sphingolipid.m01,0.7263740686890593,0.25695022520577737
chromophore_pigment.m00,polysaccharide.m01,0.42420463786687695,0.037406047749909244
free_amino_acid.m01,polysaccharide.m01,0.5533420406285682,0.0
sterol_steroid.m01,sulfur_thiol_cofactor.m00,0.5767170211192982,0.06604862342630717
peptide_protein.m00,peptide_protein.m07,0.7640651568545308,0.477800786868867
peptide_protein.m09,polysaccharide.m01,0.3654057517435127,0.07418150735795113
acylglycerol.m01,fatty_acid.m02,0.6432243278543089,0.061542636170923
fatty_acid.m02,mono_oligosaccharide.m01,0.1895906749796693,0.2050580929923785
free_amino_acid.m05,purine.m01,0.6587594568619237,0.12612577626040739
mono_oligosaccharide.m03,peptide_protein.m05,0.048164485735643234,0.0
free_amino_acid.m02,phospholipid_sphingolipid.m01,0.6742058700312971,0.1815446100297619
pyrimidine.m00,sterol_steroid.m01,0.5173266960743241,0.0
nucleic_acid_polymer.m00,peptide_protein.m06,0.28410590042468603,0.0614648829346554
fatty_acid.m00,phosphate_metabolite.m00,0.0,0.022129524969789895
free_amino_acid.m00,peptide_protein.m09,0.5988861233643017,0.028482053696443542
mono_oligosaccharide.m02,peptide_protein.m04,0.19428604286289297,0.06964993429129339
free_amino_acid.m00,polysaccharide.m01,0.49216754150340497,0.008409262536196647
mono_oligosaccharide.m04,phospholipid_sphingolipid.m00,0.4880997560314449,0.08773741421708035
acylglycerol.m02,peptide_protein.m00,0.7455005462595596,0.04159826674628675
peptide_protein.m08,polysaccharide.m00,0.07126346139628872,0.12044484098079038
free_amino_acid.m00,free_amino_acid.m02,0.7301494204720012,0.2880491340600277
fatty_acid.m03,sulfur_thiol_cofactor.m01,0.2824761576184726,0.08423776272201185
fatty_acid.m03,peptide_protein.m04,0.814551040357492,0.18769572864922118
carboxylic_acid_metabolite.m00,fatty_acid.m03,0.5836138560996246,0.0497759999003268
mono_oligosaccharide.m00,mono_oligosaccharide.m05,0.7436572282872095,0.21937947491744886
carboxylic_acid_metabolite.m01,peptide_protein.m01,0.41137041326794643,0.18424575065970464
peptide_protein.m00,sulfur_thiol_cofactor.m00,0.3446298167360786,0.0278238946607549
free_amino_acid.m03,phospholipid_sphingolipid.m00,0.34537568693166415,0.0
peptide_protein.m03,sterol_steroid.m01,0.2863040817500021,0.06446523566944343
fatty_acid.m03,mono_oligosaccharide.m02,0.08931220582074473,0.0
mono_oligosaccharide.m00,mono_oligosaccharide.m04,0.5309856493917215,0.32117265229026676
peptide_protein.m06,purine.m00,0.5129993346312132,0.04331349558754413
peptide_protein.m00,peptide_protein.m08,0.9055603473060779,0.6289995244733905
mono_oligosaccharide.m03,peptide_protein.m02,0.6785529461051283,0.2111672028428317
peptide_protein.m09,pyrimidine.m00,0.5561218035601339,0.1588184526910339
fatty_acid.m01,polysaccharide.m01,0.037719017225658596,0.06713883743570448
free_amino_acid.m00,peptide_protein.m06,0.21231835842841534,0.14024664318587196
polysaccharide.m01,pyrimidine.m00,0.2656760064729704,0.0
acylglycerol.m00,peptide_protein.m06,0.6699376524803471,0.0
mono_oligosaccharide.m00,sterol_steroid.m00,0.0784363012066997,0.0
chromophore_pigment.m01,mono_oligosaccharide.m04,0.10092083754322843,0.08873200415793853
fatty_acid.m02,peptide_protein.m02,0.22972309158267412,0.10176985889068801
free_amino_acid.m02,mono_oligosaccharide.m04,0.23818066816169287,0.177887791063941
chromophore_pigment.m00,mono_oligosaccharide.m05,0.6313331197581672,0.15778705650596306
mono_oligosaccharide.m04,peptide_protein.m08,0.3890797374668342,0.041510860266350556
free_amino_acid.m00,mono_oligosaccharide.m03,0.645622941258615,0.07047158223649352
chromophore_pigment.m00,free_amino_acid.m04,0.6740744391598282,0.18137780824104885
fatty_acid.m00,polysaccharide.m00,0.0,0.0
acylglycerol.m02,peptide_protein.m06,0.6184988951592367,0.0041215914705632845
mono_oligosaccharide.m04,peptide_protein.m02,0.5371431857200358,0.13144428271687722
free_amino_acid.m01,sterol_steroid.m00,0.16386308188964735,0.04247849143357466
mono_oligosaccharide.m01,mono_oligosaccharide.m03,0.7249414721900491,0.2282543893405081
free_amino_acid.m01,sterol_steroid.m01,0.2841519012297001,0.011445199368112332
carboxylic_acid_metabolite.m01,pyrimidine.m00,0.5898403936354601,0.024884240277739358
free_amino_acid.m00,pyrimidine.m00,0.44077478498730865,0.0
free_amino_acid.m03,peptide_protein.m00,0.32690307794672124,0.0
peptide_protein.m07,pyrimidine.m00,0.3514017923885097,0.06426029384049531
chromophore_pigment.m01,free_amino_acid.m05,0.546113342697783,0.24293224825643894
carboxylic_acid_metabolite.m00,fatty_acid.m02,0.35106664366626417,0.0
polysaccharide.m00,sterol_steroid.m01,0.2987144417884456,0.07084649632487401
free_amino_acid.m03,peptide_protein.m06,0.2971569859615401,0.0
acylglycerol.m01,pyrimidine.m00,0.20158045622941262,0.0
free_amino_acid.m05,sterol_steroid.m01,0.517316838758964,0.049617814332555917
mono_oligosaccharide.m03,mono_oligosaccharide.m05,0.7842200809942746,0.24162756300476013
free_amino_acid.m02,peptide_protein.m08,0.08362782062971817,0.1250985524190234
mono_oligosaccharide.m02,peptide_protein.m08,0.10537305831423478,0.0
fatty_acid.m01,purine.m01,0.1343995662781242,0.0019221703852346237
sterol_steroid.m00,sterol_steroid.m02,0.2883084025399016,0.08636140793056378
fatty_acid.m01,mono_oligosaccharide.m00,0.074775951436293,0.15108264262574728
fatty_acid.m04,phosphate_metabolite.m00,0.0,0.058226190596153
free_amino_acid.m04,sulfur_thiol_cofactor.m01,0.5966715131800522,0.2609519703252635
peptide_protein.m00,purine.m00,0.44744490171435153,0.05519217792229071
fatty_acid.m02,mono_oligosaccharide.m05,0.0,0.0
mono_oligosaccharide.m03,small_nitrogenous.m00,0.37672852132055173,0.11657063824220014
purine.m00,small_nitrogenous.m00,0.513249053287004,0.09762791441423557
free_amino_acid.m02,nucleic_acid_polymer.m00,0.4151063357894478,0.07440675113718183
peptide_protein.m06,peptide_protein.m08,0.8811306340718107,0.5686133133404584
peptide_protein.m07,sulfur_thiol_cofactor.m00,0.5358781635821485,0.15360787742270737
chromophore_pigment.m00,sterol_steroid.m02,0.4502180931023437,0.09666618937725856
peptide_protein.m02,sulfur_thiol_cofactor.m01,0.4984072221263872,0.222420943383636
peptide_protein.m00,sulfur_thiol_cofactor.m01,0.5112053032356638,0.11205521872632786
chromophore_pigment.m00,sterol_steroid.m01,0.30615342911358095,0.06600680833914567
mono_oligosaccharide.m00,mono_oligosaccharide.m02,0.7707484166687204,0.23823714757829545
fatty_acid.m00,mono_oligosaccharide.m03,0.0,0.03267349647828473
acylglycerol.m02,peptide_protein.m04,0.8276908417325877,0.06856641730473009
mono_oligosaccharide.m02,peptide_protein.m05,0.09489144631459621,0.0
polysaccharide.m01,small_nitrogenous.m00,0.21176306299645958,0.040421832829896365
acylglycerol.m01,acylglycerol.m02,0.6917354625134512,0.06251818455195801
mono_oligosaccharide.m00,sulfur_thiol_cofactor.m01,0.4018153889121632,0.04083809379196701
free_amino_acid.m01,peptide_protein.m00,0.14498303720315106,0.16943429108582683
mono_oligosaccharide.m00,peptide_protein.m02,0.6857750724923402,0.10972972817152134
fatty_acid.m02,free_amino_acid.m01,0.21011360555952588,0.10826090360974082
mono_oligosaccharide.m00,phospholipid_sphingolipid.m00,0.014873045992590584,0.0547578654140646
free_amino_acid.m05,sulfur_thiol_cofactor.m01,0.6502098786728768,0.12481638469581775
fatty_acid.m00,peptide_protein.m08,0.6265884652981427,0.0
mono_oligosaccharide.m05,purine.m00,0.4969943402580974,0.0
phosphate_metabolite.m00,purine.m00,0.7238275955543507,0.11308972227534358
peptide_protein.m01,peptide_protein.m09,0.8573022170745133,0.3768664996001693
acylglycerol.m02,mono_oligosaccharide.m03,0.0,0.0
fatty_acid.m03,small_nitrogenous.m00,0.07979003918282856,0.0
acylglycerol.m02,polysaccharide.m00,0.0,0.0
peptide_protein.m02,polysaccharide.m00,0.7134182705340202,0.10964646378192579
fatty_acid.m00,free_amino_acid.m01,0.10095040948930892,0.02964742513021329
free_amino_acid.m05,peptide_protein.m06,0.1700239039897484,0.18689787500308935
fatty_acid.m01,mono_oligosaccharide.m04,0.3595045056145626,0.061949370591275546
peptide_protein.m04,peptide_protein.m06,0.8196899874319229,0.4692159881311886
free_amino_acid.m01,sterol_steroid.m02,0.5547746371275784,0.0
fatty_acid.m04,mono_oligosaccharide.m01,0.09944881178277765,0.0
fatty_acid.m04,mono_oligosaccharide.m02,0.21028117992064863,0.0
mono_oligosaccharide.m01,sterol_steroid.m00,0.12137148114377716,0.0
free_amino_acid.m00,peptide_protein.m02,0.534061131784092,0.14694822882315509
free_amino_acid.m02,small_nitrogenous.m00,0.3919252158341343,0.14822434044924507
small_nitrogenous.m00,sulfur_thiol_cofactor.m00,0.5137550621421589,0.02460375308406518
fatty_acid.m04,sterol_steroid.m02,0.1313996566368483,0.0
fatty_acid.m01,mono_oligosaccharide.m01,0.05847523760237233,0.0
fatty_acid.m04,sulfur_thiol_cofactor.m00,0.15746568422090246,0.0
free_amino_acid.m06,mono_oligosaccharide.m05,0.18218125960061446,0.1734034991112384
mono_oligosaccharide.m00,mono_oligosaccharide.m03,0.7531333941201115,0.24922464197003366
carboxylic_acid_metabolite.m00,pyrimidine.m00,0.3051446971750577,0.21360217784610414
acylglycerol.m02,phosphate_metabolite.m00,0.0,0.0
pyrimidine.m00,small_nitrogenous.m00,0.5380402014178105,0.0910635866657512
free_amino_acid.m05,mono_oligosaccharide.m00,0.5172182656053624,0.0
free_amino_acid.m00,small_nitrogenous.m00,0.3740703319450948,0.02567975692512185
free_amino_acid.m04,phospholipid_sphingolipid.m01,0.5917658559024783,0.27999367814076354
peptide_protein.m08,sulfur_thiol_cofactor.m01,0.5249529723913027,0.18625914771572002
mono_oligosaccharide.m01,purine.m00,0.5157593829320585,0.0
peptide_protein.m04,purine.m01,0.14619220122066423,0.29230722697731376
free_amino_acid.m06,sulfur_thiol_cofactor.m00,0.5418976974954206,0.3014694983122629
phospholipid_sphingolipid.m01,sterol_steroid.m02,0.7205319664522701,0.05968340105825473
nucleic_acid_polymer.m00,sterol_steroid.m00,0.013286018219604557,0.0
mono_oligosaccharide.m00,peptide_protein.m06,0.1018277105563633,0.0
mono_oligosaccharide.m03,sterol_steroid.m00,0.0,0.0
fatty_acid.m02,free_amino_acid.m00,0.01619392625085225,0.0
carboxylic_acid_metabolite.m00,peptide_protein.m05,0.6265588933520624,0.0
free_amino_acid.m01,peptide_protein.m01,0.49650476026187607,0.24928070101102506
fatty_acid.m01,peptide_protein.m06,0.7758282198509904,0.1459707275618893
fatty_acid.m01,sulfur_thiol_cofactor.m01,0.4642154809137732,0.15532875518307362
phosphate_metabolite.m00,phospholipid_sphingolipid.m01,0.874953383112776,0.4066322369456315
peptide_protein.m00,peptide_protein.m04,0.8901402203109984,0.5757342551553672
mono_oligosaccharide.m03,peptide_protein.m06,0.08679201886033006,0.014865854721533685
peptide_protein.m07,purine.m00,0.5789480601624815,0.06598089604788007
sterol_steroid.m00,sulfur_thiol_cofactor.m01,0.3705019837847162,0.06901298139746591
fatty_acid.m02,phosphate_metabolite.m00,0.0,0.0
carboxylic_acid_metabolite.m01,free_amino_acid.m05,0.4713718918652505,0.0
acylglycerol.m00,carboxylic_acid_metabolite.m01,0.15040127487945326,0.0
free_amino_acid.m05,pyrimidine.m00,0.4099608171714434,0.08485274493031643
mono_oligosaccharide.m05,peptide_protein.m02,0.6514289000057503,0.07329800819262067
peptide_protein.m04,peptide_protein.m07,0.7102540723034082,0.3956579906531218
peptide_protein.m04,sulfur_thiol_cofactor.m00,0.32771794934982795,0.0
acylglycerol.m00,mono_oligosaccharide.m00,0.05320814542825928,0.0
peptide_protein.m09,polysaccharide.m00,0.5736185383244208,0.14732179899508505
peptide_protein.m00,phospholipid_sphingolipid.m01,0.15045384722804078,0.06482193600779253
fatty_acid.m04,mono_oligosaccharide.m03,0.0,0.0
acylglycerol.m02,peptide_protein.m03,0.0,0.0
free_amino_acid.m06,polysaccharide.m01,0.451049393364384,0.10869063349319295
mono_oligosaccharide.m01,mono_oligosaccharide.m02,0.5748999893212418,0.29089972246599893
free_amino_acid.m05,sulfur_thiol_cofactor.m00,0.548676244691425,0.05910225586860542
peptide_protein.m02,sterol_steroid.m01,0.33990487690677446,0.03411941618582601
free_amino_acid.m03,peptide_protein.m03,0.6532262171730863,0.20716506467655973
peptide_protein.m02,polysaccharide.m01,0.5399229486516014,0.04329612738828819
chromophore_pigment.m01,free_amino_acid.m03,0.24898428579643003,0.17390867547523142
free_amino_acid.m03,pyrimidine.m00,0.1332856896424259,0.04261449677496983
carboxylic_acid_metabolite.m01,free_amino_acid.m02,0.3256019123191799,0.01746552996629919
free_amino_acid.m04,peptide_protein.m08,0.21681000846086237,0.13683379665115264
chromophore_pigment.m01,peptide_protein.m06,0.278027222619253,0.2216666700421504
free_amino_acid.m02,peptide_protein.m01,0.5634917896777479,0.09739515104714706
free_amino_acid.m05,mono_oligosaccharide.m05,0.50995670995671,0.0
acylglycerol.m01,phospholipid_sphingolipid.m01,0.0,0.03587582261935882
carboxylic_acid_metabolite.m00,peptide_protein.m02,0.21510469290355438,0.13754341585525912
acylglycerol.m01,free_amino_acid.m03,0.2034303457453363,0.044811618456757095
mono_oligosaccharide.m00,peptide_protein.m04,0.15610537470120012,0.0
peptide_protein.m04,peptide_protein.m08,0.8335165151104431,0.5458269376803229
free_amino_acid.m04,mono_oligosaccharide.m04,0.2116020601789103,0.14072603975176542
peptide_protein.m04,phosphate_metabolite.m00,0.08360810599899784,0.1549008432189197
free_amino_acid.m06,peptide_protein.m00,0.5727905238341671,0.0
free_amino_acid.m03,peptide_protein.m04,0.3591102130001561,0.0
free_amino_acid.m03,peptide_protein.m02,0.6347306077856364,0.1193968884829643
peptide_protein.m09,small_nitrogenous.m00,0.3955658509738207,0.1348825009545764
free_amino_acid.m06,purine.m00,0.5432382923844025,0.1856320997051177
free_amino_acid.m01,small_nitrogenous.m00,0.42979044990430193,0.05843977863318693
peptide_protein.m04,purine.m00,0.4287455744761248,0.039266775477069756
free_amino_acid.m05,purine.m00,0.5249036858145018,0.0
fatty_acid.m01,free_amino_acid.m00,0.09836122132137314,0.0
purine.m00,purine.m01,0.6860543630942114,0.24012542318079438
fatty_acid.m00,peptide_protein.m02,0.17821204728225604,0.05096844510393549
carboxylic_acid_metabolite.m00,peptide_protein.m06,0.5599924427248906,0.0
free_amino_acid.m04,peptide_protein.m02,0.47734542497350846,0.11969505583215262
peptide_protein.m07,phosphate_metabolite.m00,0.2991547352078662,0.0
acylglycerol.m00,sulfur_thiol_cofactor.m01,0.27261555648652425,0.04487884727687605
carboxylic_acid_metabolite.m00,sterol_steroid.m00,0.5973713825706237,0.0
mono_oligosaccharide.m04,polysaccharide.m01,0.4897754996426723,0.20410445388725476
free_amino_acid.m00,sterol_steroid.m02,0.6795025341514905,0.1459666179245139
phosphate_metabolite.m00,sterol_steroid.m00,0.0,0.09883402667551444
peptide_protein.m01,pyrimidine.m00,0.36848451990766984,0.14593406236742384
mono_oligosaccharide.m03,peptide_protein.m08,0.07140146381133099,0.11989686080557796
peptide_protein.m05,phospholipid_sphingolipid.m00,0.8099575313996568,0.0
peptide_protein.m00,sterol_steroid.m01,0.4095862391877573,0.1463039214193887
acylglycerol.m02,peptide_protein.m05,0.7525583840574354,0.05029688619085273
carboxylic_acid_metabolite.m01,small_nitrogenous.m00,0.5160978174260907,0.0
free_amino_acid.m03,free_amino_acid.m06,0.6267461823439053,0.24138611111771943
fatty_acid.m03,free_amino_acid.m00,0.061866154086267944,0.11909856786691686
fatty_acid.m03,nucleic_acid_polymer.m00,0.0,0.0
chromophore_pigment.m01,purine.m01,0.7629217082727521,0.22559970639602717
free_amino_acid.m06,peptide_protein.m01,0.03180791378134832,0.017907234640424815
mono_oligosaccharide.m01,mono_oligosaccharide.m04,0.5011738419708059,0.17450087960049085
mono_oligosaccharide.m02,mono_oligosaccharide.m04,0.4571445000287505,0.30887736645388925
free_amino_acid.m05,peptide_protein.m05,0.08097291702604795,0.3028691808617882
peptide_protein.m06,phosphate_metabolite.m00,0.09381699894033861,0.07144499667340888
free_amino_acid.m00,phospholipid_sphingolipid.m00,0.02220031707697742,0.0
fatty_acid.m04,peptide_protein.m03,0.0,0.0
sulfur_thiol_cofactor.m00,sulfur_thiol_cofactor.m01,0.7140524244888572,0.13621365943840505
acylglycerol.m02,mono_oligosaccharide.m02,0.209653597509385,0.0
acylglycerol.m01,polysaccharide.m01,0.0,0.0
carboxylic_acid_metabolite.m01,free_amino_acid.m04,0.43796216433787594,0.061719631583238475
chromophore_pigment.m01,peptide_protein.m04,0.07479895183880005,0.1741068714936863
free_amino_acid.m05,polysaccharide.m01,0.3523908096963126,0.01510175682633968
