lsm_a,lsm_b,class_a,class_b,same_class,spectral_cosine,band_overlap,peak_agreement,bootstrap_cooccurrence,activation_cooccurrence,provenance_overlap,substitutability,edge_weight
pyrimidine.m00,small_nitrogenous.m00,pyrimidine,small_nitrogenous,False,0.21001026618247784,0.02489990586089896,0.125,0.1793027419773773,0.5380402014178105,1.0,0.9699848660308452,0.15410972357970196
free_amino_acid.m05,mono_oligosaccharide.m00,free_amino_acid,mono_oligosaccharide,False,0.2941622334257974,0.07724715566593336,0.125,0.17218061295052128,0.5172182656053624,0.0,0.9857417078071614,0.1535910272721096
free_amino_acid.m00,small_nitrogenous.m00,free_amino_acid,small_nitrogenous,False,0.20634583285208438,0.04813286616656718,0.125,0.16406691938964174,0.3740703319450948,1.0,0.30159883884277056,0.15330542374832085
free_amino_acid.m04,phospholipid_sphingolipid.m01,free_amino_acid,phospholipid_sphingolipid,False,0.35822685033597657,0.07361272901172383,0.125,0.22811907238614262,0.5917658559024783,0.0,0.41411435997996676,0.15302331901443292
peptide_protein.m08,sulfur_thiol_cofactor.m01,peptide_protein,sulfur_thiol_cofactor,False,0.29613892281096926,0.055424922766497194,0.125,0.27608993966948514,0.5249529723913027,0.0,1.0,0.15238123945351442
mono_oligosaccharide.m01,purine.m00,mono_oligosaccharide,purine,False,0.297744044165751,0.019984206221649654,0.125,0.24990725392571658,0.5157593829320585,1.0,0.44229319543787887,0.15134198055195466
peptide_protein.m04,purine.m01,peptide_protein,purine,False,0.24083195232703822,0.09459460509097943,0.25,0.16649444316466738,0.14619220122066423,0.0,1.0,0.15125258185315416
free_amino_acid.m06,sulfur_thiol_cofactor.m00,free_amino_acid,sulfur_thiol_cofactor,False,0.6416342096269534,0.10847583435421952,0.0,0.47769189889409186,0.5418976974954206,1.0,0.6928332448650295,0.15122289080572468
phospholipid_sphingolipid.m01,sterol_steroid.m02,phospholipid_sphingolipid,sterol_steroid,False,0.53371605546051,0.15160673550961282,0.0,0.3804937625625777,0.7205319664522701,1.0,0.44808001338550474,0.15086715180542126
nucleic_acid_polymer.m00,sterol_steroid.m00,nucleic_acid_polymer,sterol_steroid,False,0.3376051781184623,0.07259437817342686,0.125,0.32562557287851374,0.013286018219604557,1.0,0.34173463406734933,0.15068160199158528
mono_oligosaccharide.m00,peptide_protein.m06,mono_oligosaccharide,peptide_protein,False,0.29131396893439604,0.11134836667594451,0.125,0.24020507424003304,0.1018277105563633,0.0,1.0,0.1502981556533814
mono_oligosaccharide.m03,sterol_steroid.m00,mono_oligosaccharide,sterol_steroid,False,0.4064703825257122,0.11023022844479445,0.25,0.26133515197436175,0.0,1.0,0.523627363406276,0.15015986435579895
fatty_acid.m02,free_amino_acid.m00,fatty_acid,free_amino_acid,False,0.2559341193889199,0.09223614293920704,0.125,0.13164730360508134,0.01619392625085225,1.0,1.0,0.15004945892724947
carboxylic_acid_metabolite.m00,peptide_protein.m05,carboxylic_acid_metabolite,peptide_protein,False,0.4683313675120493,0.03173164895978197,0.125,0.3019979574786531,0.6265588933520624,0.0,1.0,0.1498708264770867
free_amino_acid.m01,peptide_protein.m01,free_amino_acid,peptide_protein,False,0.27537339522504883,0.06497362790684601,0.25,0.1788774137023886,0.49650476026187607,0.0,0.46781175479723297,0.14974159581061344
fatty_acid.m01,peptide_protein.m06,fatty_acid,peptide_protein,False,0.46151501185752336,0.024507294859343602,0.13333333333333333,0.3820542268328491,0.7758282198509904,0.0,1.0,0.14969149626948874
fatty_acid.m01,sulfur_thiol_cofactor.m01,fatty_acid,sulfur_thiol_cofactor,False,0.2190491703018276,0.014167990252954003,0.26666666666666666,0.22078393179803338,0.4642154809137732,1.0,0.7296566619034577,0.14942030938693215
phosphate_metabolite.m00,phospholipid_sphingolipid.m01,phosphate_metabolite,phospholipid_sphingolipid,False,0.6936582044851168,0.07138480394869352,0.0,0.5116669111686689,0.874953383112776,1.0,0.8333373566139167,0.14936857050145888
peptide_protein.m00,peptide_protein.m04,peptide_protein,peptide_protein,True,0.6861195562077063,0.1606402541462579,0.25,0.4694308584223467,0.8901402203109984,0.0,0.0,0.14931936840128468
mono_oligosaccharide.m03,peptide_protein.m06,mono_oligosaccharide,peptide_protein,False,0.38534798846068213,0.09321986605807145,0.125,0.23300545711367487,0.08679201886033006,0.0,1.0,0.148948842564119
peptide_protein.m07,purine.m00,peptide_protein,purine,False,0.526699961192653,0.10502353132592886,0.0,0.4331912599664748,0.5789480601624815,1.0,1.0,0.14838849314799873
sterol_steroid.m00,sulfur_thiol_cofactor.m01,sterol_steroid,sulfur_thiol_cofactor,False,0.3045387882729728,0.02908300430083059,0.125,0.29537951987358707,0.3705019837847162,1.0,0.14139698471425352,0.14779337526098524
fatty_acid.m02,phosphate_metabolite.m00,fatty_acid,phosphate_metabolite,False,0.34882981004063063,0.1395892059639683,0.125,0.3152951470287111,0.0,1.0,0.7145510531534587,0.14773489871144488
carboxylic_acid_metabolite.m01,free_amino_acid.m05,carboxylic_acid_metabolite,free_amino_acid,False,0.3116224276848645,0.14470194490415758,0.125,0.09267528890802205,0.4713718918652505,0.0,0.3421816198739069,0.1476343660911353
acylglycerol.m00,carboxylic_acid_metabolite.m01,acylglycerol,carboxylic_acid_metabolite,False,0.31286418539496996,0.03018011114352136,0.13333333333333333,0.12888398690313124,0.15040127487945326,1.0,0.9258856239510853,0.14745276458529263
free_amino_acid.m05,pyrimidine.m00,free_amino_acid,pyrimidine,False,0.21063474507399504,0.10651540611699428,0.125,0.13635150400408863,0.4099608171714434,0.0,1.0,0.1470851528169236
mono_oligosaccharide.m05,peptide_protein.m02,mono_oligosaccharide,peptide_protein,False,0.2834173337041076,0.07049389319014158,0.125,0.13702178819063324,0.6514289000057503,0.0,0.9466142224038324,0.1467513506136994
peptide_protein.m04,peptide_protein.m07,peptide_protein,peptide_protein,True,0.6004063150789993,0.15805302401050028,0.375,0.3956756730128174,0.7102540723034082,0.0,0.0,0.14663468769803753
peptide_protein.m04,sulfur_thiol_cofactor.m00,peptide_protein,sulfur_thiol_cofactor,False,0.42556288125691294,0.04425126141251484,0.125,0.31817009589441336,0.32771794934982795,0.0,0.7466223543283371,0.14657830301447464
acylglycerol.m00,mono_oligosaccharide.m00,acylglycerol,mono_oligosaccharide,False,0.28978675169930895,0.0303651395813846,0.13333333333333333,0.25647813415669873,0.05320814542825928,1.0,1.0,0.14645550488013304
peptide_protein.m09,polysaccharide.m00,peptide_protein,polysaccharide,False,0.37878600166037885,0.058337705871307204,0.125,0.3056531327327807,0.5736185383244208,0.0,0.28237891969501927,0.146363402032303
peptide_protein.m00,phospholipid_sphingolipid.m01,peptide_protein,phospholipid_sphingolipid,False,0.46289897247512296,0.04133178626943464,0.25,0.331498737019868,0.15045384722804078,0.0,0.5337497171026793,0.1463543602482899
fatty_acid.m04,mono_oligosaccharide.m03,fatty_acid,mono_oligosaccharide,False,0.29324858532356807,0.17058007759642851,0.125,0.21267097533144846,0.0,1.0,1.0,0.1462587971514074
acylglycerol.m02,peptide_protein.m03,acylglycerol,peptide_protein,False,0.2930212957654217,0.1602558548517329,0.125,0.23136226066284377,0.0,1.0,0.9725938314742748,0.14539746815408156
free_amino_acid.m06,polysaccharide.m01,free_amino_acid,polysaccharide,False,0.4267472378456346,0.010914507243642829,0.125,0.29416324810621935,0.451049393364384,1.0,0.5839283706399296,0.14535109532828228
mono_oligosaccharide.m01,mono_oligosaccharide.m02,mono_oligosaccharide,mono_oligosaccharide,True,0.3233306932826239,0.16313412796099558,0.125,0.2763610431828357,0.5748999893212418,1.0,0.0,0.14513857295117638
free_amino_acid.m05,sulfur_thiol_cofactor.m00,free_amino_acid,sulfur_thiol_cofactor,False,0.3478930187041555,0.04699051841515096,0.25,0.2326351416467277,0.548676244691425,0.0,0.28621299298025754,0.14473866124357862
peptide_protein.m02,sterol_steroid.m01,peptide_protein,sterol_steroid,False,0.25857415543993273,0.09362087042652947,0.125,0.21898301301150846,0.33990487690677446,0.0,0.45896450419189166,0.14463450283828366
free_amino_acid.m03,peptide_protein.m03,free_amino_acid,peptide_protein,False,0.4191316849687408,0.01245825455588819,0.125,0.19159798003052184,0.6532262171730863,1.0,0.5403502443528694,0.14454512051074433
peptide_protein.m02,polysaccharide.m01,peptide_protein,polysaccharide,False,0.2825299923637648,0.058544876872553483,0.125,0.22088567727133557,0.5399229486516014,0.0,0.74441729214241,0.14409920842877896
chromophore_pigment.m01,free_amino_acid.m03,chromophore_pigment,free_amino_acid,False,0.23159380853659883,0.029040294969756134,0.125,0.14400904946839035,0.24898428579643003,1.0,0.8112184582439291,0.14372145012362367
free_amino_acid.m03,pyrimidine.m00,free_amino_acid,pyrimidine,False,0.15120279785267884,0.06718897182098336,0.125,0.08895713450290461,0.1332856896424259,1.0,0.8894242922912273,0.14356194546884504
carboxylic_acid_metabolite.m01,free_amino_acid.m02,carboxylic_acid_metabolite,free_amino_acid,False,0.2970618534042752,0.05101675653858729,0.125,0.0953195923642855,0.3256019123191799,1.0,0.16860089551996432,0.14350469141818606
free_amino_acid.m04,peptide_protein.m08,free_amino_acid,peptide_protein,False,0.275894321305636,0.07712677407642013,0.125,0.2622077881803164,0.21681000846086237,0.0,0.7072010293909603,0.14316781770277892
chromophore_pigment.m01,peptide_protein.m06,chromophore_pigment,peptide_protein,False,0.3145196709154247,0.05560880696390088,0.125,0.30806190157389085,0.278027222619253,0.0,0.7337205041864368,0.14276095858232504
free_amino_acid.m02,peptide_protein.m01,free_amino_acid,peptide_protein,False,0.2533928345019115,0.06814228168158383,0.125,0.14550683883004817,0.5634917896777479,0.0,1.0,0.1422888291927329
free_amino_acid.m05,mono_oligosaccharide.m05,free_amino_acid,mono_oligosaccharide,False,0.2079413671504935,0.1211697680297323,0.125,0.08874803609811954,0.50995670995671,0.0,0.8117891791278163,0.1421984032212055
acylglycerol.m01,phospholipid_sphingolipid.m01,acylglycerol,phospholipid_sphingolipid,False,0.3447543663968962,0.14917028846820193,0.26666666666666666,0.24700958162245384,0.0,1.0,0.19354837837599703,0.1420377784289064
carboxylic_acid_metabolite.m00,peptide_protein.m02,carboxylic_acid_metabolite,peptide_protein,False,0.3443242904825161,0.04978827327771237,0.25,0.2606650568731098,0.21510469290355438,0.0,0.441295970833684,0.14174792395341576
acylglycerol.m01,free_amino_acid.m03,acylglycerol,free_amino_acid,False,0.1683476150048854,0.04176855639467816,0.13333333333333333,0.12056587303119777,0.2034303457453363,1.0,0.7740545460682552,0.14161099035825883
mono_oligosaccharide.m00,peptide_protein.m04,mono_oligosaccharide,peptide_protein,False,0.3609353649011525,0.036629797471655554,0.25,0.28751471772442966,0.15610537470120012,0.0,1.0,0.14134365442851463
peptide_protein.m04,peptide_protein.m08,peptide_protein,peptide_protein,True,0.5955532518117777,0.1294909654290922,0.375,0.3813743400437367,0.8335165151104431,0.0,0.0,0.14074819003651945
free_amino_acid.m04,mono_oligosaccharide.m04,free_amino_acid,mono_oligosaccharide,False,0.2384919343060933,0.07988518759274223,0.25,0.13312158516733508,0.2116020601789103,0.0,0.730817643307798,0.14072539259345865
peptide_protein.m04,phosphate_metabolite.m00,peptide_protein,phosphate_metabolite,False,0.3984652584100033,0.06336215251542084,0.125,0.29618102595588425,0.08360810599899784,0.0,0.990414536918554,0.1404792561956186
free_amino_acid.m06,peptide_protein.m00,free_amino_acid,peptide_protein,False,0.39481941788431535,0.03160958342604877,0.125,0.2609539937594709,0.5727905238341671,0.0,1.0,0.14029915988132002
free_amino_acid.m03,peptide_protein.m04,free_amino_acid,peptide_protein,False,0.24128123073352567,0.05567719038771359,0.25,0.133633439813441,0.3591102130001561,0.0,1.0,0.14028947334877895
free_amino_acid.m03,peptide_protein.m02,free_amino_acid,peptide_protein,False,0.28394168737009806,0.041525161318017555,0.375,0.15206853906804238,0.6347306077856364,0.0,0.380996047755809,0.14027660654165866
peptide_protein.m09,small_nitrogenous.m00,peptide_protein,small_nitrogenous,False,0.1852003760950371,0.10696401807911514,0.125,0.14846013476084122,0.3955658509738207,0.0,0.7223332973489989,0.14018818798360516
free_amino_acid.m06,purine.m00,free_amino_acid,purine,False,0.5377134337883394,0.10511604364973476,0.0,0.3429917845407597,0.5432382923844025,1.0,0.7829384767558119,0.13953777313270285
free_amino_acid.m01,small_nitrogenous.m00,free_amino_acid,small_nitrogenous,False,0.20608716118866313,0.027621783686584626,0.125,0.1723876078458363,0.42979044990430193,1.0,0.38113493557853384,0.13949835225503945
peptide_protein.m04,purine.m00,peptide_protein,purine,False,0.49162206845880035,0.026491263487733185,0.125,0.30800554042073897,0.4287455744761248,0.0,0.971343586508497,0.13927702321868068
free_amino_acid.m05,purine.m00,free_amino_acid,purine,False,0.295167355153382,0.08451278769653844,0.125,0.14505853100921864,0.5249036858145018,0.0,0.34358881156982884,0.13807788571194068
fatty_acid.m01,free_amino_acid.m00,fatty_acid,free_amino_acid,False,0.21518532667664195,0.01465058858796793,0.4,0.19159728199032297,0.09836122132137314,1.0,1.0,0.13803082715134748
purine.m00,purine.m01,purine,purine,True,0.28194959989814355,0.1067482930912898,0.25,0.2079354632055766,0.6860543630942114,1.0,0.0,0.13744871068270592
fatty_acid.m00,peptide_protein.m02,fatty_acid,peptide_protein,False,0.2533626871414388,0.050048462592399624,0.25,0.20781229072114038,0.17821204728225604,0.0,1.0,0.13741419824478548
carboxylic_acid_metabolite.m00,peptide_protein.m06,carboxylic_acid_metabolite,peptide_protein,False,0.3923237944312415,0.03255509183816775,0.125,0.22019558081937152,0.5599924427248906,0.0,1.0,0.13729656421685277
free_amino_acid.m04,peptide_protein.m02,free_amino_acid,peptide_protein,False,0.2785565527847021,0.07878059221256715,0.125,0.1817846624712512,0.47734542497350846,0.0,0.3240089694564246,0.13661442343135263
peptide_protein.m07,phosphate_metabolite.m00,peptide_protein,phosphate_metabolite,False,0.5187563084470145,0.09436160323972177,0.0,0.47055300054488586,0.2991547352078662,1.0,1.0,0.13651248619983936
acylglycerol.m00,sulfur_thiol_cofactor.m01,acylglycerol,sulfur_thiol_cofactor,False,0.26302045419099757,0.012703644791824809,0.13333333333333333,0.2603947639592561,0.27261555648652425,1.0,1.0,0.13633918739002965
carboxylic_acid_metabolite.m00,sterol_steroid.m00,carboxylic_acid_metabolite,sterol_steroid,False,0.5077858521748186,0.006859286629555544,0.125,0.31255785712330136,0.5973713825706237,1.0,0.4701263085935136,0.13609050292835356
mono_oligosaccharide.m04,polysaccharide.m01,mono_oligosaccharide,polysaccharide,False,0.2886922216014696,0.024267626645151995,0.125,0.1742401202912623,0.4897754996426723,1.0,0.18004157255633665,0.1360158608042502
free_amino_acid.m00,sterol_steroid.m02,free_amino_acid,sterol_steroid,False,0.39968906640198837,0.14247185867917217,0.0,0.3022189402695981,0.6795025341514905,1.0,0.48824344007006026,0.13580248833877548
phosphate_metabolite.m00,sterol_steroid.m00,phosphate_metabolite,sterol_steroid,False,0.423723009915553,0.0557818588741095,0.25,0.3858190201996002,0.0,1.0,0.5345880651078132,0.13567196889972663
peptide_protein.m01,pyrimidine.m00,peptide_protein,pyrimidine,False,0.22353276024028748,0.05949986237823735,0.25,0.10245042756421784,0.36848451990766984,0.0,1.0,0.13533409367849272
mono_oligosaccharide.m03,peptide_protein.m08,mono_oligosaccharide,peptide_protein,False,0.4258599817247434,0.05580553492548761,0.125,0.2849870596246432,0.07140146381133099,0.0,1.0,0.13509947758252808
peptide_protein.m05,phospholipid_sphingolipid.m00,peptide_protein,phospholipid_sphingolipid,False,0.6819650793891431,0.008682713971165755,0.125,0.6917921734500573,0.8099575313996568,0.0,0.9447379960260625,0.13499774454895822
peptide_protein.m00,sterol_steroid.m01,peptide_protein,sterol_steroid,False,0.3068920292640513,0.03471703107223458,0.125,0.2998140095825109,0.4095862391877573,0.0,1.0,0.1348439892749234
acylglycerol.m02,peptide_protein.m05,acylglycerol,peptide_protein,False,0.5276504542565856,0.012219908392322662,0.125,0.548020682876675,0.7525583840574354,0.0,1.0,0.13466238905418204
carboxylic_acid_metabolite.m01,small_nitrogenous.m00,carboxylic_acid_metabolite,small_nitrogenous,False,0.2919806268943819,0.02998318856863088,0.125,0.10434003682093858,0.5160978174260907,1.0,0.1922129572834721,0.1346622539923895
free_amino_acid.m03,free_amino_acid.m06,free_amino_acid,free_amino_acid,True,0.3776415677298585,0.09533479326651152,0.25,0.1551805305792909,0.6267461823439053,1.0,0.0,0.13435522839781613
fatty_acid.m03,free_amino_acid.m00,fatty_acid,free_amino_acid,False,0.3406253070379732,0.017423690680966174,0.14285714285714285,0.246932045487261,0.061866154086267944,1.0,1.0,0.1342788596335756
fatty_acid.m03,nucleic_acid_polymer.m00,fatty_acid,nucleic_acid_polymer,False,0.25376371656109126,0.07402115630364103,0.2857142857142857,0.24526419935414526,0.0,1.0,1.0,0.1333705029216245
chromophore_pigment.m01,purine.m01,chromophore_pigment,purine,False,0.2915409073305404,0.008848915955272043,0.125,0.25639867031620295,0.7629217082727521,1.0,0.6441586989693079,0.1332550172643572
free_amino_acid.m06,peptide_protein.m01,free_amino_acid,peptide_protein,False,0.3443673793562169,0.09366263411496671,0.25,0.24368504548576445,0.03180791378134832,0.0,0.3561727272872135,0.13287121636075883
mono_oligosaccharide.m01,mono_oligosaccharide.m04,mono_oligosaccharide,mono_oligosaccharide,True,0.30921518186269387,0.10775716224457524,0.25,0.17633981550880962,0.5011738419708059,1.0,0.0,0.132680193550414
mono_oligosaccharide.m02,mono_oligosaccharide.m04,mono_oligosaccharide,mono_oligosaccharide,True,0.27188008181923745,0.08108973082643423,0.375,0.23682452883311755,0.4571445000287505,1.0,0.0,0.13255343466165567
free_amino_acid.m05,peptide_protein.m05,free_amino_acid,peptide_protein,False,0.24967507002407033,0.1521404327992212,0.125,0.13277885290697614,0.08097291702604795,0.0,0.5429683157371271,0.1325419830187784
peptide_protein.m06,phosphate_metabolite.m00,peptide_protein,phosphate_metabolite,False,0.40505357385117313,0.04288622189477111,0.125,0.3455976345150625,0.09381699894033861,0.0,1.0,0.13247447605638857
free_amino_acid.m00,phospholipid_sphingolipid.m00,free_amino_acid,phospholipid_sphingolipid,False,0.3876299456444811,0.022424561820872095,0.25,0.29589981074308414,0.02220031707697742,1.0,0.30850983537673726,0.13161033028253571
fatty_acid.m04,peptide_protein.m03,fatty_acid,peptide_protein,False,0.3194744036275513,0.10228566797272448,0.125,0.2523634827591508,0.0,1.0,0.8081180722095147,0.13150094407707308
sulfur_thiol_cofactor.m00,sulfur_thiol_cofactor.m01,sulfur_thiol_cofactor,sulfur_thiol_cofactor,True,0.37025693087903755,0.07717574086736327,0.125,0.35761863591321336,0.7140524244888572,1.0,0.0,0.1313691452822802
acylglycerol.m02,mono_oligosaccharide.m02,acylglycerol,mono_oligosaccharide,False,0.31770543643044497,0.01027191027517525,0.125,0.2845254499680518,0.209653597509385,1.0,1.0,0.1312570487828748
acylglycerol.m01,polysaccharide.m01,acylglycerol,polysaccharide,False,0.22834622752541456,0.12734628458381309,0.13333333333333333,0.21979990667715124,0.0,1.0,1.0,0.13122309415513553
carboxylic_acid_metabolite.m01,free_amino_acid.m04,carboxylic_acid_metabolite,free_amino_acid,False,0.23263667008844444,0.08021043719273567,0.25,0.08230430429850792,0.43796216433787594,0.0,0.36768086438739067,0.13094487370321586
chromophore_pigment.m01,peptide_protein.m04,chromophore_pigment,peptide_protein,False,0.27675220249433496,0.08250415154902344,0.25,0.18030270302115559,0.07479895183880005,0.0,0.4306592214311735,0.13074690916813705
free_amino_acid.m05,polysaccharide.m01,free_amino_acid,polysaccharide,False,0.19944113033719021,0.07222478143755368,0.125,0.14014665426458578,0.3523908096963126,0.0,1.0,0.13057525236891934
fatty_acid.m01,peptide_protein.m08,fatty_acid,peptide_protein,False,0.4468681939223195,0.01456312623621197,0.13333333333333333,0.3916169605442954,0.7417219087048309,0.0,1.0,0.1304799217315272
free_amino_acid.m01,peptide_protein.m08,free_amino_acid,peptide_protein,False,0.33321268936377924,0.03582674767921883,0.125,0.2860155149360109,0.24689782071186248,0.0,1.0,0.13041958653829044
peptide_protein.m00,sterol_steroid.m02,peptide_protein,sterol_steroid,False,0.33492878417547794,0.028297355832984802,0.125,0.3260493463339815,0.36201483525961703,0.0,1.0,0.13041531582294077
phosphate_metabolite.m00,phospholipid_sphingolipid.m00,phosphate_metabolite,phospholipid_sphingolipid,False,0.3536731404333091,0.08295556261333327,0.25,0.33947678196446657,0.0,1.0,0.2248316322896831,0.1299960176545673
peptide_protein.m03,peptide_protein.m07,peptide_protein,peptide_protein,True,0.434997409322599,0.07155283855546879,0.25,0.30594064265857507,0.2512448967856938,1.0,0.0,0.1299871294904728
peptide_protein.m01,phospholipid_sphingolipid.m01,peptide_protein,phospholipid_sphingolipid,False,0.37598931679370645,0.036011288428922275,0.125,0.23002450914199732,0.580140795321061,0.0,0.4416064003193266,0.12995837174598338
free_amino_acid.m05,nucleic_acid_polymer.m00,free_amino_acid,nucleic_acid_polymer,False,0.28078264586063795,0.04668185291214515,0.125,0.19423427339333588,0.47471680754413204,0.0,0.6480498009583832,0.129882534461318
phospholipid_sphingolipid.m01,pyrimidine.m00,phospholipid_sphingolipid,pyrimidine,False,0.3793155825189642,0.1717088274397754,0.0,0.26588066100512164,0.5682035864199052,1.0,0.31540992308088495,0.1298790900514359
fatty_acid.m04,polysaccharide.m00,fatty_acid,polysaccharide,False,0.3053212883479432,0.08298943093664735,0.125,0.30179804163883345,0.0,1.0,1.0,0.12977800043876217
acylglycerol.m00,free_amino_acid.m00,acylglycerol,free_amino_acid,False,0.36600622005826894,0.009021712803442989,0.26666666666666666,0.25365323638577886,0.074329086473299,1.0,1.0,0.12976787506731458
chromophore_pigment.m00,small_nitrogenous.m00,chromophore_pigment,small_nitrogenous,False,0.12910718617734704,0.04786441734807354,0.16666666666666666,0.08766460384508273,0.30577227958632136,1.0,0.28960410397151454,0.12930476022285825
fatty_acid.m02,small_nitrogenous.m00,fatty_acid,small_nitrogenous,False,0.17642261558852648,0.06688455427888843,0.125,0.1659769417268688,0.01197828104848978,1.0,1.0,0.12912948714077535
acylglycerol.m01,peptide_protein.m08,acylglycerol,peptide_protein,False,0.5347092477937736,0.006652927721576509,0.26666666666666666,0.4915763895396438,0.8242112094104505,0.0,1.0,0.12900737968212886
carboxylic_acid_metabolite.m01,peptide_protein.m09,carboxylic_acid_metabolite,peptide_protein,False,0.29145289898756294,0.08339791022434435,0.125,0.08200454680012492,0.4748975249924017,0.0,0.4687870513772605,0.12869812246863724
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m05,carboxylic_acid_metabolite,mono_oligosaccharide,False,0.2971049119826452,0.1511718925196277,0.25,0.11727738070481478,0.0,1.0,0.3118108126236452,0.1285026210445384
free_amino_acid.m00,peptide_protein.m04,free_amino_acid,peptide_protein,False,0.310464976623324,0.0704661568865213,0.125,0.13415655080765884,0.1344225666806312,0.0,1.0,0.1279154999122991
mono_oligosaccharide.m01,peptide_protein.m01,mono_oligosaccharide,peptide_protein,False,0.19206273838669377,0.0610707055947057,0.125,0.17486568290616233,0.33652710351002574,0.0,1.0,0.1278765917675464
mono_oligosaccharide.m02,peptide_protein.m06,mono_oligosaccharide,peptide_protein,False,0.26673260520384423,0.07878163262629406,0.5,0.21372561549038369,0.00848221986741911,0.0,1.0,0.12778986319139096
free_amino_acid.m02,sulfur_thiol_cofactor.m00,free_amino_acid,sulfur_thiol_cofactor,False,0.5008199280204604,0.1053007063155877,0.0,0.3841336933921745,0.6609149231540125,1.0,0.2571813387109515,0.12771885097127936
chromophore_pigment.m00,peptide_protein.m07,chromophore_pigment,peptide_protein,False,0.13522867483790524,0.08009840843170112,0.16666666666666666,0.13328403769866354,0.01649293148344382,1.0,0.6366408362720916,0.12771238001554686
mono_oligosaccharide.m04,mono_oligosaccharide.m05,mono_oligosaccharide,mono_oligosaccharide,True,0.23874076953154466,0.2275387148107826,0.25,0.07601744498457315,0.3037581014810617,1.0,0.0,0.12732976033068893
carboxylic_acid_metabolite.m00,free_amino_acid.m05,carboxylic_acid_metabolite,free_amino_acid,False,0.29967593277020443,0.1465401723340174,0.125,0.09116482349207107,0.0856617133656982,0.0,0.4448886932034972,0.12689191640024913
peptide_protein.m02,purine.m01,peptide_protein,purine,False,0.1535128458197307,0.05207790099383323,0.25,0.12902807039148703,0.49130338352349745,0.0,0.8199320040360726,0.12682319893819097
carboxylic_acid_metabolite.m00,peptide_protein.m09,carboxylic_acid_metabolite,peptide_protein,False,0.23621243657474672,0.08947881101180909,0.25,0.16976834496020007,0.05059924262960317,0.0,0.5738947682811764,0.12678204122973177
carboxylic_acid_metabolite.m00,peptide_protein.m08,carboxylic_acid_metabolite,peptide_protein,False,0.5252089668063222,0.014476248030715294,0.125,0.2956854957712516,0.6858506452434348,0.0,1.0,0.12676938711192545
free_amino_acid.m01,free_amino_acid.m06,free_amino_acid,free_amino_acid,True,0.34793875063095925,0.0725095290527599,0.25,0.2390008492205609,0.4259986692624264,1.0,0.0,0.12670421810314095
peptide_protein.m05,small_nitrogenous.m00,peptide_protein,small_nitrogenous,False,0.31637870217130076,0.02359291412330681,0.25,0.27199420463337015,0.38018515324018176,0.0,0.5778769875455789,0.1265595287321135
free_amino_acid.m05,peptide_protein.m01,free_amino_acid,peptide_protein,False,0.23497682871564485,0.05510510194672657,0.125,0.11974664712451183,0.5082316797686817,0.0,0.9050637655781762,0.12648908690930008
fatty_acid.m00,free_amino_acid.m00,fatty_acid,free_amino_acid,False,0.28983821981641406,0.012892200866255709,0.25,0.2071167655165935,0.054699885819430416,1.0,1.0,0.12616381942009486
acylglycerol.m01,purine.m01,acylglycerol,purine,False,0.15297802966440785,0.05785065278718705,0.13333333333333333,0.16126209678801293,0.01939755374290479,1.0,0.8620248220831046,0.12580566796003678
chromophore_pigment.m01,mono_oligosaccharide.m03,chromophore_pigment,mono_oligosaccharide,False,0.4114745522006588,0.08389261890011498,0.0,0.28471225534876743,0.5986659766545914,1.0,1.0,0.12579950036301882
peptide_protein.m06,purine.m01,peptide_protein,purine,False,0.2599697509849243,0.04294940138634289,0.125,0.232586972308243,0.2440852000624297,0.0,1.0,0.12574835048908917
carboxylic_acid_metabolite.m00,free_amino_acid.m03,carboxylic_acid_metabolite,free_amino_acid,False,0.310176430148217,0.014685709976859649,0.125,0.1246986951680078,0.39123191798713625,1.0,0.5032565299758873,0.12542486825937396
phospholipid_sphingolipid.m00,sulfur_thiol_cofactor.m01,phospholipid_sphingolipid,sulfur_thiol_cofactor,False,0.26430350594345914,0.02662418983292205,0.125,0.26025493717486453,0.2418048744424456,1.0,0.0834285043717363,0.12533258136660574
fatty_acid.m01,fatty_acid.m03,fatty_acid,fatty_acid,True,0.32588945133504527,0.06506070565335798,0.15384615384615385,0.3512132263139354,0.6475451177538465,1.0,0.0,0.12501708899000558
phospholipid_sphingolipid.m01,sterol_steroid.m01,phospholipid_sphingolipid,sterol_steroid,False,0.42461239952104873,0.13524414112375802,0.0,0.32577008546690467,0.4646130592999664,1.0,0.28073655373116124,0.1249838410633707
free_amino_acid.m01,peptide_protein.m02,free_amino_acid,peptide_protein,False,0.3428061811109889,0.02058981264476014,0.25,0.255555372296642,0.7640651568545308,0.0,0.3180847517985879,0.12439528105606304
mono_oligosaccharide.m05,purine.m01,mono_oligosaccharide,purine,False,0.13722620334871555,0.022529243956694794,0.125,0.09710937882040892,0.46177415247623976,1.0,0.9771541275297367,0.12409063628504625
free_amino_acid.m02,peptide_protein.m02,free_amino_acid,peptide_protein,False,0.3137251874162491,0.019570372895886215,0.25,0.1996059326505417,0.5532237528442463,0.0,0.7669459012509579,0.12294000478495017
