neighbourhood_stability,null_separation,spectroscopic_coherence,source_robustness,neighbourhood_preservation,interpretability,simplicity,knn_source_predictability,method,distance_range,degenerate,pareto_composite
0.8215873015873015,9.676749597832234,0.152,0.9472,1.0,0.8,0.588591910067779,0.672,weighted_similarity,0.8349981400928033,False,0.6416808492639838
0.5016560846560847,12.460016040523916,0.24,0.9232,1.0,1.0,1.0,0.6960000000000001,single_view_wasserstein,0.31353783770745075,False,0.611567944250871
0.7416719576719577,5.809928937530305,0.18400000000000002,0.9392,1.0,0.9,0.588591910067779,0.68,graph_consensus,0.9999999999989999,False,0.5529979042357295
0.8735873015873016,1.8123040374591324,0.22,0.9432,1.0,0.3,0.588591910067779,0.676,multiple_kernel_embedding,0.9045486348410077,False,0.5282026910669404
0.7771587301587303,4.321862107385938,0.31600000000000006,0.8352,1.0,0.6,0.23870852066166476,0.784,concatenated_features,0.6656722662178598,False,0.4643854960969067
0.023,-86286.98011682829,0.06000000000000001,0.8592000000000001,1.0,0.5,0.588591910067779,0.76,similarity_network_fusion,0.0031643533962831816,True,
