model,chem_top1,chem_top3,chem_macro_f1,chem_balanced_accuracy,analogue_class_correct
B_csm,0.8453333333333334,0.9706666666666667,0.805302383907059,0.839405537257638,0.8453333333333334
C_chemistry_rerank,0.8453333333333334,0.9706666666666667,0.805302383907059,0.839405537257638,0.8453333333333334
