model,top1,top5,mrr
A_raw_spectrum,0.9260190476190475,0.9854476190476191,0.952281558539229
B_csm,0.8279619047619047,0.975542857142857,0.8931334022716572
C_chemistry_rerank,0.8279619047619047,0.975542857142857,0.8931334022716572
