bin_center,empirical_accuracy,count,model
0.05,,0,B_csm
0.15000000000000002,,0,B_csm
0.25,,0,B_csm
0.35000000000000003,0.45569620253164556,79,B_csm
0.45,0.415929203539823,113,B_csm
0.55,0.7704918032786885,61,B_csm
0.6500000000000001,0.8260869565217391,23,B_csm
0.75,0.8285714285714286,35,B_csm
0.8500000000000001,0.7777777777777778,18,B_csm
0.95,0.7608695652173914,46,B_csm
