model,ece,brier,log_loss,sharpness,discrimination,accuracy
B_csm,0.12051566660903701,0.22599730858134634,0.6933755499776819,0.20624706396732426,0.69133230146446,0.6053333333333333
C_chemistry_rerank,0.12257293038644186,0.22626309191431937,0.6887086377681843,0.2004503527648284,0.6907965233956423,0.6053333333333333
