axis,recall,precision
acylglycerol,0.782608695652174,1.0
acylglycerol,0.7391304347826086,1.0
acylglycerol,0.6956521739130435,1.0
acylglycerol,0.6521739130434783,1.0
acylglycerol,0.6086956521739131,1.0
acylglycerol,0.5652173913043478,1.0
acylglycerol,0.5217391304347826,1.0
acylglycerol,0.4782608695652174,1.0
acylglycerol,0.43478260869565216,1.0
acylglycerol,0.391304347826087,1.0
acylglycerol,0.34782608695652173,1.0
acylglycerol,0.30434782608695654,1.0
acylglycerol,0.2608695652173913,1.0
acylglycerol,0.21739130434782608,1.0
acylglycerol,0.17391304347826086,1.0
acylglycerol,0.13043478260869565,1.0
acylglycerol,0.08695652173913043,1.0
acylglycerol,0.043478260869565216,1.0
acylglycerol,0.0,1.0
carboxylic_acid_metabolite,1.0,0.06133333333333333
carboxylic_acid_metabolite,1.0,0.06149732620320856
carboxylic_acid_metabolite,1.0,0.06166219839142091
carboxylic_acid_metabolite,1.0,0.06182795698924731
carboxylic_acid_metabolite,1.0,0.06199460916442048
carboxylic_acid_metabolite,1.0,0.062162162162162166
carboxylic_acid_metabolite,1.0,0.06233062330623306
carboxylic_acid_metabolite,1.0,0.0625
carboxylic_acid_metabolite,1.0,0.06267029972752043
carboxylic_acid_metabolite,1.0,0.06284153005464481
carboxylic_acid_metabolite,1.0,0.06301369863013699
carboxylic_acid_metabolite,1.0,0.06318681318681318
carboxylic_acid_metabolite,1.0,0.06336088154269973
carboxylic_acid_metabolite,1.0,0.06353591160220995
carboxylic_acid_metabolite,1.0,0.06371191135734072
carboxylic_acid_metabolite,1.0,0.06388888888888888
carboxylic_acid_metabolite,1.0,0.06406685236768803
carboxylic_acid_metabolite,1.0,0.06424581005586592
carboxylic_acid_metabolite,1.0,0.06442577030812324
carboxylic_acid_metabolite,1.0,0.06460674157303371
carboxylic_acid_metabolite,1.0,0.0647887323943662
carboxylic_acid_metabolite,1.0,0.06497175141242938
carboxylic_acid_metabolite,1.0,0.06515580736543909
carboxylic_acid_metabolite,1.0,0.06534090909090909
carboxylic_acid_metabolite,1.0,0.06552706552706553
carboxylic_acid_metabolite,1.0,0.06571428571428571
carboxylic_acid_metabolite,1.0,0.0659025787965616
carboxylic_acid_metabolite,1.0,0.06609195402298851
carboxylic_acid_metabolite,1.0,0.06628242074927954
carboxylic_acid_metabolite,1.0,0.06647398843930635
carboxylic_acid_metabolite,1.0,0.06666666666666667
carboxylic_acid_metabolite,1.0,0.06686046511627906
carboxylic_acid_metabolite,1.0,0.06705539358600583
carboxylic_acid_metabolite,1.0,0.06725146198830409
carboxylic_acid_metabolite,1.0,0.06744868035190615
carboxylic_acid_metabolite,1.0,0.06764705882352941
carboxylic_acid_metabolite,1.0,0.06784660766961652
carboxylic_acid_metabolite,1.0,0.06804733727810651
carboxylic_acid_metabolite,1.0,0.06824925816023739
carboxylic_acid_metabolite,1.0,0.06845238095238096
carboxylic_acid_metabolite,1.0,0.06865671641791045
carboxylic_acid_metabolite,1.0,0.0688622754491018
carboxylic_acid_metabolite,1.0,0.06906906906906907
carboxylic_acid_metabolite,1.0,0.06927710843373494
carboxylic_acid_metabolite,1.0,0.06948640483383686
carboxylic_acid_metabolite,1.0,0.0696969696969697
carboxylic_acid_metabolite,1.0,0.06990881458966565
carboxylic_acid_metabolite,1.0,0.0701219512195122
carboxylic_acid_metabolite,1.0,0.07033639143730887
carboxylic_acid_metabolite,1.0,0.0705521472392638
carboxylic_acid_metabolite,1.0,0.07076923076923076
carboxylic_acid_metabolite,1.0,0.07098765432098765
carboxylic_acid_metabolite,1.0,0.07120743034055728
carboxylic_acid_metabolite,1.0,0.07142857142857142
carboxylic_acid_metabolite,1.0,0.07165109034267912
carboxylic_acid_metabolite,1.0,0.071875
carboxylic_acid_metabolite,1.0,0.07210031347962383
carboxylic_acid_metabolite,1.0,0.07232704402515723
carboxylic_acid_metabolite,1.0,0.07255520504731862
carboxylic_acid_metabolite,1.0,0.07278481012658228
carboxylic_acid_metabolite,1.0,0.07301587301587302
carboxylic_acid_metabolite,1.0,0.0732484076433121
carboxylic_acid_metabolite,1.0,0.07348242811501597
carboxylic_acid_metabolite,1.0,0.07371794871794872
carboxylic_acid_metabolite,1.0,0.07395498392282958
carboxylic_acid_metabolite,1.0,0.07419354838709677
carboxylic_acid_metabolite,1.0,0.0744336569579288
carboxylic_acid_metabolite,1.0,0.07467532467532467
carboxylic_acid_metabolite,1.0,0.0749185667752443
