cohort,n,G01_purine_nucleotide,G02_purine_metabolite,G03_pyrimidine_nucleotide,G04_nucleic_acid_phosphate,G05_glycan_carbohydrate,G06_protein_peptide_backbone,G07_aromatic_residue,G08_lipid_acyl_membrane,G09_sterol_neutral_lipid,G10_sulfur_thiol_redox,G11_metabolic_small_molecule
NWD,24,-0.18800838465550962,0.020522064645035695,0.7209943118915481,-0.17067885055619078,0.13301275195750967,-0.165175259177936,-0.691214657234734,0.1710863826289796,-0.9744793259839937,-0.7321338926415709,0.7356296882254902
OWD,39,0.1156974674803127,-0.012628962858484012,-0.44368880731787497,0.10503313880380993,-0.08185400120462266,0.10164631334026793,0.425362865990606,-0.10528392777167998,0.5996795852209204,0.450543933933275,-0.4526951927541458
