perturbation,level,representation,A_top1,A_top5,A_mrr,B_top1,B_macro_f1,activation_stability,replicate_consistency
peak_scaling,0.8,RAW,0.7766990291262136,0.8932038834951457,0.8244753016079649,0.6133333333333333,0.5188440834319792,0.9606630635165211,0.8362949184622519
peak_scaling,0.8,LSM,0.7119741100323624,0.8737864077669902,0.7808834328317921,0.8346666666666667,0.7988210270912339,0.940051954465138,0.7985047834993618
peak_scaling,0.8,CSM,0.7022653721682848,0.8576051779935275,0.7731388160127104,0.816,0.7733427384065189,0.9434406358252093,0.803597514737817
peak_scaling,0.8,META,0.0970873786407767,0.29449838187702265,0.2072945361813213,0.368,0.17317429569578058,0.9821019403744788,0.9482397262263049
wavelength_shift,1.0,RAW,0.7928802588996764,0.889967637540453,0.8404251181348867,0.6053333333333333,0.5191650559470524,0.9982138558919008,0.9033056250647273
wavelength_shift,1.0,LSM,0.7993527508090615,0.912621359223301,0.8502319884358719,0.8533333333333334,0.8032783672148418,0.9985993851498709,0.8901813142436517
wavelength_shift,1.0,CSM,0.7896440129449838,0.912621359223301,0.8470150893043814,0.8506666666666667,0.8043262137152765,0.9988778102892887,0.8914433415306339
wavelength_shift,1.0,META,0.3074433656957929,0.5436893203883495,0.41960211694794686,0.376,0.19145455871465408,0.9996043540939622,0.9796693263713898
wavelength_shift,2.0,RAW,0.7831715210355987,0.889967637540453,0.836767834184246,0.6053333333333333,0.5078984354428557,0.9937650951752738,0.8972752908887135
wavelength_shift,2.0,LSM,0.7928802588996764,0.9158576051779935,0.8457415528411719,0.84,0.7946748085664398,0.9944068475915819,0.886911712821965
wavelength_shift,2.0,CSM,0.7864077669902912,0.9093851132686084,0.8440973250215571,0.848,0.8031236004370612,0.9958077230565877,0.8883378102346488
wavelength_shift,2.0,META,0.2815533980582524,0.5339805825242718,0.3957243379767448,0.3893333333333333,0.2040592245020768,0.998488748772523,0.9774395373170347
wavelength_shift,4.0,RAW,0.7896440129449838,0.889967637540453,0.8376040178280837,0.5866666666666667,0.48396607563860905,0.977050784364229,0.8756094902972372
wavelength_shift,4.0,LSM,0.7669902912621359,0.9029126213592233,0.8287032331254257,0.824,0.7773787779807431,0.9771724458370928,0.8743083854937649
wavelength_shift,4.0,CSM,0.7637540453074434,0.9093851132686084,0.830283548123158,0.8266666666666667,0.7733973406428727,0.9827045102008706,0.8749702566689841
wavelength_shift,4.0,META,0.22653721682847897,0.4627831715210356,0.3417574531936788,0.368,0.17827667124542124,0.9937724046410344,0.9693250000114788
wavelength_shift,8.0,RAW,0.7734627831715211,0.8770226537216829,0.8223619097542331,0.5733333333333334,0.4687903095255651,0.920971869312545,0.8124766029041314
wavelength_shift,8.0,LSM,0.7249190938511327,0.883495145631068,0.7940958104693836,0.768,0.7131672411953431,0.9183926674557212,0.8154918756763242
wavelength_shift,8.0,CSM,0.7119741100323624,0.9029126213592233,0.7931730281703842,0.792,0.7345169423303677,0.9258255338575584,0.8128349094495403
wavelength_shift,8.0,META,0.16181229773462782,0.3559870550161812,0.27282471962090143,0.37866666666666665,0.19649882260215817,0.9814523062865169,0.9485870818625638
wavelength_shift,16.0,RAW,0.5663430420711975,0.7022653721682848,0.6376705278743682,0.488,0.3728987422678444,0.7905465116521768,0.700464476505325
wavelength_shift,16.0,LSM,0.5242718446601942,0.6925566343042071,0.6042862379490176,0.6426666666666667,0.5840323800211862,0.7283533707468193,0.6319420896868485
wavelength_shift,16.0,CSM,0.5242718446601942,0.6666666666666666,0.5961141905868008,0.6346666666666667,0.5688192838934809,0.727346388885515,0.622827581777936
wavelength_shift,16.0,META,0.0970873786407767,0.2459546925566343,0.18215197078757236,0.32,0.17017113929421251,0.946391872909145,0.9026706337316722
spectral_stretch,0.001,RAW,0.7896440129449838,0.8932038834951457,0.8388744236422253,0.608,0.5220163289022843,0.9996947221920797,0.904409727668967
spectral_stretch,0.001,LSM,0.8090614886731392,0.912621359223301,0.8547855651855104,0.856,0.8077740670080069,0.9997642533768685,0.8903521312814653
spectral_stretch,0.001,CSM,0.7961165048543689,0.912621359223301,0.8478909859379143,0.856,0.8101672781808837,0.9998230739462058,0.8921230405345462
spectral_stretch,0.001,META,0.34627831715210355,0.5307443365695793,0.4434340438149653,0.392,0.20676143569995686,0.9999051653845428,0.9802192083002116
spectral_stretch,0.002,RAW,0.7864077669902912,0.8964401294498382,0.8372792049324199,0.6106666666666667,0.5234094850472792,0.9992261827730007,0.903740063790113
spectral_stretch,0.002,LSM,0.8058252427184466,0.912621359223301,0.8533470912813027,0.848,0.7975156853223759,0.9992470665678739,0.889388488491753
spectral_stretch,0.002,CSM,0.7961165048543689,0.912621359223301,0.8473671624043821,0.8506666666666667,0.804662318866521,0.9994847212179984,0.8914316758837032
spectral_stretch,0.002,META,0.33980582524271846,0.5339805825242718,0.4395971227039741,0.4,0.2140798834006794,0.9997438930805828,0.979825174600962
spectral_stretch,0.005,RAW,0.7831715210355987,0.8932038834951457,0.8344496303334984,0.6026666666666667,0.5070192827408848,0.9960111084806279,0.8987614682536758
spectral_stretch,0.005,LSM,0.7993527508090615,0.912621359223301,0.8473882589002424,0.8426666666666667,0.7913594548200283,0.9959171232876739,0.8840129455648976
spectral_stretch,0.005,CSM,0.7864077669902912,0.9093851132686084,0.8408304579110008,0.848,0.8005003361111879,0.997333365882629,0.887935649488466
spectral_stretch,0.005,META,0.284789644012945,0.4919093851132686,0.3960744893742529,0.37333333333333335,0.18511867494562387,0.9988079886333984,0.9776721372036744
spectral_stretch,0.01,RAW,0.7799352750809061,0.8932038834951457,0.8313062934025236,0.592,0.4925683295901846,0.9853848749410717,0.8833643689690575
spectral_stretch,0.01,LSM,0.7799352750809061,0.9029126213592233,0.8336225219264725,0.8293333333333334,0.7780582040878272,0.983452741045422,0.8675852791037205
spectral_stretch,0.01,CSM,0.7799352750809061,0.8996763754045307,0.8352678143302804,0.8293333333333334,0.7784979756181998,0.9899085413215167,0.8782465740823387
spectral_stretch,0.01,META,0.22006472491909385,0.459546925566343,0.34813173644607587,0.4186666666666667,0.21530237326651586,0.9957654250976833,0.9717570057690786
spectral_stretch,0.02,RAW,0.7637540453074434,0.8737864077669902,0.8158772200029294,0.5733333333333334,0.4678972194309071,0.9501625526091231,0.8409344361522405
spectral_stretch,0.02,LSM,0.7281553398058253,0.8673139158576052,0.7937931550186701,0.792,0.7459431016531486,0.9483500346878294,0.8229651919923939
spectral_stretch,0.02,CSM,0.7411003236245954,0.8802588996763754,0.8047855196828211,0.8026666666666666,0.7532561815019095,0.9581889641831167,0.837322973218484
spectral_stretch,0.02,META,0.13915857605177995,0.4174757281553398,0.27737957942004543,0.4053333333333333,0.2192089358325306,0.9843057352291811,0.9515302671414393
peak_dropout,0.05,RAW,0.7864077669902912,0.8932038834951457,0.8346932581920872,0.5946666666666667,0.5013052057546383,0.9918294139039738,0.8924555254957337
peak_dropout,0.05,LSM,0.7961165048543689,0.912621359223301,0.843898995105305,0.8506666666666667,0.8051043023553244,0.9935004411178767,0.8828377290630929
peak_dropout,0.05,CSM,0.7864077669902912,0.9093851132686084,0.8400731836246845,0.848,0.8020638706158989,0.9929732857347426,0.8840456212980133
