spectrum_id,source_dataset,original_file,original_analyte_label,normalized_label,canonical_id,modality,substrate,excitation_nm,is_pure_analyte,included_in_v7_raman,inclusion_reason,exclusion_reason,chemistry_class,replicate_group,substrate_flag
gobbato_sers_metabolites::Chol::05,gobbato_sers_metabolites,SERS_met_Chol_6.2mM_05.txt,cholesterol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Citric::01,gobbato_sers_metabolites,SERS_met_Citric_200uM_01.txt,citrate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Citric::02,gobbato_sers_metabolites,SERS_met_Citric_200uM_02.txt,citrate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Citric::03,gobbato_sers_metabolites,SERS_met_Citric_200uM_03.txt,citrate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Citric::04,gobbato_sers_metabolites,SERS_met_Citric_200uM_04.txt,citrate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Citric::05,gobbato_sers_metabolites,SERS_met_Citric_200uM_05.txt,citrate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::CoA::01,gobbato_sers_metabolites,SERS_met_CoA_100uM_01.txt,coenzyme a,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::CoA::02,gobbato_sers_metabolites,SERS_met_CoA_100uM_02.txt,coenzyme a,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::CoA::03,gobbato_sers_metabolites,SERS_met_CoA_100uM_03.txt,coenzyme a,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::CoA::04,gobbato_sers_metabolites,SERS_met_CoA_100uM_04.txt,coenzyme a,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::CoA::05,gobbato_sers_metabolites,SERS_met_CoA_100uM_05.txt,coenzyme a,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Creat::01,gobbato_sers_metabolites,SERS_met_Creat_80uM_01.txt,creatinine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Creat::02,gobbato_sers_metabolites,SERS_met_Creat_80uM_02.txt,creatinine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Creat::03,gobbato_sers_metabolites,SERS_met_Creat_80uM_03.txt,creatinine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Creat::04,gobbato_sers_metabolites,SERS_met_Creat_80uM_04.txt,creatinine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Creat::05,gobbato_sers_metabolites,SERS_met_Creat_80uM_05.txt,creatinine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Cys::01,gobbato_sers_metabolites,SERS_met_Cys_0.2uM_01.txt,cysteine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Cys::02,gobbato_sers_metabolites,SERS_met_Cys_0.2uM_02.txt,cysteine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Cys::03,gobbato_sers_metabolites,SERS_met_Cys_0.2uM_03.txt,cysteine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Cys::04,gobbato_sers_metabolites,SERS_met_Cys_0.2uM_04.txt,cysteine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Cys::05,gobbato_sers_metabolites,SERS_met_Cys_0.2uM_05.txt,cysteine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::DNA::01,gobbato_sers_metabolites,SERS_met_DNA_30ngmL_01.txt,dna,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::DNA::02,gobbato_sers_metabolites,SERS_met_DNA_30ngmL_02.txt,dna,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::DNA::03,gobbato_sers_metabolites,SERS_met_DNA_30ngmL_03.txt,dna,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::DNA::04,gobbato_sers_metabolites,SERS_met_DNA_30ngmL_04.txt,dna,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::DNA::05,gobbato_sers_metabolites,SERS_met_DNA_30ngmL_05.txt,dna,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Dfruct6P::01,gobbato_sers_metabolites,SERS_met_Dfruct6P_10uM_01.txt,fructose-6-phosphate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Dfruct6P::02,gobbato_sers_metabolites,SERS_met_Dfruct6P_10uM_02.txt,fructose-6-phosphate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Dfruct6P::03,gobbato_sers_metabolites,SERS_met_Dfruct6P_10uM_03.txt,fructose-6-phosphate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Dfruct6P::04,gobbato_sers_metabolites,SERS_met_Dfruct6P_10uM_04.txt,fructose-6-phosphate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Dfruct6P::05,gobbato_sers_metabolites,SERS_met_Dfruct6P_10uM_05.txt,fructose-6-phosphate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ergo::01,gobbato_sers_metabolites,SERS_met_Ergo_5uM_01.txt,ergothioneine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ergo::02,gobbato_sers_metabolites,SERS_met_Ergo_5uM_02.txt,ergothioneine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ergo::03,gobbato_sers_metabolites,SERS_met_Ergo_5uM_03.txt,ergothioneine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ergo::04,gobbato_sers_metabolites,SERS_met_Ergo_5uM_04.txt,ergothioneine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ergo::05,gobbato_sers_metabolites,SERS_met_Ergo_5uM_05.txt,ergothioneine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Fruct::01,gobbato_sers_metabolites,SERS_met_Fruct_30uM_01.txt,fructose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Fruct::02,gobbato_sers_metabolites,SERS_met_Fruct_30uM_02.txt,fructose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Fruct::03,gobbato_sers_metabolites,SERS_met_Fruct_30uM_03.txt,fructose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Fruct::04,gobbato_sers_metabolites,SERS_met_Fruct_30uM_04.txt,fructose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Fruct::05,gobbato_sers_metabolites,SERS_met_Fruct_30uM_05.txt,fructose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Galact::01,gobbato_sers_metabolites,SERS_met_Galact_100uM_01.txt,galactose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Galact::02,gobbato_sers_metabolites,SERS_met_Galact_100uM_02.txt,galactose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Galact::03,gobbato_sers_metabolites,SERS_met_Galact_100uM_03.txt,galactose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Galact::04,gobbato_sers_metabolites,SERS_met_Galact_100uM_04.txt,galactose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Galact::05,gobbato_sers_metabolites,SERS_met_Galact_100uM_05.txt,galactose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gluc::01,gobbato_sers_metabolites,SERS_met_Gluc_5.4mM_01.txt,glucose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gluc::02,gobbato_sers_metabolites,SERS_met_Gluc_5.4mM_02.txt,glucose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gluc::03,gobbato_sers_metabolites,SERS_met_Gluc_5.4mM_03.txt,glucose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gluc::04,gobbato_sers_metabolites,SERS_met_Gluc_5.4mM_04.txt,glucose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gluc::05,gobbato_sers_metabolites,SERS_met_Gluc_5.4mM_05.txt,glucose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glut::01,gobbato_sers_metabolites,SERS_met_Glut_85uM_01.txt,glutathione,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glut::02,gobbato_sers_metabolites,SERS_met_Glut_85uM_02.txt,glutathione,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glut::03,gobbato_sers_metabolites,SERS_met_Glut_85uM_03.txt,glutathione,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glut::04,gobbato_sers_metabolites,SERS_met_Glut_85uM_04.txt,glutathione,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glut::05,gobbato_sers_metabolites,SERS_met_Glut_85uM_05.txt,glutathione,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glutamic::01,gobbato_sers_metabolites,SERS_met_Glutamic_30uM_01.txt,glutamate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glutamic::02,gobbato_sers_metabolites,SERS_met_Glutamic_30uM_02.txt,glutamate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glutamic::03,gobbato_sers_metabolites,SERS_met_Glutamic_30uM_03.txt,glutamate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glutamic::04,gobbato_sers_metabolites,SERS_met_Glutamic_30uM_04.txt,glutamate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glutamic::05,gobbato_sers_metabolites,SERS_met_Glutamic_30uM_05.txt,glutamate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gly::01,gobbato_sers_metabolites,SERS_met_Gly_230uM_01.txt,glycine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gly::02,gobbato_sers_metabolites,SERS_met_Gly_230uM_02.txt,glycine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gly::03,gobbato_sers_metabolites,SERS_met_Gly_230uM_03.txt,glycine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gly::04,gobbato_sers_metabolites,SERS_met_Gly_230uM_04.txt,glycine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gly::05,gobbato_sers_metabolites,SERS_met_Gly_230uM_05.txt,glycine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycerol::01,gobbato_sers_metabolites,SERS_met_Glycerol_40uM_01.txt,glycerol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycerol::02,gobbato_sers_metabolites,SERS_met_Glycerol_40uM_02.txt,glycerol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycerol::03,gobbato_sers_metabolites,SERS_met_Glycerol_40uM_03.txt,glycerol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycerol::04,gobbato_sers_metabolites,SERS_met_Glycerol_40uM_04.txt,glycerol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycerol::05,gobbato_sers_metabolites,SERS_met_Glycerol_40uM_05.txt,glycerol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycogen::01,gobbato_sers_metabolites,SERS_met_Glycogen_1mgmL_01.txt,glycogen,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycogen::02,gobbato_sers_metabolites,SERS_met_Glycogen_1mgmL_02.txt,glycogen,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycogen::03,gobbato_sers_metabolites,SERS_met_Glycogen_1mgmL_03.txt,glycogen,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycogen::04,gobbato_sers_metabolites,SERS_met_Glycogen_1mgmL_04.txt,glycogen,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Glycogen::05,gobbato_sers_metabolites,SERS_met_Glycogen_1mgmL_05.txt,glycogen,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gua::01,gobbato_sers_metabolites,SERS_met_Gua_100uM_01.txt,guanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gua::02,gobbato_sers_metabolites,SERS_met_Gua_100uM_02.txt,guanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gua::03,gobbato_sers_metabolites,SERS_met_Gua_100uM_03.txt,guanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gua::04,gobbato_sers_metabolites,SERS_met_Gua_100uM_04.txt,guanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Gua::05,gobbato_sers_metabolites,SERS_met_Gua_100uM_05.txt,guanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::His::01,gobbato_sers_metabolites,SERS_met_His_90uM_01.txt,histidine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::His::02,gobbato_sers_metabolites,SERS_met_His_90uM_02.txt,histidine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::His::03,gobbato_sers_metabolites,SERS_met_His_90uM_03.txt,histidine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::His::04,gobbato_sers_metabolites,SERS_met_His_90uM_04.txt,histidine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::His::05,gobbato_sers_metabolites,SERS_met_His_90uM_05.txt,histidine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hydroxypro::01,gobbato_sers_metabolites,SERS_met_Hydroxypro_10uM_01.txt,hydroxyproline,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hydroxypro::02,gobbato_sers_metabolites,SERS_met_Hydroxypro_10uM_02.txt,hydroxyproline,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hydroxypro::03,gobbato_sers_metabolites,SERS_met_Hydroxypro_10uM_03.txt,hydroxyproline,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hydroxypro::04,gobbato_sers_metabolites,SERS_met_Hydroxypro_10uM_04.txt,hydroxyproline,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hydroxypro::05,gobbato_sers_metabolites,SERS_met_Hydroxypro_10uM_05.txt,hydroxyproline,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hypox::01,gobbato_sers_metabolites,SERS_met_Hypox_2.3uM_01.txt,hypoxanthine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hypox::02,gobbato_sers_metabolites,SERS_met_Hypox_2.3uM_02.txt,hypoxanthine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hypox::03,gobbato_sers_metabolites,SERS_met_Hypox_2.3uM_03.txt,hypoxanthine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hypox::04,gobbato_sers_metabolites,SERS_met_Hypox_2.3uM_04.txt,hypoxanthine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Hypox::05,gobbato_sers_metabolites,SERS_met_Hypox_2.3uM_05.txt,hypoxanthine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ile::01,gobbato_sers_metabolites,SERS_met_Ile_80uM_01.txt,isoleucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ile::02,gobbato_sers_metabolites,SERS_met_Ile_80uM_02.txt,isoleucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ile::03,gobbato_sers_metabolites,SERS_met_Ile_80uM_03.txt,isoleucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ile::04,gobbato_sers_metabolites,SERS_met_Ile_80uM_04.txt,isoleucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ile::05,gobbato_sers_metabolites,SERS_met_Ile_80uM_05.txt,isoleucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Lact::01,gobbato_sers_metabolites,SERS_met_Lact_100uM_01.txt,lactate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Lact::02,gobbato_sers_metabolites,SERS_met_Lact_100uM_02.txt,lactate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Lact::03,gobbato_sers_metabolites,SERS_met_Lact_100uM_03.txt,lactate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Lact::04,gobbato_sers_metabolites,SERS_met_Lact_100uM_04.txt,lactate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Lact::05,gobbato_sers_metabolites,SERS_met_Lact_100uM_05.txt,lactate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Leu::01,gobbato_sers_metabolites,SERS_met_Leu_125uM_01.txt,leucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Leu::02,gobbato_sers_metabolites,SERS_met_Leu_125uM_02.txt,leucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Leu::03,gobbato_sers_metabolites,SERS_met_Leu_125uM_03.txt,leucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Leu::04,gobbato_sers_metabolites,SERS_met_Leu_125uM_04.txt,leucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Leu::05,gobbato_sers_metabolites,SERS_met_Leu_125uM_05.txt,leucine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Mann::01,gobbato_sers_metabolites,SERS_met_Mann_65uM_01.txt,mannose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Mann::02,gobbato_sers_metabolites,SERS_met_Mann_65uM_02.txt,mannose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Mann::03,gobbato_sers_metabolites,SERS_met_Mann_65uM_03.txt,mannose,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
