family,base_family,K,usable,non_negative_activations,rmse,explained_variance,mean_cosine,relative_frobenius,information_retained_vs_chemistry_evidence,heldout_chemistry_top1,heldout_chemistry_top3,heldout_chemistry_retention,bootstrap_stability,bootstrap_min,n_programmes_unstable,sparsity,max_pairwise_overlap,max_single_axis_share,mean_pairwise_overlap,activation_entropy,dominance,effective_rank,compression_ratio,replicate_consistency,mutual_information_norm,eligible,ineligible_reason,objective
nmf,nmf,12,True,True,0.05783850329651661,0.9050496324591867,0.9671048060883307,0.26031026379618905,0.9050496324591867,0.5973333333333334,0.936,0.7915194346279265,0.8998231663425552,0.8272571423985718,1,0.911388207437382,0.19740910108596618,0.9188713833374016,0.02432434439704722,0.5448584827620341,0.17066666666666666,9.66844797133469,1.3333333333333333,0.9314759722250298,2.2545739023262024,False,a programme places 0.919 of its loading on one chemistry axis > 0.9 — that programme IS a chemistry class under another name,0.71222752388857
nmf,nmf,13,True,True,0.04906328986557485,0.9316755900730799,0.9750797757506194,0.22081618990278865,0.9316755900730799,0.6106666666666667,0.9306666666666666,0.8091872791508712,0.9117194104695119,0.8106893931685172,1,0.9185463734639281,0.19446015331761718,0.9225763189072823,0.024471645947753896,0.5422640977754489,0.18666666666666668,10.31696279581749,1.2307692307692308,0.9282067976794779,2.3319385193554822,False,"K = 13 exceeds the input's effective rank (12) — a rotation, not a compression",0.7377517491068606
nmf,nmf,14,True,True,0.03655194257726784,0.9620786767396408,0.9850402539551112,0.16450712366764844,0.9620786767396408,0.616,0.9333333333333333,0.8162544169600491,0.9541915458383073,0.8942060558261008,1,0.9400628113256735,0.14197902083423938,0.9835307204692761,0.01871323304962197,0.5654478551803849,0.17333333333333334,10.730376781359707,1.1428571428571428,0.9259160494502755,2.504801303766335,False,"K = 14 exceeds the input's effective rank (12) — a rotation, not a compression",0.7788630639164555
nmf,nmf,15,True,True,0.02183477065425633,0.9864680673618671,0.9932628365471559,0.09827043552285471,0.9864680673618671,0.6213333333333333,0.9573333333333334,0.823321554769227,0.9793426500127052,0.8998486526378806,0,0.9694847162294997,0.19931751857290755,0.9967274860997101,0.009403530535321154,0.5822288915802939,0.16266666666666665,10.90569283016725,1.0666666666666667,0.9283311732921679,2.8996793139389547,False,"K = 15 exceeds the input's effective rank (12) — a rotation, not a compression",0.8063139132602754
nmf,nmf,16,True,True,4.3256083696947634e-05,0.9999999468923663,0.9999999463100478,0.00019468004730718231,0.9999999468923663,0.6613333333333333,0.952,0.8763250883380613,0.9996725981717176,0.9990649433537186,0,0.9796134254241571,0.26892363322593976,0.9996623811512623,0.00888921192627536,0.5961189749709124,0.168,9.962031304641659,1.0,0.9248719626915812,3.0866589978413863,False,"K = 16 exceeds the input's effective rank (12) — a rotation, not a compression",0.8760381779019697
orthogonal_nmf,orthogonal_nmf,2,True,True,0.15736864052699195,0.2970912587523218,0.6564388498549152,0.7082595501964879,0.2970912587523218,0.10133333333333333,0.38133333333333336,0.13427561837438037,0.9993668729402246,0.9987910468417798,0,0.4309779077729677,0.13285329172951335,0.2722076897576606,0.13285329172951335,0.39737812284341667,0.7973333333333333,1.70004891382976,8.0,0.9851371744390902,0.5565681788055068,False,information retained 0.297 < floor 0.5,0.13419060484691947
orthogonal_nmf,orthogonal_nmf,3,True,True,0.14302257556369402,0.41940706440865305,0.7370674352210297,0.6436930807654183,0.41940706440865305,0.36,0.7466666666666667,0.4770318021195092,0.9894853177697476,0.7636396868493246,0,0.5666072306822305,0.14563678968395166,0.4748938486384552,0.10640622070330552,0.4843614175522949,0.544,2.670525224134755,5.333333333333333,0.9814218596535774,0.9033859367903248,False,information retained 0.419 < floor 0.5,0.4720159643064979
orthogonal_nmf,orthogonal_nmf,4,True,True,0.129799871399504,0.5217983366563688,0.7809214812057426,0.5841824535378535,0.5217983366563688,0.49066666666666664,0.8693333333333333,0.6501766784443681,0.9983511410383032,0.990026983957874,0,0.6260582033945572,0.17784843534627637,0.5138598169957507,0.1156549005270872,0.4865378219251822,0.43733333333333335,3.6177144795057474,4.0,0.9744878993698627,1.1661256961777227,True,,0.6491046288014288
orthogonal_nmf,orthogonal_nmf,5,True,True,0.12022801502357104,0.5897260790946937,0.8216899570164419,0.5411029767840281,0.5897260790946937,0.5386666666666666,0.9173333333333333,0.7137809187269692,0.9744230396363652,0.7831439886026517,0,0.6685374787563475,0.18933472625899214,0.5442905170502378,0.10355517778051412,0.4505169612379813,0.384,4.444355595538673,3.2,0.972159161399168,1.3990728910204322,True,,0.6955245724603707
orthogonal_nmf,orthogonal_nmf,6,True,True,0.11026454167374443,0.6549084610478977,0.866358139452368,0.49626097313252865,0.6549084610478977,0.632,0.936,0.8374558303875829,0.9832298699872735,0.9106107138355939,0,0.7169621091626553,0.21443723764891254,0.5451978100170047,0.08932075180342393,0.46562862234005253,0.24266666666666667,5.3089894386444785,2.6666666666666665,0.9683624815861956,1.5697595633484678,True,,0.8234115872320672
orthogonal_nmf,orthogonal_nmf,7,True,True,0.10057277782934022,0.7129064409956406,0.886767328177375,0.45264183606645647,0.7129064409956406,0.6,0.936,0.7950530035325153,0.9751629821421846,0.8455373485144811,0,0.7688324705549734,0.15660055524213481,0.6406541547299724,0.06714196360665413,0.48804045888357844,0.224,6.180463967248144,2.2857142857142856,0.9655041522015847,1.7380707622374632,True,,0.7753062578858684
orthogonal_nmf,orthogonal_nmf,8,True,True,0.09057400916425479,0.7671534853744407,0.9040864543442497,0.40764098091807965,0.7671534853744407,0.592,0.9386666666666666,0.7844522968187485,0.9655788485563245,0.8593063217022818,0,0.814664437057488,0.13663593989319042,0.7534787709920853,0.04990639079314847,0.5017535610348802,0.21066666666666667,7.040526360656942,2.0,0.9611186975065027,1.9836551354919383,True,,0.7574505455096112
orthogonal_nmf,orthogonal_nmf,9,True,True,0.08106129843303746,0.8134953475606959,0.9234857689938247,0.3648276974006072,0.8134953475606959,0.5973333333333334,0.9413333333333334,0.7915194346279265,0.9974566858268317,0.9779237338196994,0,0.8447571346821525,0.12482142132949532,0.7530196220460658,0.04072553401192458,0.5128498597246292,0.208,7.8760786684869375,1.7777777777777777,0.9597533750323438,2.124319732615934,True,,0.7895063520314991
orthogonal_nmf,orthogonal_nmf,10,True,True,0.07348901917799117,0.8467122462339841,0.9393883155432007,0.33074759680889254,0.8467122462339841,0.6613333333333333,0.9413333333333334,0.8763250883380613,0.9280626844704654,0.8761938575105772,1,0.8696597441055447,0.14534513350398695,0.7957834541903601,0.03622456558546766,0.5253340150087799,0.20266666666666666,8.607453603293719,1.6,0.9567210999717755,2.295212718328978,True,,0.8132846139518389
orthogonal_nmf,orthogonal_nmf,11,True,True,0.06577563253525957,0.8772016236889013,0.952244919760873,0.29603242270700003,0.8772016236889013,0.6773333333333333,0.944,0.8975265017655951,0.9007757217552015,0.8162959977933439,2,0.8909726029163615,0.11903964644763436,0.8639917203054308,0.03033536240660891,0.5293633142462316,0.20266666666666666,9.298162430070557,1.4545454545454546,0.9485567724317169,2.547606403240406,True,,0.8084700824223251
