P0,P1,P2,P3,P4,P5,P6,P7,P8,programme
0.9999999999979793,0.2548040290748327,0.13716726351132458,0.239972951053183,0.08226833296761488,0.17275414529236643,0.22467192103711742,0.2650246507082772,0.154225909305936,0
0.2548040290748327,0.9999999999974755,0.09290394353244988,0.15912131864095524,0.17515988349913095,0.1839187672521232,0.19595993109097387,0.17002049736250013,0.22520120141193528,1
0.13716726351132458,0.09290394353244988,0.9999999999977002,0.0896297748586859,0.240272249754794,0.17193123415745423,0.21343995094157855,0.13543499788911528,0.2611621271962414,2
0.239972951053183,0.15912131864095524,0.0896297748586859,0.9999999999979294,0.14835811305242352,0.12904846610073212,0.14000749706904342,0.26833962863931937,0.17816061792575538,3
0.08226833296761488,0.17515988349913095,0.240272249754794,0.14835811305242352,0.9999999999969958,0.17311590365450244,0.17885267541991318,0.22910781852854334,0.4000875325852963,4
0.17275414529236643,0.1839187672521232,0.17193123415745423,0.12904846610073212,0.17311590365450244,0.9999999999970577,0.15554852377445805,0.18490631615567593,0.2053449375624481,5
0.22467192103711742,0.19595993109097387,0.21343995094157855,0.14000749706904342,0.17885267541991318,0.15554852377445805,0.9999999999965272,0.29820957604941656,0.23895161086253833,6
0.2650246507082772,0.17002049736250013,0.13543499788911528,0.26833962863931937,0.22910781852854334,0.18490631615567593,0.29820957604941656,0.9999999999978423,0.26084141211192,7
0.154225909305936,0.22520120141193528,0.2611621271962414,0.17816061792575538,0.4000875325852963,0.2053449375624481,0.23895161086253833,0.26084141211192,0.9999999999965603,8
