path,phase,role,size_bytes,size_mb,modified,kind
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_bsv_mss_audit_v1/tables/leakage_audit.csv,prior_build::gaira_base_4_diabetes_ev_bsv_mss_audit_v1,prior_tables,307,0.0,2026-04-24 21:59,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_bsv_mss_audit_v1/tables/variance_reduction_per_axis.csv,prior_build::gaira_base_4_diabetes_ev_bsv_mss_audit_v1,prior_tables,768,0.001,2026-04-24 21:59,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/reports/REPORT_diabetes_claims_evidence_tiers_v1.md,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_reports,3085,0.003,2026-05-04 16:48,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/reports/REPORT_diabetes_ev_full_audit_and_next_steps_v1.md,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_reports,7238,0.007,2026-05-04 16:48,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/reports/REPORT_diabetes_existing_results_audit.md,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_reports,1899,0.002,2026-05-04 16:48,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/reports/REPORT_diabetes_next_analysis_plan_v1.md,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_reports,4647,0.005,2026-05-04 16:48,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/reports/REPORT_diabetes_paper_comparison_v1.md,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_reports,2996,0.003,2026-05-04 16:48,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/reports/SLIDE_diabetes_pilot_recommendation_v1.md,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_reports,3496,0.003,2026-05-04 16:48,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/tables/diabetes_existing_outputs_inventory.csv,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_tables,6778,0.007,2026-05-04 16:48,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/tables/diabetes_master_results_summary_v1.csv,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_tables,3856,0.004,2026-05-04 16:48,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/tables/diabetes_paper_peak_to_gaira_axis_mapping_v1.csv,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_tables,2677,0.003,2026-05-04 16:48,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/tables/diabetes_paper_vs_gaira_comparison_v1.csv,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_tables,3294,0.003,2026-05-04 16:48,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_full_audit_v1/tables/diabetes_recommended_figures_v1.csv,prior_build::gaira_base_4_diabetes_ev_full_audit_v1,prior_tables,2663,0.003,2026-05-04 16:48,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/figures/fig_auroc_comparison_v1.png,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_figures,62068,0.062,2026-04-24 20:27,png
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/figures/fig_mss_feature_importance_v1.png,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_figures,77130,0.077,2026-04-24 20:27,png
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/figures/fig_patient_pca_mss_v1.png,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_figures,49625,0.05,2026-04-24 20:27,png
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/reports/REPORT_diabetes_ev_mss_classifier_v2.md,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_reports,3245,0.003,2026-04-24 20:27,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/tables/classifier_comparison_mss_v1.csv,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_tables,2389,0.002,2026-04-24 20:27,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/tables/classifier_confusion_matrices_v1.csv,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_tables,790,0.001,2026-04-24 20:27,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/tables/mss_feature_importance_v1.csv,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_tables,10483,0.01,2026-04-24 20:27,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_mss_classifier_v2/tables/per_spectrum_mss_full_score_matrix_v2.csv,prior_build::gaira_base_4_diabetes_ev_mss_classifier_v2,prior_tables,1653984,1.654,2026-04-24 20:27,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/audit/gaira_base_4_diabetes_ev_pilot_v1_audit_log.md,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_audit,2165,0.002,2026-04-24 10:42,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/figures/fig_heatmap_owd_vs_nwd_cohens_d.png,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_figures,45966,0.046,2026-04-24 10:39,png
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/figures/fig_pca_latent_clusters.png,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_figures,575508,0.576,2026-04-24 10:40,png
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/figures/fig_radar_owd_vs_nwd.png,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_figures,235904,0.236,2026-04-24 10:39,png
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/reports/REPORT_diabetes_ev_gaira_pilot_v1.md,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_reports,5554,0.006,2026-04-24 10:42,md
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/binary_owd_vs_nwd_effects.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,1716,0.002,2026-04-24 10:39,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/classifier_confusion_matrices.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,506,0.001,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/classifier_feature_importance.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,97446,0.097,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/classifier_performance.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,1392,0.001,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/cluster_quality_metrics.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,990,0.001,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/cluster_stability_metrics.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,683,0.001,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/cohort_bsv_means.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,1660,0.002,2026-04-24 10:39,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/dataset_inventory.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,729,0.001,2026-04-24 21:57,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/label_mapping_audit.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,5800,0.006,2026-04-24 21:57,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/latent_cluster_assignments.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,736239,0.736,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/mss_per_spectrum.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,878449,0.878,2026-04-24 10:41,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/mss_top_hits_by_condition.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,817,0.001,2026-04-24 10:41,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/paper_region_binary_effects.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,1257,0.001,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/paper_region_cluster_means_within_group.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,3515,0.004,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/paper_region_peak_features.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,2209234,2.209,2026-04-24 10:40,csv
/Volumes/SSD_Rad/GAIRA_BUILD/gaira_base_4_diabetes_ev_pilot_v1/tables/per_spectrum_bsv.csv,prior_build::gaira_base_4_diabetes_ev_pilot_v1,prior_tables,3529460,3.529,2026-04-24 10:39,csv
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/extracted/patient_data.csv,raw,metadata,6397,0.006,2024-11-05 00:52,csv
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/extracted/Figure3.m,raw,raw,4726,0.005,2025-09-03 22:31,m
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/extracted/RawDataImpact.mat,raw,raw,117596198,117.596,2024-10-18 13:04,mat
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/extracted/RawDataStrong.mat,raw,raw,59094684,59.095,2024-10-18 13:27,mat
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/extracted/configure_classes.m,raw,raw,2842,0.003,2024-10-25 16:31,m
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/extracted/race_split.m,raw,raw,2552,0.003,2025-02-14 20:41,m
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/Diabetes_Raw_Data_Codes.zip,raw,reference_material,188197475,188.197,2026-03-21 11:45,zip
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/LogCPM_miRNA.xlsx,raw,reference_material,445422,0.445,2026-05-04 22:47,xlsx
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/Manuscript_vs18.docx,raw,reference_material,2167536,2.168,2026-05-04 22:47,docx
/Volumes/SSD_Rad/GAIRA_DATA/raw/diabetes_plasma_ev_sers/Replies to Reviewers.docx,raw,reference_material,21948,0.022,2026-05-04 22:50,docx
